Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adadelta,19,2,26,1,42,24,0.009270073934976,94,1.138515591621399
Adagrad,24,1,21,2,38,26,0.008073687543185,84,0.21936441957950592
Adagrad,19,2,30,1,34,25,0.0009608869750761,77,1.0315707921981812
AdamW,18,1,24,2,40,22,0.0086265705402995,103,0.06873822212219238
AdamW,26,2,30,1,40,26,0.0006878426615399,36,0.057866163551807404
SGD,23,1,21,1,46,16,0.0017600869210548,113,2.1098592281341553
Adamax,19,2,25,2,50,20,0.0045935877987523,72,0.0405908040702343
AdamW,18,1,24,2,37,20,0.0069217044375439,106,0.07092456519603729
Adadelta,26,1,31,1,51,27,0.0046453773157276,82,1.904382348060608
AdamW,28,1,23,2,55,27,0.0001223555819238,34,0.142256498336792
Adadelta,24,2,28,2,58,21,0.0045920532948163,87,1.614626169204712
SGD,19,1,26,2,45,21,0.0071199141256008,53,0.2049197107553482
Adadelta,17,1,30,1,61,28,0.0054119966360985,109,1.6692767143249512
Adamax,22,2,19,1,51,18,0.0099865022713677,49,0.04444827884435654
SGD,19,2,20,1,35,29,0.0024859793208966,32,0.4366690516471863
Adagrad,23,1,28,2,54,21,0.000819488926603,41,0.6675538420677185
Nadam,16,1,31,1,39,20,0.0045910909086158,49,0.206662118434906
Adagrad,31,2,17,1,53,28,0.0084836629992048,106,0.32531028985977173
SGD,22,2,17,1,48,31,0.0042265983243899,76,0.4630410075187683
Adadelta,28,1,30,2,33,29,0.0038050839926912,40,1.5210621356964111
AdamW,16,2,19,2,35,24,0.0047474718102589,75,0.03873409703373909
RMSprop,25,2,20,2,61,17,0.0035459243940447,78,0.029464945197105408
AdamW,29,2,17,2,58,20,0.0036422323588615,109,0.03151009604334831
RMSprop,28,1,23,1,42,30,0.0029593893388413,43,0.23953880369663239
Adamax,16,1,26,2,37,30,0.0044843597452057,62,0.07409429550170898
Nadam,18,1,17,2,44,19,0.006731806387289,52,0.06454386562108994
SGD,29,2,29,1,52,19,0.0076108312117375,123,0.42703676223754883
Adadelta,25,1,27,1,55,22,0.0050728378875312,52,1.9619308710098267
AdamW,21,2,22,1,53,29,0.004158918407229,115,0.051796868443489075
RMSprop,25,1,30,2,62,22,0.0072971594024862,104,0.057312026619911194
AdamW,18,1,28,2,44,23,0.0039478483941088,71,0.0666566714644432
Adadelta,18,2,17,1,52,18,0.008561912476934,114,1.3600420951843262
AdamW,24,1,22,1,43,25,0.0094095017418072,112,0.2680891454219818
AdamW,22,2,31,1,47,27,0.0044107342318436,95,0.04953163489699364
AdamW,26,2,22,2,40,27,0.0089063981674489,98,0.043416351079940796
Nadam,24,2,27,2,53,18,0.0063051051761565,101,0.032248176634311676
SGD,18,1,19,1,52,28,0.0060876509766295,126,0.5989512205123901
AdamW,30,2,22,2,39,18,0.001415972165725,111,0.04771057143807411
Adam,30,1,28,2,43,19,0.0060818355810936,58,0.07266707718372345
Adadelta,20,2,27,1,55,28,0.0038962890581471,126,2.0819506645202637
Adadelta,25,1,19,2,50,19,0.0025198777572202,78,2.163067102432251
Nadam,17,2,25,2,44,26,0.0045420864043945,123,0.02881637029349804
Nadam,28,2,23,1,55,27,0.0016354915161516,47,0.04742854833602905
Adam,17,2,27,2,52,21,0.0090224744198144,58,0.04804226756095886
AdamW,19,2,16,1,50,20,0.0008274637039168,88,0.08076329529285431
Adam,20,2,25,1,60,30,0.0026243268452721,70,0.0445612370967865
Adamax,31,2,25,2,47,24,0.0064252236154155,42,0.030116314068436623
Nadam,26,2,21,2,45,22,0.0020893976483928,53,0.035074323415756226
Adam,20,1,26,2,45,21,0.0094328733631397,47,0.08466491848230362
Adagrad,28,2,29,2,62,17,0.0088786038400334,82,0.13984505832195282
SGD,29,2,19,2,61,22,0.0083759633311801,103,0.25440308451652527
RMSprop,25,2,29,1,48,24,0.0016862948252589,47,0.0432320162653923
Nadam,26,1,31,1,57,31,0.0053679381403247,74,0.19325992465019226
SGD,22,2,18,1,32,30,0.0021422095633848,80,0.7208849191665649
Adagrad,25,2,19,2,37,20,0.0045667632469901,99,0.2272300124168396
Adagrad,28,1,18,2,59,31,0.0094461816640805,41,0.11144890636205673
Adagrad,31,2,28,2,57,28,0.0050654089768156,120,0.19311410188674927
Adamax,26,1,21,1,53,23,0.0004444156794867,66,0.3804910182952881
Adagrad,19,2,26,2,55,23,0.0094619248380674,99,0.15867169201374054
Adagrad,23,1,18,1,40,27,0.00154763639879,48,0.73774653673172
Adamax,24,1,31,2,54,31,0.00139772391179,111,0.09416209906339645
Adagrad,27,2,22,2,34,21,0.0051448193622318,90,0.24532335996627808
Adadelta,22,2,18,1,52,23,0.0001035183032883,77,2.292008638381958
Adagrad,28,2,16,2,48,28,0.0091269409800706,74,0.12817126512527466
Nadam,19,2,27,1,57,27,0.0038483348483772,122,0.04002467542886734
AdamW,28,1,29,2,33,23,0.0035980861436717,80,0.07675374299287796
SGD,26,2,31,1,54,29,0.009185625625236,111,0.39659687876701355
Adam,20,1,17,2,37,28,0.0022710102156299,101,0.0877615287899971
Nadam,18,2,17,2,48,19,0.0087547640765134,89,0.04162583127617836
SGD,21,1,22,2,46,18,0.0086220247766182,92,0.2666272222995758
AdamW,25,2,31,2,55,28,0.0096233644324778,127,0.041968934237957
Adamax,30,1,24,2,58,29,0.0040009921814761,120,0.08210500329732895
Adadelta,27,2,16,1,41,23,0.0092380184431466,41,0.9249967932701111
Adamax,24,2,20,2,54,29,0.0095357071465133,95,0.04099800065159798
Adadelta,16,1,26,2,48,26,0.0070266850876947,89,1.479427456855774
Adagrad,28,2,23,1,54,20,0.0052023507290253,54,0.32380160689353943
Adamax,31,1,17,2,53,20,0.0026423659426142,61,0.08152178674936295
Adadelta,23,1,22,2,44,28,0.0012128853893429,49,2.201786994934082
Adadelta,16,1,27,2,44,24,0.006845442719489,48,0.8040541410446167
Adam,21,2,30,1,56,28,0.0029855179090131,81,0.0401403047144413
Nadam,17,2,29,1,45,21,0.0046916052998009,38,0.05075504258275032
Nadam,16,2,22,2,58,16,0.0028113719206361,125,0.035609740763902664
Nadam,16,2,17,1,52,18,0.0011320806890211,82,0.07016032189130783
Adadelta,27,1,25,2,56,29,0.0019541281559138,65,2.150808095932007
SGD,17,1,16,1,42,26,0.0029060649348325,59,0.601024329662323
SGD,17,2,16,1,47,21,0.0019602017366782,84,0.9729725122451782
Adamax,26,2,30,2,60,24,0.0019770257971853,52,0.04950694739818573
Nadam,25,2,31,1,56,27,0.0055256909942953,38,0.051567479968070984
RMSprop,30,1,25,1,57,16,0.0045523018261301,67,0.20934976637363434
Adadelta,26,2,20,2,53,23,0.0035655915384844,124,2.188082218170166
Adagrad,23,1,28,1,44,31,0.0095298148792785,127,0.4738777279853821
SGD,26,2,20,1,35,29,0.0027854126346934,88,0.5860411524772644
Adamax,17,1,20,1,54,24,0.0025351735192303,55,0.34962818026542664
RMSprop,31,2,27,1,54,21,0.0036565752103257,48,0.048261068761348724
Adadelta,31,2,26,1,63,31,0.0003921455210519,124,2.3016245365142822
RMSprop,18,2,22,1,56,29,0.0024740672488488,86,0.04098661616444588
Adadelta,26,2,18,2,61,26,0.00357828951755,91,1.9468673467636108
