Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adagrad,17,2,28,2,62,18,0.0062627190811268,50,0.14929425716400146
Adagrad,24,2,31,2,52,18,0.0062144413004994,51,0.1235630214214325
RMSprop,27,2,23,1,45,18,0.0097822405719222,110,0.06248946487903595
Adam,24,2,28,2,62,21,0.0017218476439422,69,0.031096678227186203
SGD,26,1,31,2,39,27,0.003452531836625,103,0.5054705142974854
Adagrad,25,1,26,1,50,17,0.0072221442446061,69,0.42226549983024597
Adagrad,29,1,19,2,33,17,0.0025390069817581,105,0.5028641223907471
AdamW,27,1,17,1,54,26,0.0023200608276302,97,0.20705370604991913
Adamax,27,1,30,2,52,22,0.00570631252648,99,0.06543302536010742
RMSprop,29,1,20,1,52,23,0.0025842502858146,100,0.2174111306667328
Nadam,19,1,30,1,33,30,0.0068469906412046,36,0.3199758231639862
AdamW,21,1,17,2,41,30,0.0073969871272167,33,0.08015085756778717
RMSprop,24,1,18,2,46,28,0.0050066511620791,84,0.056860536336898804
Adam,21,2,28,1,34,25,0.0093217199906523,78,0.06912542134523392
Adamax,27,2,18,2,50,19,0.0066342304812741,72,0.03635042905807495
AdamW,31,2,22,2,40,16,0.0062834473465379,74,0.04637064039707184
Adagrad,22,1,30,2,38,21,0.0071415767423603,98,0.22815953195095062
RMSprop,26,1,18,1,44,23,0.0088807571459544,99,0.2470145970582962
AdamW,30,1,16,2,59,30,0.0053854771003698,83,0.05872621387243271
Nadam,23,2,30,1,32,20,0.0092663120680739,73,0.06473412364721298
Adamax,26,1,27,1,47,30,0.0014743047781163,63,0.2856299579143524
Adagrad,31,1,24,1,47,23,0.0015706587148192,67,0.6415354609489441
Adamax,31,1,22,1,37,31,0.0078760560501048,99,0.26670733094215393
Adamax,24,1,21,2,39,29,0.006655547002205,105,0.08324996381998062
RMSprop,31,1,21,2,36,28,0.0095834174376379,95,0.09147382527589798
SGD,16,1,19,1,63,20,0.0070765057434142,112,0.5507510900497437
RMSprop,18,2,19,1,42,29,0.0015061184861039,56,0.054205551743507385
AdamW,20,1,19,1,56,26,0.0011227081625974,105,0.27486276626586914
SGD,20,2,23,2,52,18,0.002671297567323,68,0.39588284492492676
Adam,17,1,30,1,54,18,0.0034403039996494,126,0.24977774918079376
RMSprop,24,2,28,1,38,27,0.001745281899178,79,0.045027751475572586
Nadam,18,1,22,1,49,28,0.0092058324718327,98,0.22644400596618652
Nadam,16,2,19,1,53,22,0.0065117714991674,111,0.04230772331357002
AdamW,17,1,20,2,35,31,0.0053604063389116,81,0.06824716925621033
Nadam,18,1,23,1,61,28,0.0052413552220141,114,0.18164443969726562
SGD,30,2,16,1,54,22,0.0049998450383561,43,0.3302637040615082
AdamW,18,2,20,1,44,20,0.0048506936749291,35,0.05608709156513214
Adadelta,30,1,30,2,32,18,0.0015679383470512,34,2.1480231285095215
Nadam,19,1,19,2,45,25,0.0055801514680683,37,0.06487567722797394
AdamW,28,2,22,2,39,27,0.0002777708282366,83,0.09843428432941437
Adamax,28,1,19,1,56,17,0.0049242420721368,92,0.21197953820228577
RMSprop,24,1,25,1,41,18,0.0061448438889307,55,0.2432389259338379
Nadam,28,1,25,1,49,23,0.0099660709421976,48,0.2179054468870163
Nadam,17,2,27,1,44,28,0.0076085522337767,32,0.0705871433019638
Adam,19,1,28,1,62,19,0.002712627979195,109,0.23571419715881348
Adam,19,1,27,2,40,17,0.0099645107557194,111,0.07656928151845932
RMSprop,27,2,18,2,47,21,0.0095995000642068,102,0.05552308261394501
RMSprop,16,1,26,1,43,26,0.0037794858403177,55,0.33207616209983826
Adam,28,1,28,2,40,24,0.0021275144994609,49,0.06718432903289795
Adamax,19,1,25,2,32,31,0.0010559914700103,125,0.15675699710845947
SGD,30,2,16,2,57,18,0.0066390073014021,40,0.17056995630264282
Adadelta,21,1,31,2,42,17,0.0052238163468326,70,1.6430069208145142
AdamW,19,2,30,2,35,17,0.0034863044173114,123,0.03672415763139725
Nadam,21,1,21,1,61,24,0.0010510642469898,32,0.24457499384880066
SGD,19,1,18,1,58,22,0.0077885492717133,96,0.4993131756782532
SGD,31,1,28,1,58,31,0.0029620268964822,105,0.7817279696464539
Adam,31,1,24,2,40,20,0.0029214600392332,37,0.06769195944070816
Adagrad,21,2,23,2,42,31,0.0002762146635359,51,1.9360166788101196
Adam,30,2,23,2,51,30,0.0055197661650527,111,0.03556813672184944
Adam,27,1,18,1,48,18,0.0087488052755751,36,0.3402491807937622
Adam,17,2,29,1,56,26,0.009858954441345,114,0.0523555688560009
Adagrad,31,2,27,1,63,19,0.008651796032063,66,0.2927824556827545
Adagrad,27,2,28,2,35,25,0.0005300102959104,72,1.6690694093704224
SGD,28,2,19,1,57,16,0.0020006984135981,115,1.0137444734573364
RMSprop,24,1,16,2,45,16,0.0099202767944315,110,0.07582191377878189
RMSprop,31,1,24,1,44,28,0.0021077301305464,80,0.26423096656799316
Adamax,25,1,16,2,32,22,0.0022744575861061,101,0.09279901534318924
RMSprop,19,2,18,1,61,19,0.0087052609130743,101,0.057294584810733795
Adagrad,16,1,24,1,43,24,0.0020938225331575,42,0.6033983826637268
Adadelta,28,1,19,1,53,16,0.0026607092855683,118,2.2651467323303223
AdamW,22,2,26,2,34,31,0.0002447184933735,37,0.07085443288087845
RMSprop,25,1,24,1,62,18,0.0029267310936464,119,0.20547467470169067
Adamax,18,1,27,1,62,25,0.0076748080088309,122,0.24809733033180237
Adam,18,2,26,1,63,27,0.0007860389969498,89,0.06679142266511917
SGD,30,1,24,1,36,20,0.0042382517738263,121,0.7089475393295288
Adadelta,21,1,29,2,62,20,0.007927698878281,100,1.0626481771469116
SGD,17,1,31,1,47,24,0.0052154219967144,83,0.5134105682373047
Adagrad,29,2,28,1,47,16,0.0084254396972464,72,0.3080213963985443
AdamW,16,2,29,2,63,21,0.0010941120302497,34,0.029181886464357376
Nadam,29,2,31,2,45,16,0.0077899396611511,107,0.034038007259368896
RMSprop,21,2,22,1,63,25,0.0058352432218194,72,0.04865744709968567
Adagrad,28,1,21,2,32,21,0.0053794775197689,39,0.21802867949008942
Nadam,28,2,22,2,41,18,0.0029385910932816,46,0.03516346588730812
SGD,29,2,18,2,60,22,0.0039168585074212,80,0.3401307761669159
RMSprop,28,2,26,1,43,24,0.0053411095819903,95,0.04849602282047272
Adam,29,2,30,2,57,23,0.0015246947279895,89,0.03689835965633392
Adamax,31,2,24,1,58,27,0.0062070317678511,74,0.05217780917882919
Adadelta,20,1,22,2,51,20,0.0076599327607759,92,1.0290229320526123
Adagrad,27,1,25,2,42,22,0.0040715761990815,124,0.3513643741607666
AdamW,23,1,28,1,38,23,0.0063477962438562,112,0.2662266194820404
Adadelta,17,2,16,2,42,23,0.0087644384441491,114,1.3233094215393066
Nadam,30,1,16,1,50,24,0.0080189265550334,84,0.29111790657043457
Adamax,23,2,18,2,63,29,0.0045588228770366,69,0.03786347806453705
Adagrad,26,2,31,2,57,20,0.0041448964447434,121,0.24789133667945862
RMSprop,16,1,30,1,59,26,0.0006646566704057,103,0.2871280610561371
Nadam,27,2,27,1,58,19,0.0068533738237368,37,0.056386955082416534
RMSprop,23,2,26,2,42,21,0.0036952336330487,116,0.032404348254203796
Adagrad,24,2,16,1,61,30,0.0097632425476155,84,0.25668323040008545
Adam,27,1,22,2,55,23,0.0017800266819263,74,0.06792846322059631
Adagrad,18,1,19,2,47,19,0.0059359746126577,48,0.23337991535663605
SGD,20,1,31,1,53,16,0.0082590833911754,64,0.43622931838035583
Adagrad,31,2,25,2,35,19,0.004695819977159,82,0.17868652939796448
SGD,29,2,18,2,43,30,0.0093061532144679,116,0.25670456886291504
AdamW,28,1,18,1,34,29,0.0081094633514009,108,0.22965848445892334
Adadelta,26,1,18,1,53,19,0.0099300614536459,54,1.1861165761947632
Adam,28,2,25,2,43,23,0.002779331105779,65,0.03232864663004875
SGD,19,1,31,1,42,25,0.0004374392654404,50,2.211665391921997
RMSprop,19,1,31,1,47,22,0.0050991773646333,82,0.3315890431404114
