Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adamax,22,2,22,1,54,22,0.0073654680768643,84,0.04896228387951851
Nadam,17,1,23,2,45,23,0.0054675651047571,35,0.06863468885421753
RMSprop,16,1,23,1,63,24,0.0052332936449356,47,0.20428375899791718
Nadam,29,2,26,1,61,16,0.0058285495641673,80,0.04082443565130234
Adagrad,19,1,21,1,56,22,0.0074163121544908,66,0.4110652804374695
SGD,17,1,19,1,48,26,0.0040165295395296,82,0.5504229664802551
Adadelta,20,2,18,2,48,24,0.0040713092766637,110,2.112959623336792
Adam,16,2,28,1,55,19,0.0094038075437506,44,0.06560507416725159
Adadelta,16,1,29,1,43,30,0.0019893241730095,79,2.281714916229248
RMSprop,16,2,25,2,36,18,0.0007768900046434,54,0.05309657007455826
Adagrad,22,2,16,2,61,18,0.0075039966346347,107,0.1794815957546234
RMSprop,20,1,18,2,57,22,0.0029314891532751,42,0.058955349028110504
AdamW,19,1,23,1,38,19,0.0074977250734963,95,0.27593159675598145
RMSprop,31,1,16,2,34,31,0.0081197470511527,114,0.07155671715736389
Adam,28,1,23,2,62,28,0.0038394620192409,110,0.055237311869859695
Nadam,16,1,23,2,61,25,0.0023061609190729,109,0.0631023719906807
SGD,18,2,25,2,55,23,0.0008071531836141,123,2.2296767234802246
Adadelta,26,2,31,2,59,31,0.0002093510455616,113,2.302492618560791
Nadam,25,1,18,2,33,31,0.0012857165252512,76,0.08343230187892914
AdamW,16,2,31,1,39,24,0.0041965212718743,105,0.046939678490161896
Adamax,27,1,31,1,34,25,0.0013573287679025,121,0.3421994745731354
Adam,23,2,21,1,40,16,0.0011334624226743,44,0.05646606534719467
SGD,16,2,16,1,55,19,0.0020830020237944,60,0.5947882533073425
AdamW,20,2,24,1,56,18,0.0032770329706688,53,0.042907558381557465
SGD,31,1,31,1,50,26,0.0093216377538309,61,0.4036988615989685
Nadam,19,1,17,2,62,30,0.0070406626952674,42,0.06535591930150986
Nadam,28,1,18,2,48,22,0.0011473558894213,59,0.07677438855171204
Adagrad,26,2,20,1,54,20,0.0089777174586255,80,0.30931052565574646
Adagrad,19,2,27,2,51,22,0.0035020492408013,106,0.28261879086494446
Adam,19,2,18,1,55,31,0.0066238859308288,45,0.05885845050215721
Adam,20,2,28,2,54,17,0.0067638064201184,115,0.034329671412706375
Adagrad,17,1,21,2,45,29,0.0040653827879253,111,0.3327963650226593
Adagrad,22,2,23,1,41,21,0.0012000340077774,35,0.633010983467102
Adagrad,28,2,23,2,41,19,0.0085804752324498,114,0.17614640295505524
Adadelta,30,1,17,1,45,20,0.0065494218168476,33,1.643540859222412
AdamW,23,1,31,2,59,18,0.0082744434252349,43,0.07272107154130936
Nadam,17,1,16,1,47,24,0.0075554312952705,109,0.19494131207466125
Adagrad,23,2,22,1,42,26,0.006415357184854,56,0.3353056311607361
RMSprop,17,2,21,1,58,19,0.0090692963196807,49,0.08833106607198715
Adamax,18,2,22,1,48,23,0.0018319530695657,73,0.09414239972829819
RMSprop,25,2,19,1,49,25,0.0033156340144012,64,0.044518258422613144
Adamax,18,2,29,2,43,22,0.0086643135716746,62,0.027378728613257408
Adamax,16,1,28,1,32,29,0.0034701529352398,55,0.27584224939346313
Adamax,17,2,27,1,56,26,0.0012567635094376,96,0.10062684863805771
SGD,21,2,23,2,48,30,0.0044103576838664,84,0.2942068576812744
RMSprop,22,2,21,2,41,18,0.0076541565121169,47,0.07253158092498779
RMSprop,20,1,17,2,40,20,0.0034311347713339,66,0.06817926466464996
SGD,27,1,26,1,62,25,0.006846223006731,41,0.38155898451805115
RMSprop,25,1,24,2,34,31,0.0024200168680792,35,0.06405489146709442
Adamax,21,2,22,2,49,22,0.0075657318159758,71,0.038016434758901596
AdamW,20,1,17,2,42,22,0.0039422498880071,81,0.07681454718112946
Adamax,30,1,31,2,48,19,0.0050510500071854,72,0.06571388989686966
AdamW,25,1,24,2,61,30,0.006732942406254,126,0.061229556798934937
Adam,25,2,26,1,57,18,0.0099030550020758,123,0.05344363674521446
Adadelta,31,2,20,2,44,21,0.0090461750836888,102,0.9422035813331604
Adadelta,29,1,17,1,44,26,0.0084493995202576,99,1.6475074291229248
Adadelta,23,1,16,2,44,22,0.0060059573869515,123,2.087141990661621
Adadelta,22,1,18,1,48,30,0.0088240931305983,58,1.0741593837738037
RMSprop,18,1,17,1,48,17,0.0020371377367173,68,0.2658545672893524
Adamax,22,2,26,2,58,31,0.003731092924063,74,0.037734828889369965
Adagrad,27,2,29,2,59,24,0.0001659495660487,117,2.230013847351074
Adamax,30,1,21,1,47,19,0.0016066780744486,94,0.31845226883888245
Adam,30,1,26,2,34,28,0.0065004115301521,103,0.06996475160121918
Adagrad,22,1,26,2,36,27,0.0093730300897343,65,0.15103121101856232
Adagrad,23,2,23,2,32,24,0.0054784335333541,55,0.16571950912475586
Adadelta,16,1,18,2,36,24,0.0076248311887747,59,1.2061868906021118
SGD,27,2,23,1,63,30,0.0024746638154078,100,0.7072283625602722
Adam,29,1,25,1,60,26,0.0089290893520265,93,0.24889105558395386
Nadam,23,2,23,1,49,17,0.0045714973407917,71,0.046523530036211014
RMSprop,30,1,29,1,46,21,0.0097234844851945,117,0.2609921395778656
Adagrad,20,1,28,1,41,19,0.0047504508809854,71,0.5026240944862366
Adam,21,1,29,1,59,28,0.003692922422955,106,0.23353148996829987
Adamax,22,1,17,1,45,27,0.007257198527802,59,0.262838751077652
SGD,26,2,22,1,48,30,0.0020056988611842,45,0.4883030354976654
Adadelta,25,1,16,2,51,17,0.0031219220247875,101,1.9961761236190796
AdamW,19,1,31,2,60,31,0.0099379676040364,81,0.06821691244840622
Adagrad,28,1,25,2,47,25,0.0052101224501302,85,0.24034424126148224
Adam,31,2,19,1,50,19,0.0015568380181533,107,0.062806636095047
AdamW,24,1,27,2,38,27,0.0084216756592538,41,0.07730282843112946
AdamW,24,2,21,2,61,16,0.0065817133218434,106,0.03234945237636566
Adamax,24,2,21,2,58,29,0.0068793437824591,110,0.037443846464157104
Adam,23,1,28,2,38,24,0.0026560516880746,66,0.06597283482551575
Adagrad,17,1,16,1,59,28,0.0054592176506129,72,0.44537776708602905
Adadelta,21,1,22,1,49,22,0.0027049153563412,114,2.2164788246154785
Adagrad,22,2,17,1,58,19,0.0004976054228552,55,1.8024921417236328
Adam,16,2,24,2,39,30,0.0001224921646055,38,0.11835932731628418
Adam,24,2,23,1,61,22,0.0005048820667136,75,0.08284744620323181
Adadelta,27,2,17,1,59,30,0.0021338971654929,58,2.219007730484009
AdamW,19,2,24,2,61,22,0.0011426497371725,127,0.053223952651023865
Adagrad,24,2,18,1,32,21,0.0041334859701332,42,0.417671799659729
