Name,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adagrad,48,17,0.0011639000202053,95,1.4449975490570068
Adagrad,41,28,0.0065650607594335,93,0.34913334250450134
Adagrad,52,29,0.0092248251608146,105,0.31660404801368713
SGD,33,28,0.0053777889547787,39,0.3842519223690033
Adamax,32,23,0.008270920348688,109,0.10960429161787033
RMSprop,59,17,0.0023492579062144,114,0.08903594315052032
Adamax,50,29,0.0071998666547692,118,0.09156545996665955
AdamW,52,21,0.0039030917978994,56,0.07421090453863144
Adam,61,19,0.0072934265412222,100,0.07151154428720474
Adamax,34,16,0.0054166471361363,33,0.10784926265478134
Adagrad,57,31,0.0068966741475516,116,0.35775288939476013
AdamW,45,20,0.0078049257848193,116,0.07693978399038315
RMSprop,40,24,0.0050291422287995,56,0.09374992549419403
Adagrad,45,25,0.001002165609288,72,1.1841381788253784
Adadelta,50,24,0.0004932712552845,66,2.2786409854888916
Adamax,59,18,0.0015798853804735,124,0.17891629040241241
RMSprop,48,22,0.0015643483919593,37,0.0941811203956604
Adadelta,38,18,0.0011642317290512,100,2.2570137977600098
Adadelta,51,22,0.0009587644763594,80,2.255329132080078
SGD,48,16,0.0008717957448711,58,2.0772902965545654
SGD,40,23,0.0025043705373295,83,1.301735520362854
AdamW,63,30,0.0054075481125894,83,0.06421805173158646
Adamax,60,27,0.0029409696353494,77,0.1085900366306305
Nadam,60,22,0.0035797137898213,66,0.06226973980665207
RMSprop,37,18,0.0036582032928383,79,0.09365921467542648
SGD,52,26,0.0005875222367162,67,2.1851398944854736
RMSprop,46,21,0.0013711411493564,79,0.10779007524251938
Adam,37,24,0.0073738488605334,62,0.09304436296224594
Nadam,52,26,0.0048220599110938,81,0.0661185011267662
Adadelta,44,22,0.0056924299119652,65,1.7179679870605469
Adadelta,60,16,0.0035654664496501,111,2.067112922668457
Adadelta,32,20,0.0070942848612773,126,1.9673842191696167
RMSprop,61,22,0.0015135754746562,119,0.0930260643362999
Nadam,39,20,0.0004747404013532,86,0.18803666532039642
SGD,41,21,0.0078838641620496,86,0.47898054122924805
Adagrad,53,17,0.000429711749437,78,1.9075154066085815
Nadam,59,31,0.0037407300177172,37,0.07006814330816269
RMSprop,36,20,0.008458979893047,118,0.09237005561590195
Nadam,54,26,0.0034326046568106,72,0.06590241193771362
Nadam,51,28,0.0002306772447615,71,0.21686165034770966
AdamW,39,29,0.0024293789198179,110,0.09373527765274048
AdamW,49,18,0.0046101948637676,75,0.07620707154273987
RMSprop,38,28,0.0061131194367704,64,0.09675857424736023
AdamW,59,29,0.0038095510664908,89,0.06376998126506805
Adadelta,42,22,0.0068635255863369,124,1.8171430826187134
Adam,54,29,0.0044587739415968,36,0.07578800618648529
