Name,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
AdamW,51,30,0.0018754718720422,116,0.0971001535654068
RMSprop,59,24,0.0001895991417671,119,0.2651400864124298
Adam,56,24,0.0013044347043151,119,0.10231471061706543
Adam,32,21,0.0081295655175799,82,0.09478946775197983
SGD,61,20,0.0095925473975493,85,0.4348607063293457
Nadam,40,26,0.0077692798153569,119,0.09104347229003906
Adam,55,27,0.003394951571726,90,0.07098934799432755
Adagrad,55,27,0.0064389959546022,99,0.3519012928009033
Adagrad,33,28,0.0032852579311581,74,0.4792589843273163
Adamax,42,16,0.0004988524173612,61,0.27764892578125
Adadelta,42,28,0.0095773652518623,83,1.464836597442627
AdamW,42,25,0.0005120526383994,103,0.18526992201805115
RMSprop,52,19,0.0082125443025359,87,0.08808207511901855
Adagrad,56,20,0.0073746340852308,84,0.3180932402610779
Nadam,54,28,0.0018728370978334,104,0.0801488533616066
Adam,37,22,0.0076879268158467,127,0.09230980277061462
RMSprop,48,18,0.0082379554512708,91,0.08723738044500351
RMSprop,41,27,0.009576490140554,38,0.1602412462234497
Adamax,61,19,0.0089167293246033,119,0.08339836448431015
Adam,33,24,0.0027590747291652,97,0.09888002276420593
RMSprop,34,28,0.007035740777224,102,0.08797114342451096
AdamW,63,25,0.0084899901024915,126,0.07193082571029663
Adagrad,44,20,0.0099284190494472,82,0.32238736748695374
Nadam,56,17,0.0035526123534847,46,0.06886649876832962
SGD,50,21,0.0081391389457535,81,0.4481066167354584
Adadelta,62,24,0.0097793440748475,58,1.163517951965332
Adamax,58,19,0.0032903399725871,124,0.13263294100761414
Adamax,48,20,0.007597963621766,105,0.09278403967618942
Adamax,57,23,0.007193261655977,116,0.09556162357330322
Adagrad,42,26,0.0083548226223484,124,0.3548544943332672
Adadelta,45,31,0.0054372722365631,53,1.6749039888381958
AdamW,59,25,0.0044488551433483,50,0.06872020661830902
Nadam,44,22,0.0018255437832257,116,0.09408964961767197
Nadam,41,26,0.0084595440356799,86,0.08374422043561935
Adagrad,49,17,0.0055996125457993,106,0.41093453764915466
