Name,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
SGD,39,19,0.0099213667324272,64,0.35676079988479614
Adagrad,39,28,0.0085623788962486,125,0.35868018865585327
Adamax,55,19,0.0088882608847016,91,0.07894393056631088
Nadam,63,29,0.0039605134228013,83,0.06174227595329285
AdamW,32,18,0.0050696420285105,51,0.10160254687070847
Nadam,39,26,0.0064948790618891,109,0.07657576352357864
Adamax,40,18,0.0064651561740826,48,0.10343554615974426
RMSprop,56,21,0.008014738555529,68,0.09021014720201492
Adamax,43,24,0.0060235332739464,62,0.08974093198776245
Adadelta,48,22,0.0018492686674122,64,2.209601402282715
SGD,59,23,0.0092745812929877,84,0.4064294695854187
Adam,34,19,0.0088601591316557,54,0.10138673335313797
Adam,42,24,0.0018157532327728,43,0.084441177546978
Adagrad,59,27,0.0059402273693755,42,0.31048324704170227
Nadam,59,30,0.0031213877310351,74,0.061928678303956985
AdamW,53,20,0.0026092800042549,84,0.08719991892576218
Nadam,53,23,0.0089112033900261,64,0.08534300327301025
Adam,57,28,0.0045357644263346,127,0.07150570303201675
Adamax,35,26,0.0084328605412526,91,0.09966015070676804
Adadelta,42,19,0.0092372875291095,32,0.9179892539978027
Adam,40,17,0.0092367887173354,96,0.09402111917734146
AdamW,53,19,0.0052339549734521,52,0.07725591957569122
RMSprop,62,25,0.0020495613262646,94,0.07814864814281464
Nadam,59,17,0.0024497733908044,95,0.07277945429086685
Adamax,34,18,0.004488333002167,70,0.1424110382795334
SGD,54,26,0.0056404138908189,85,0.5132416486740112
Adadelta,51,27,0.0023743769048499,50,2.074446439743042
Adagrad,38,23,0.0042263096523771,77,0.4247148633003235
Adagrad,50,28,0.009258781335531,52,0.27146029472351074
SGD,39,22,0.0040763655062396,66,0.6068782806396484
RMSprop,48,31,0.0012593931894567,112,0.10835343599319458
Adadelta,41,31,0.0097200395845853,94,1.3830668926239014
Nadam,32,19,0.0051891817636356,46,0.09611254930496216
Adadelta,39,21,0.0021523782131203,103,2.1879990100860596
Adamax,52,20,0.0048095103079845,64,0.09336862713098526
SGD,40,29,0.0054078386050724,46,0.38944095373153687
Adam,44,18,0.005533251719914,88,0.08225729316473007
SGD,50,22,0.0040653260961695,58,0.5817270278930664
Adagrad,38,22,0.0035899666326076,50,0.4125238358974457
SGD,44,17,0.0032354812242524,66,0.7282999753952026
Adam,38,30,0.0023675691103623,48,0.08622528612613678
AdamW,53,28,0.00582150636841,47,0.08138839155435562
RMSprop,57,28,0.0057109217645664,109,0.07364709675312042
SGD,34,21,0.0084692696670432,104,0.5104379057884216
AdamW,35,27,0.0049095472143113,116,0.08832430839538574
SGD,60,23,0.0027387011477194,75,0.8760730028152466
Adadelta,42,19,0.0045323057105709,112,2.0802292823791504
Nadam,32,26,0.0084754807906761,46,0.10144225507974625
SGD,54,31,0.0091425745585065,81,0.40470758080482483
AdamW,55,20,0.0053658874741029,126,0.06920590251684189
Adam,53,22,0.0096790380099421,99,0.08153091371059418
Adam,52,23,0.0091541215364059,34,0.10407084226608276
RMSprop,52,25,0.0023233738956311,86,0.08148893713951111
RMSprop,50,23,0.0047976664323523,122,0.07285324484109879
SGD,50,19,0.0059146151005913,40,0.35798338055610657
Adadelta,48,23,0.0070439872816108,37,1.2054364681243896
RMSprop,38,28,0.0010750045995514,120,0.14894311130046844
Adamax,51,19,0.0027216273297442,71,0.13250263035297394
Adagrad,55,31,0.003311487957024,117,0.5071260929107666
Adagrad,33,22,0.0028162885025941,111,0.6710932850837708
Adamax,41,22,0.0081223384120272,111,0.10279013961553574
Nadam,60,17,0.0022584239012326,72,0.0735776349902153
Nadam,51,28,0.0052773909381138,37,0.07476059347391129
SGD,42,26,0.0020834024533417,118,1.8949981927871704
SGD,59,17,0.0007822214582885,75,2.0884382724761963
Adadelta,42,21,0.0069874991374569,73,1.6670349836349487
Nadam,34,18,0.00566993446272,118,0.08635513484477997
Adamax,45,24,0.0047783016450062,115,0.11109768599271774
Adamax,44,16,0.001533148255501,36,0.1695811152458191
Adadelta,56,19,0.0086690991701813,83,1.6381785869598389
Adadelta,57,22,0.001484756973943,52,2.193096160888672
Adagrad,52,24,0.0037117940339429,55,0.3590562045574188
RMSprop,39,26,0.0019466329459558,114,0.10372606664896011
Nadam,41,27,0.0033663539036942,32,0.07449454814195633
Adam,58,18,0.0027590483178647,81,0.07155260443687439
SGD,42,28,0.006229508167315,62,0.4457736909389496
Adadelta,54,28,0.00250705124138,117,2.168246269226074
Adamax,53,31,0.0026089084534168,122,0.133640319108963
RMSprop,50,21,0.0061327366476906,43,0.10282278805971146
AdamW,43,21,0.0082825538070012,81,0.08855374157428741
Adam,51,26,0.0039139889077768,60,0.06956534832715988
Adadelta,47,19,0.009259218052803,53,1.069375991821289
AdamW,55,19,0.0031476583505032,64,0.06485618650913239
SGD,38,27,0.0085495377459295,107,0.4948129653930664
AdamW,38,21,0.005398224010476,121,0.08634224534034729
RMSprop,63,27,0.0036369605423679,110,0.06852313131093979
Nadam,56,25,0.0077256234435524,42,0.08056052029132843
Adagrad,40,18,0.0043280123263967,45,0.3581831157207489
Nadam,40,24,0.0046591844220556,44,0.08827516436576843
SGD,63,31,0.0089477657302596,96,0.4127086400985718
Adamax,47,25,0.0055999161158676,117,0.10529176145792007
SGD,39,19,0.0085817112812153,98,0.48783570528030396
Adadelta,39,24,0.0019560386876745,38,2.0922117233276367
Nadam,33,19,0.008284387621597,40,0.10821276158094406
SGD,48,28,0.0020043620695231,117,1.8627254962921143
Adam,44,26,0.0046878433137542,114,0.07262567430734634
RMSprop,33,29,0.0084363856950762,99,0.1040385365486145
SGD,32,29,0.0066087438389218,107,0.6434990167617798
Adam,44,21,0.0058391008781445,60,0.08637289702892303
Adam,52,25,0.0031396155707506,52,0.070498526096344
SGD,43,20,0.0021386456287065,86,1.3881114721298218
Adam,54,27,0.0048880371332625,117,0.07098611444234848
AdamW,44,27,0.0040918070043583,64,0.07374479621648788
RMSprop,47,24,0.0090019594762535,93,0.09365836530923843
Nadam,61,31,0.0087468701564323,84,0.07731548696756363
Adam,36,31,0.0075333550113013,69,0.09828118979930878
Adam,48,18,0.0035728674451214,55,0.07077261060476303
RMSprop,33,20,0.0006189149246309,106,0.19078923761844635
Adagrad,49,30,0.0093073054359904,43,0.25695738196372986
SGD,39,26,0.006151560365761,84,0.5281981825828552
Nadam,60,22,0.0076928743900499,50,0.07517268508672714
Nadam,42,22,0.0087520082931119,107,0.07987237721681595
AdamW,33,29,0.0071809324439909,93,0.09611723572015762
Adamax,40,27,0.0031780887780894,88,0.15295304358005524
AdamW,46,24,0.001848303205524,120,0.10241085290908813
Adam,44,27,0.0013836361500107,113,0.10846725106239319
