Name,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
RMSprop,38,26,0.0060463332411962,116,0.08509921282529831
Adadelta,58,22,0.0074688554800844,61,1.5005396604537964
Adam,42,16,0.0058761861634722,112,0.09339983761310577
RMSprop,49,31,0.0053152078993488,76,0.0834672674536705
SGD,53,18,0.0070813806868437,57,0.3911302089691162
Nadam,51,31,0.0015089817242619,40,0.07579558342695236
Adadelta,49,26,0.0046648233583818,63,1.7216123342514038
RMSprop,44,18,0.0037582884948127,32,0.09881459176540375
Adagrad,58,16,0.0027853066230936,85,0.5667593479156494
Adagrad,32,23,0.0015498365054701,119,1.305464267730713
Nadam,54,30,0.0064963283081578,117,0.06854012608528137
SGD,43,18,0.0043923011722266,41,0.43954601883888245
Nadam,43,17,0.008338945291545,106,0.07653143256902695
Adamax,57,28,0.0070688469231564,103,0.08325090259313583
Adadelta,42,22,0.004402709337002,62,1.9736144542694092
Nadam,47,31,0.0014395628879463,90,0.09803798049688339
Nadam,34,26,0.0035703944233688,90,0.09252449870109558
Adadelta,48,21,0.0092297194925971,55,1.1526670455932617
RMSprop,60,25,0.0017645872583941,115,0.09119033813476562
Adamax,51,22,0.0068024576476685,75,0.08711358159780502
SGD,33,28,0.0078122644736153,51,0.3663039803504944
RMSprop,53,31,0.0025698472694086,66,0.07461205869913101
Adamax,39,29,0.0028827528482805,70,0.13826601207256317
Adam,41,17,0.0061207863509116,98,0.08725467324256897
AdamW,63,27,0.0005031325812268,44,0.11506924778223038
Adadelta,34,29,0.0085927932030936,39,1.230190634727478
Adam,41,25,0.0083425842248342,58,0.10150408744812012
SGD,58,24,0.0088524234848025,114,0.5138795375823975
AdamW,39,22,0.0051797020547879,35,0.09091496467590332
RMSprop,54,20,0.0084969364837706,115,0.0848131850361824
SGD,39,24,0.0047581174495961,124,0.8274412155151367
Nadam,37,25,0.0074685887613966,112,0.07857076078653336
Adagrad,49,24,0.0006823859635086,51,1.3076213598251343
Adagrad,39,27,0.0048344785688648,92,0.42221060395240784
AdamW,57,26,0.0021395445227872,59,0.07134798169136047
Adadelta,37,17,0.0034473652276613,117,2.127694845199585
RMSprop,45,25,0.0001190546194156,53,0.2767060399055481
Adam,61,30,0.0006748550666713,79,0.12708412110805511
SGD,49,21,0.0053444471360304,78,0.5575002431869507
SGD,44,24,0.0006728518495147,114,2.124030590057373
AdamW,40,20,0.0068960587004553,85,0.08264108747243881
Adagrad,48,19,0.0056580089802341,105,0.3926796317100525
Adadelta,56,28,0.003946073853712,124,1.9776651859283447
Adamax,39,27,0.0023154854874503,82,0.14702792465686798
