Name,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adadelta,51,30,1.006353465633209,101,0.10200753062963486
SGD,46,26,1.002307049489239,65,0.6882580518722534
Adagrad,37,20,1.0061601203077437,93,2.3027546405792236
SGD,33,17,1.0016057731282828,49,1.6027196645736694
Adam,37,20,1.0029452558516307,113,2.346724033355713
Adagrad,58,29,1.0016800254071283,64,2.302722454071045
Adamax,52,24,1.0029690302635028,127,1.9993932247161865
SGD,44,20,1.0002479227901755,118,0.19168657064437866
Adadelta,54,19,1.0093023470593638,50,0.09414097666740417
Adadelta,33,29,1.0015706853349164,108,0.12149752676486969
Adadelta,45,24,1.0093966865403237,71,0.10132499039173126
SGD,38,18,1.002774400149765,41,1.4739974737167358
Adagrad,58,21,1.0098764081048086,45,2.3026723861694336
Adagrad,42,26,1.0071150247825447,36,2.3026981353759766
Adadelta,40,29,1.0065293216817228,113,0.11792973428964615
SGD,63,17,1.0049132626459998,59,0.2591533958911896
SGD,40,20,1.006086112522491,38,1.6407650709152222
Ftrl,62,27,1.0080726766273296,98,2.3026561737060547
Adadelta,42,31,1.008167972792307,48,0.09479710459709167
Adagrad,35,29,1.0067851482885943,76,2.0643093585968018
SGD,38,17,1.0004637378244263,104,0.33949029445648193
Adagrad,54,17,1.0064537682034889,92,2.302551746368408
SGD,43,17,1.0048740341193803,104,0.25372958183288574
Ftrl,58,23,1.0041894151653277,126,2.3026516437530518
Ftrl,39,31,1.0087043361020311,46,2.3029580116271973
Adadelta,45,26,1.0037323389326964,94,0.10443715006113052
Adadelta,43,20,1.0066437948378621,117,0.11538560688495636
SGD,47,25,1.0027342601838938,112,0.2095039039850235
Adagrad,54,24,1.0076965207570074,112,2.3023884296417236
Adadelta,34,22,1.0003537296520248,58,0.11275900900363922
Adadelta,58,21,1.0076744730390714,117,0.10350293666124344
Adagrad,57,20,1.0072150031776348,128,2.302372932434082
Adadelta,39,20,1.002754959451256,73,0.11651208996772766
Ftrl,40,18,1.0046101221317174,112,2.3027355670928955
Adamax,34,30,1.0052635003080121,81,2.0292208194732666
Adadelta,63,22,1.0008082690936844,47,0.08334454894065857
Adagrad,45,29,1.009286696236125,106,2.3026082515716553
SGD,34,20,1.0012191899520384,90,0.9105803370475769
SGD,37,25,1.001461167519576,119,0.38164588809013367
Adadelta,50,28,1.008208631598444,93,0.09446114301681519
