Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
4,24,2,21,2,63,20,1.007957,40,0.2118607610464096
0,27,3,29,2,34,22,1.003961,93,2.3033580780029297
8,18,3,20,3,32,32,1.003361,112,2.3055636882781982
8,28,1,27,3,64,19,1.004136,105,2.305333375930786
4,30,2,28,1,44,22,1.000276,107,0.5045503377914429
2,16,2,27,1,45,24,1.005725,40,13.870441436767578
8,23,3,23,3,33,20,1.004185,47,2.3065195083618164
4,25,2,25,1,53,23,1.005024,91,0.4865577816963196
6,31,2,19,1,52,16,1.003262,128,76.96893310546875
4,30,1,28,2,44,20,1.00773,108,0.3709433376789093
0,20,2,26,3,46,22,1.001539,124,2.2902095317840576
0,22,2,24,3,51,18,1.003056,108,2.3061392307281494
4,16,3,31,1,37,17,1.001904,45,0.26680848002433777
4,32,2,28,2,61,32,1.008159,75,0.27150195837020874
4,30,2,22,1,49,17,1.001534,109,0.4416764974594116
5,22,1,20,2,64,29,1.005213,126,2.3075897693634033
8,24,3,28,3,60,30,1.008357,111,2.305558681488037
0,31,2,22,2,55,17,1.002451,122,2.3022942543029785
4,16,1,30,3,54,31,1.002079,76,0.2734481990337372
3,22,2,30,1,35,25,1.002642,109,133.4188690185547
0,24,1,22,2,33,23,1.002934,84,2.303861141204834
4,21,2,29,2,37,29,1.006592,45,0.21890050172805786
4,16,3,26,3,48,29,1.005689,60,0.21660670638084412
5,18,1,25,1,36,32,1.000326,53,2.3067071437835693
4,23,2,21,2,59,22,1.002243,51,0.25487348437309265
8,24,1,31,3,37,24,1.001352,78,2.305755615234375
4,29,1,25,2,60,27,1.001569,101,0.37427571415901184
8,19,2,25,2,32,22,1.004191,69,2.305769681930542
0,32,2,26,1,39,28,1.00854,65,2.3150153160095215
8,21,2,30,1,38,24,1.006046,99,2.3056116104125977
7,19,2,19,1,38,29,1.001639,72,25.121549606323242
2,24,2,19,2,41,16,1.00124,44,244.98291015625
4,25,1,23,1,59,16,1.001123,57,0.6045108437538147
5,23,2,24,3,59,22,1.009031,47,2.306962728500366
0,30,2,21,1,35,24,1.009704,110,2.2997541427612305
4,28,2,25,2,50,32,1.000834,44,0.21391215920448303
4,17,1,28,3,63,19,1.001742,106,0.3142251670360565
4,18,2,23,3,53,29,1.008722,101,0.312084823846817
4,27,2,25,2,59,24,1.003017,110,0.34208908677101135
4,22,3,29,2,40,18,1.00821,43,0.20289070904254913
7,23,1,18,2,36,18,1.00362,36,4.918081283569336
0,30,3,29,1,62,31,1.001505,126,2.306706190109253
5,21,2,21,2,39,27,1.000399,64,2.3064393997192383
4,27,2,18,3,42,23,1.003663,38,0.2116864025592804
4,29,2,23,2,59,32,1.001704,37,0.2202674299478531
8,28,3,25,2,53,31,1.002606,110,2.3054990768432617
4,20,3,21,2,53,29,1.002985,80,0.25469478964805603
0,20,2,22,3,47,25,1.001583,57,2.305626392364502
4,26,2,17,1,35,25,1.006246,92,0.45153144001960754
0,21,1,20,2,56,25,1.009846,53,2.304696559906006
4,24,2,26,2,40,30,1.00619,118,0.35514265298843384
4,28,1,29,3,57,28,1.004749,90,0.29060155153274536
8,32,1,26,2,57,21,1.000572,126,2.304999589920044
4,16,1,24,2,62,16,1.010027,123,0.405251681804657
8,32,2,23,2,41,21,1.007228,106,2.3055450916290283
4,17,1,30,2,62,28,1.004061,49,0.2655547559261322
4,24,1,31,1,45,25,1.002329,41,0.5737006068229675
5,22,1,29,2,62,26,1.003763,86,2.305763006210327
5,22,2,28,3,46,26,1.003451,113,2.3054652214050293
0,26,2,21,2,35,20,1.006943,52,2.3048996925354004
8,21,2,29,2,38,28,1.005871,71,2.3057432174682617
4,18,1,25,2,55,21,1.007839,109,0.44836753606796265
5,24,1,24,2,57,28,1.007808,77,2.306424140930176
4,18,2,27,1,49,25,1.0007,106,0.4341951310634613
8,18,2,20,2,60,18,1.000161,125,2.3054287433624268
4,22,3,28,1,32,23,1.002591,72,0.28928977251052856
4,20,1,19,2,35,27,1.001452,123,0.5001347064971924
4,26,1,22,2,59,23,1.006013,54,0.27792900800704956
4,21,2,29,3,36,21,1.003023,47,0.22456404566764832
5,26,1,28,3,47,29,1.00237,75,2.3057055473327637
