Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
4,23,3,24,2,48,31,1.000451,116,0.3268768191337585
4,27,3,24,2,39,28,1.001796,94,0.2904719114303589
8,28,3,21,2,50,23,1.005066,40,2.306495428085327
8,30,2,22,3,59,31,1.010022,127,2.3050129413604736
4,32,2,23,1,42,23,1.001549,56,0.384632259607315
4,24,1,26,3,59,23,1.000788,52,0.2449247688055038
7,31,1,31,1,53,22,1.000656,45,27.96780014038086
4,22,2,20,1,55,17,1.00282,43,0.3368393778800964
4,22,2,27,3,58,21,1.009764,33,0.1819874197244644
0,28,3,26,1,35,31,1.003055,69,2.301729679107666
0,16,3,29,3,45,30,1.002641,117,2.305554151535034
8,31,2,24,3,45,22,1.00539,85,2.3056349754333496
8,28,1,16,3,42,29,1.005415,68,2.305800199508667
4,32,1,31,1,62,24,1.006819,94,0.6219784617424011
4,19,2,25,2,60,25,1.00372,39,0.205107644200325
5,24,2,21,3,45,29,1.007014,44,2.48721694946289
4,19,1,25,2,64,25,1.002551,86,0.3189268112182617
3,25,2,21,2,34,19,1.006492,100,557.94140625
4,21,1,25,2,45,28,1.007508,123,0.4338382184505462
8,22,1,22,2,34,18,1.008436,97,2.306146144866944
0,27,2,23,2,40,24,1.007638,117,2.299452066421509
5,16,1,17,3,38,30,1.004519,86,2.3060085773468018
4,27,2,30,2,40,18,1.008005,102,0.3380623757839203
4,31,2,29,3,47,21,1.003638,96,0.287250816822052
4,21,2,31,3,40,19,1.003999,96,0.2895050644874573
4,30,2,22,2,47,18,1.007206,43,0.2309070974588394
8,20,2,31,2,40,17,1.007131,105,2.30545425415039
8,26,3,20,1,36,29,1.008201,54,2.306333303451538
4,21,2,29,2,35,18,1.001176,56,0.2722245752811432
0,28,1,18,1,53,19,1.009107,112,2.301647424697876
0,25,2,19,3,57,21,1.004326,118,2.303106546401977
0,21,2,29,2,63,24,1.00567,60,2.306755781173706
5,31,2,31,2,58,21,1.004052,66,2.3068478107452397
4,23,2,29,3,64,20,1.008299,48,0.2087283134460449
6,18,1,30,1,63,22,1.003423,98,114.00141143798828
4,20,1,30,2,41,18,1.003501,54,0.2889074087142944
5,27,3,28,1,50,20,1.000484,65,2.309325695037842
4,31,3,19,2,47,25,1.009229,44,0.2193357944488525
4,21,1,31,3,45,16,1.001959,96,0.3349369168281555
4,20,2,29,2,64,27,1.004823,114,0.3269690573215484
4,30,1,26,1,34,21,1.007971,94,0.6778947114944458
4,21,2,26,2,33,24,1.000764,113,0.3572596311569214
