Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
4,22,2,32,2,46,29,1.00141,80,0.2715921401977539
0,28,2,30,2,61,30,1.00672,77,2.30997896194458
8,22,3,16,1,61,28,1.008444,43,2.3064708709716797
5,25,1,23,1,45,26,1.004786,38,2.3072409629821777
4,27,3,18,2,38,28,1.008617,120,0.3256990313529968
5,28,1,27,2,35,32,1.002041,48,2.3068559169769287
4,29,2,27,2,59,31,1.007355,42,0.20361153781414032
0,17,2,29,1,42,32,1.006537,126,2.299034595489502
4,23,2,19,2,40,27,1.001456,62,0.2666752338409424
0,18,2,18,3,47,25,1.009384,70,2.302726984024048
8,20,2,20,2,52,25,1.00466,101,2.3051958084106445
4,21,1,31,2,40,19,1.007818,86,0.3455962538719177
4,28,1,26,1,51,21,1.00403,55,0.5250728726387024
0,25,2,26,2,62,19,1.000635,59,2.303736925125122
5,16,2,29,2,46,17,1.003503,60,2.3065569400787354
8,25,2,31,1,37,23,1.000111,88,2.3054466247558594
4,26,3,24,2,63,23,1.008764,48,0.20686060190200806
0,30,2,20,2,48,17,1.007673,111,2.2967514991760254
0,30,1,29,2,51,21,1.00744,78,2.303633451461792
8,28,2,30,2,46,18,1.004097,51,2.3060145378112793
0,21,2,22,2,35,24,1.002666,99,2.2994565963745117
0,23,3,22,2,36,18,1.003913,97,2.305154323577881
0,20,2,26,1,39,19,1.00834,88,2.303849697113037
4,26,3,18,2,33,26,1.009688,126,0.35707104206085205
0,25,3,28,2,36,31,1.00409,104,2.260464668273926
0,29,3,22,1,32,31,1.006993,68,2.3041720390319824
0,23,2,19,3,42,17,1.00468,90,2.306509256362915
4,22,1,24,3,43,28,1.00902,121,0.3431425094604492
5,29,2,30,2,51,21,1.007743,92,2.3060495853424072
0,17,2,21,2,49,30,1.001154,114,2.2902204990386963
8,22,3,32,2,58,20,1.005962,64,2.3062729835510254
4,28,3,19,1,34,25,1.005565,78,0.349703848361969
4,29,3,20,2,59,31,1.003323,43,0.19831806421279907
0,20,3,29,3,42,27,1.00625,77,2.28997802734375
4,29,3,16,2,33,27,1.006436,71,0.265815794467926
4,30,2,30,2,54,19,1.005128,63,0.25863951444625854
4,20,1,18,3,55,20,1.007937,53,0.2771485447883606
4,28,3,22,2,57,24,1.008934,117,0.32211270928382874
8,25,3,19,2,54,17,1.008598,120,2.305262327194214
4,30,2,30,3,39,28,1.009518,34,0.18922273814678192
4,19,1,31,3,47,26,1.000228,98,0.3027937710285187
4,25,3,18,2,33,26,1.001942,88,0.302291601896286
4,30,2,28,1,32,22,1.002781,81,0.4255932569503784
0,19,3,29,2,61,26,1.004965,52,2.304194688796997
8,31,3,26,2,44,31,1.007779,36,2.306657075881958
4,21,3,28,3,44,29,1.006076,39,0.1751878410577774
4,25,3,21,1,40,23,1.00372,34,0.23124326765537262
4,24,3,19,2,54,17,1.002013,47,0.23847495019435883
4,17,2,22,2,41,22,1.008303,73,0.31041204929351807
8,31,3,31,3,50,22,1.00957,89,2.3057620525360107
0,16,2,29,3,37,23,1.001103,85,2.302793264389038
4,31,3,20,3,37,18,1.006106,61,0.26953551173210144
4,20,3,21,1,42,28,1.009211,56,0.2571798264980316
8,32,2,24,2,40,29,1.005265,126,2.3051507472991943
2,16,2,18,3,51,28,1.00537,103,247.50863647460938
4,18,2,23,2,43,29,1.009485,55,0.24585837125778198
4,20,2,16,3,32,29,1.00561,110,0.36819618940353394
4,21,1,30,2,53,20,1.002368,49,0.27126023173332214
4,17,2,29,1,37,32,1.000965,107,0.5124683976173401
4,25,1,18,2,44,29,1.002681,101,0.37985339760780334
4,24,3,23,1,36,23,1.008389,126,0.4114643633365631
4,17,2,24,1,61,23,1.000273,65,0.3368452191352844
8,24,3,16,3,38,17,1.003108,108,2.3054590225219727
0,26,3,25,2,47,27,1.001969,75,2.304985761642456
0,20,1,23,2,63,25,1.005119,99,2.303689479827881
0,30,3,18,2,57,19,1.005692,46,2.3083837032318115
5,17,1,23,2,53,26,1.00187,42,2.306290626525879
4,27,3,28,3,33,29,1.002321,79,0.2623530328273773
0,19,2,20,2,39,24,1.00713,85,2.3053345680236816
4,21,2,23,2,55,18,1.003305,96,0.34124481678009033
0,26,1,17,2,33,27,1.0054,89,2.30210280418396
5,25,2,18,1,41,27,1.001085,114,2.307236909866333
0,24,1,21,2,37,27,1.006252,96,2.306084394454956
0,20,1,18,2,59,27,1.00267,113,2.2931385040283203
4,27,3,26,1,34,30,1.002703,91,0.34791311621665955
8,31,2,23,2,43,27,1.004621,124,2.30533504486084
5,29,1,30,3,38,31,1.003948,59,2.306874990463257
4,23,3,28,2,60,32,1.006704,95,0.2912624478340149
8,30,3,26,2,62,31,1.00906,118,2.305551052093506
0,27,2,18,2,38,21,1.008775,64,2.3042705059051514
4,19,3,19,2,59,24,1.002639,32,0.19413746893405914
0,16,3,29,2,32,24,1.004827,78,1.942266821861267
0,26,2,19,2,57,25,1.008824,121,2.303544521331787
4,16,1,30,2,45,26,1.006146,34,0.2395102083683014
4,27,2,20,1,48,17,1.007621,46,0.2897135615348816
