Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
4,21,1,16,1,35,19,1.003129,69,0.24888969957828522
4,19,3,19,1,32,29,1.009219,112,0.05625496059656143
0,21,1,21,2,34,27,1.002659,119,2.3032052516937256
4,18,1,28,2,62,21,1.006486,42,0.05746782571077347
5,16,3,28,2,54,22,1.006296,85,2.3027141094207764
4,27,3,21,3,54,23,1.00262,37,0.02503051795065403
8,20,1,28,3,40,31,1.000219,40,2.3026721477508545
8,29,2,27,2,34,20,1.008563,127,2.3024280071258545
8,23,2,24,2,59,24,1.01003,88,2.3026936054229736
8,28,1,30,2,37,26,1.00987,98,2.3025853633880615
0,25,2,28,1,61,24,1.002618,122,2.3030948638916016
4,21,3,29,2,34,26,1.008888,35,0.02916479855775833
5,19,1,31,2,59,30,1.000636,91,2.302480936050415
8,20,3,17,2,39,24,1.005446,109,2.3026530742645264
0,27,3,20,1,63,16,1.005962,51,2.30596661567688
4,31,2,26,2,63,31,1.005655,85,0.034960296005010605
7,23,2,17,3,58,30,1.003575,119,2.327537775039673
5,25,2,19,1,51,17,1.001889,112,2.302672863006592
5,23,2,25,1,32,30,1.001793,96,2.30277156829834
4,32,2,30,2,33,27,1.008751,42,0.03542355075478554
0,17,3,27,3,62,20,1.002881,101,2.303586006164551
0,27,2,17,3,57,26,1.006381,87,2.3038341999053955
4,24,2,19,3,45,19,1.003603,80,0.03987834230065346
4,31,1,20,2,54,17,1.005699,92,0.06493300199508667
4,16,1,28,3,62,19,1.004943,122,0.05395393818616867
8,27,2,31,2,46,28,1.004705,64,2.3027596473693848
5,27,2,17,2,63,32,1.008399,124,2.3027052879333496
4,28,3,25,2,40,20,1.006963,49,0.031889643520116806
8,19,2,18,2,51,17,1.004152,51,2.3026270866394043
6,23,2,23,2,46,24,1.008422,76,2.3270421028137207
0,21,2,23,3,50,31,1.00269,61,2.304992198944092
4,27,1,24,1,39,28,1.000353,84,0.34907838702201843
4,27,3,23,2,33,20,1.007256,34,0.03261708468198776
8,30,3,30,3,50,22,1.007035,120,2.302644729614258
5,24,2,22,3,64,26,1.0023,93,2.302701234817505
4,18,2,19,2,56,20,1.004507,101,0.04129413887858391
5,21,3,31,3,35,29,1.001619,41,2.302649736404419
8,19,1,29,2,56,18,1.004468,87,2.3025336265563965
4,21,2,26,3,50,17,1.002687,95,0.03620954602956772
4,22,2,24,3,63,31,1.003297,108,0.037714630365371704
8,25,1,31,2,54,32,1.006349,87,2.3024609088897705
4,24,2,20,1,47,26,1.004807,104,0.0561956986784935
5,19,2,22,1,44,25,1.000541,46,2.302746057510376
5,18,2,21,1,52,18,1.008984,54,2.3025662899017334
5,19,3,30,1,59,19,1.007038,44,2.302753210067749
4,27,3,24,1,54,21,1.008101,35,0.03216787055134773
6,25,2,30,1,60,31,1.001362,104,2.3260464668273926
4,20,2,27,1,49,17,1.00447,76,0.054839130491018295
8,20,3,20,2,56,20,1.009418,112,2.3026509284973145
4,22,1,29,2,60,26,1.009912,83,0.0552908219397068
4,27,3,26,2,53,17,1.001804,69,0.02953779697418213
5,20,1,20,1,43,17,1.007894,45,2.3025941848754883
5,21,2,20,3,46,25,1.007225,85,2.3026621341705322
