Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adagrad,22,2,21,1,34,29,0.000134821061016,125,2.2791240215301514
AdamW,31,2,25,1,40,31,0.009136726970345,99,0.061756961047649384
AdamW,30,2,28,1,55,23,0.0092636049056039,34,0.08266454190015793
AdamW,20,1,19,2,56,29,0.0008933583747352,40,0.06983857601881027
SGD,24,1,16,1,42,25,0.0077378803322471,66,0.42443838715553284
Adam,29,2,18,2,57,20,0.0042453704702382,115,0.033605244010686874
SGD,27,2,21,1,54,28,0.0033852915870755,64,0.4321574866771698
Adam,25,1,25,2,37,19,0.0046731909269675,108,0.06580502539873123
Adagrad,18,1,29,1,50,19,0.0071722722247257,81,0.4222840368747711
SGD,17,2,23,1,56,20,0.006382016477372,84,0.4211799204349518
Adadelta,28,2,23,2,55,23,0.0059721420835321,85,1.4524545669555664
Adadelta,25,2,19,2,58,23,0.0095844931190648,116,0.7161462306976318
Nadam,28,1,16,2,54,16,0.0025646694028925,59,0.06664645671844482
Adadelta,18,1,17,1,44,16,0.0033275131041819,76,2.159590244293213
SGD,31,1,22,2,40,18,0.0072797222372054,119,0.3679870367050171
Adagrad,22,1,30,2,47,28,0.0020854185847428,113,0.4691677987575531
Adagrad,20,2,28,2,41,27,0.0089140299956464,42,0.10398691147565842
Nadam,21,2,25,2,34,30,0.0089376423831034,85,0.043914489448070526
Nadam,22,1,30,2,43,21,0.0061847098317213,103,0.05802225321531296
Adagrad,22,1,25,1,41,20,0.0099936836631512,44,0.2978278398513794
Adam,31,1,23,1,38,30,0.0092862912753779,115,0.3390483260154724
AdamW,23,2,18,1,54,28,0.0015833978565928,62,0.04939648509025574
Adadelta,24,1,29,1,54,24,0.0008817052100303,78,2.250922918319702
Adamax,26,1,28,1,32,22,0.0083449582959883,57,0.2275034636259079
Adam,23,1,28,1,36,29,0.0034499638627055,55,0.21848854422569275
Adamax,28,2,18,2,33,17,0.0093326335168004,84,0.04241999611258507
Nadam,17,1,18,1,50,20,0.0020049438104958,97,0.34600546956062317
AdamW,29,2,17,1,36,25,0.0032318908470671,103,0.05430969223380089
RMSprop,30,1,26,1,50,25,0.0023243876011817,70,0.21685214340686798
Adadelta,27,1,20,2,63,25,0.0072867605795528,103,1.0762795209884644
Adamax,30,1,28,2,57,29,0.0091036719096512,109,0.06894141435623169
Nadam,23,1,25,1,42,27,0.0088147082149323,100,0.29666686058044434
Adadelta,27,1,22,1,54,27,0.0071923664063942,75,1.2460649013519287
SGD,19,2,18,1,34,21,0.0020474572052597,65,1.1913199424743652
Nadam,29,2,17,2,32,25,0.0074852620121436,43,0.05206742510199547
SGD,28,2,30,1,63,31,0.0070093361774337,126,0.4363313615322113
Adadelta,27,2,26,2,60,23,0.0093082951085546,57,0.5908688902854919
Adadelta,31,1,28,1,32,22,0.0050809669374981,122,2.0232574939727783
Adagrad,24,2,21,1,40,29,0.0067366531703898,58,0.30037662386894226
Adam,17,2,26,2,60,18,0.0093382571241768,115,0.038575250655412674
AdamW,18,1,27,2,33,20,0.0088554136395124,122,0.07516875863075256
SGD,23,2,29,2,50,19,0.0003341256688392,78,2.2284061908721924
Adadelta,16,1,27,2,50,31,0.0061325570980811,63,0.9744106531143188
Adadelta,26,2,26,1,47,19,0.0083335377901033,114,1.2178889513015747
Adam,18,1,25,2,54,16,0.0020577808950445,54,0.07472819089889526
SGD,21,2,23,2,48,26,0.0071669507786111,115,0.3010137379169464
Adamax,16,2,30,2,61,17,0.0013576511957223,121,0.06948385387659073
Adamax,20,2,27,2,55,16,0.0044907908434062,77,0.041572969406843185
Adadelta,18,1,20,1,41,29,0.0076980902161924,73,1.3266401290893555
AdamW,16,2,28,2,61,23,0.0097396425016192,72,0.043716948479413986
Adam,28,1,21,2,47,23,0.0006219543242458,75,0.09798774868249893
