Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Nadam,25,1,19,1,52,17,0.0026813009796981,127,0.19340595602989197
Adamax,22,1,18,1,44,25,0.0090408559179938,35,0.2597624659538269
Adamax,24,2,24,2,42,20,0.0052053872370849,45,0.03668873384594917
RMSprop,29,1,24,2,47,18,0.0081102312433485,68,0.0811757892370224
Adadelta,28,2,25,1,44,31,0.0094958068285894,113,1.1082652807235718
Nadam,20,2,21,2,53,21,0.0093937787584488,59,0.04948558285832405
Nadam,18,2,28,2,42,29,0.0057730011226456,108,0.030949879437685013
SGD,16,1,23,1,39,22,0.0040496497881676,67,0.5540627241134644
Adam,26,1,25,2,58,24,0.0030871064185872,49,0.06403452157974243
Adadelta,18,2,28,1,38,23,0.0072227424236133,116,1.5765554904937744
AdamW,18,1,18,1,45,21,0.0026178776383122,44,0.2727181017398834
Adadelta,20,1,26,2,32,18,0.008151654152659,96,1.1558934450149536
AdamW,20,2,18,2,57,28,0.007463589312567,113,0.04079441353678703
Nadam,30,1,24,2,55,16,0.0001215795582369,54,0.1614677608013153
Adadelta,31,1,27,2,62,21,0.0063545079920937,61,0.9669815897941589
Adamax,31,1,23,2,51,23,0.0045102229717629,66,0.07290986180305481
Adamax,31,2,21,1,39,25,0.0030468268146335,89,0.07682810723781586
Adam,22,2,26,2,44,18,0.0053189151062506,68,0.0365503765642643
RMSprop,27,1,18,1,42,29,0.0027249100061657,81,0.3281189203262329
Adamax,19,2,26,1,36,20,0.0088453248371529,55,0.0427570603787899
Adam,26,1,23,1,35,28,0.0047599723382447,48,0.21051156520843506
Adadelta,22,1,28,2,37,25,0.0082585362554217,68,0.8452268242835999
Adamax,26,1,19,1,46,24,0.0039737211749143,68,0.2586073875427246
Adamax,29,1,21,2,36,30,0.0087116335842821,79,0.06885015219449997
Nadam,17,2,19,1,54,26,0.0067690666326719,101,0.04590993747115135
Adadelta,25,2,17,1,42,25,0.0050219054370572,48,1.5676935911178589
RMSprop,29,2,24,1,51,27,0.0092973486329285,96,0.06498115509748459
Adamax,27,1,28,1,63,24,0.0022367033703884,92,0.27833032608032227
Adamax,23,1,19,2,58,24,0.0041301940164885,51,0.06501735001802444
Adadelta,29,1,24,2,38,24,0.0004204636642159,127,2.302510976791382
Adadelta,30,1,18,1,41,24,0.0042196231247146,38,1.7906509637832642
Adadelta,26,2,18,1,61,29,0.0053469860952183,53,1.4585291147232056
Adadelta,26,2,25,1,35,29,0.0084612042674923,71,1.246163249015808
RMSprop,17,1,30,1,62,27,0.0002455402817761,87,0.3549519181251526
Adamax,18,2,31,1,40,30,0.0057946107809968,102,0.06293214857578278
RMSprop,17,1,21,2,62,31,0.0023698059762092,66,0.05417356267571449
Nadam,18,1,27,1,61,29,0.0044286131187413,122,0.3012101948261261
RMSprop,27,2,25,2,32,21,0.0034948253915505,73,0.03908872976899147
Adamax,20,1,19,2,44,31,0.0072446973309021,47,0.06677296757698059
Adagrad,21,1,26,2,39,20,0.001940799615138,74,0.4719201624393463
AdamW,27,1,27,1,45,17,0.0062800352007483,105,0.23373834788799286
Adadelta,23,2,26,2,51,25,0.0047489248945331,75,1.570759654045105
Adamax,30,2,17,2,59,24,0.0097011385419677,89,0.033518802374601364
SGD,24,2,16,2,60,17,0.0028932950163539,107,0.5184808373451233
Adamax,21,2,16,1,52,20,0.0095306791397578,61,0.055247899144887924
SGD,27,2,22,2,32,22,0.0013659593936421,33,0.3889431357383728
SGD,16,2,20,2,46,17,0.0007152673799189,121,2.27057147026062
SGD,26,2,26,2,56,17,0.0062349907723986,88,0.3076678514480591
Nadam,18,1,24,1,36,20,0.0033684977338035,44,0.2630261480808258
Adamax,17,2,28,1,49,26,0.0013849329784455,108,0.12826646864414215
RMSprop,22,2,16,1,55,31,0.0025717454010517,40,0.04771227762103081
SGD,16,1,26,1,48,26,0.0075013537616792,89,0.5179543495178223
Adadelta,29,1,19,2,40,30,0.0037677162594324,45,1.9116644859313965
Adamax,20,2,29,1,54,28,0.0073414428400598,102,0.04740248993039131
Adadelta,30,1,19,2,42,17,0.0065341827422149,82,1.4149837493896484
Adagrad,30,1,27,2,42,20,0.0087873689301102,120,0.22070443630218506
Adagrad,20,2,30,2,35,25,0.0002893518477791,106,2.2570135593414307
Adadelta,19,1,18,2,41,27,0.0058295147346621,32,1.0323749780654907
Adadelta,29,1,16,2,40,17,0.0017456112689053,113,2.2458765506744385
Adamax,21,2,22,2,46,26,0.0007987186860327,94,0.10185810178518295
RMSprop,17,2,22,2,38,19,0.0015552675060077,44,0.04050755873322487
Adadelta,31,1,20,1,32,26,0.0083942725542804,94,1.661275029182434
Adamax,24,1,16,2,38,29,0.0048830552686346,39,0.07858230918645859
AdamW,26,2,25,2,34,26,0.0025644856741953,39,0.03902570530772209
SGD,29,2,29,2,60,26,0.0017266079233349,117,0.7437743544578552
Nadam,21,2,31,2,62,23,0.0052862343868464,69,0.03464881330728531
Adamax,17,2,26,1,63,24,0.0080911731125554,68,0.042654044926166534
Adam,16,2,23,1,57,22,0.0092815517594488,120,0.05555623769760132
SGD,18,1,16,1,40,28,0.0015025651265581,44,0.7077396512031555
Nadam,23,2,20,2,50,30,0.0027342203832421,118,0.03394158557057381
Adam,27,1,31,2,55,31,0.0039278601069694,97,0.0606851689517498
Adadelta,25,1,31,1,56,29,0.0099637324370452,85,0.8980583548545837
SGD,18,1,16,2,56,24,0.0030958279851649,49,0.35106006264686584
Adam,16,2,22,2,60,28,0.0001176752667016,122,0.14583754539489746
Nadam,18,1,31,2,40,17,0.0081143738783334,91,0.060988057404756546
Adam,23,1,18,1,32,31,0.0004227729549344,73,0.3236909508705139
Adam,29,1,31,1,61,26,0.0083148970900911,39,0.3151196241378784
Adagrad,29,1,19,2,61,22,0.0094348395679095,96,0.19822408258914948
AdamW,21,1,23,1,43,24,0.0097825534431314,51,0.26922351121902466
Adamax,21,1,25,2,32,28,0.0089102318800699,38,0.06681355088949203
RMSprop,31,1,17,2,56,20,0.0007479858613682,111,0.08528140932321548
SGD,31,1,26,2,63,18,0.0032621307998741,33,0.25598934292793274
Adamax,24,2,30,1,52,27,0.0052648312198409,88,0.04698852822184563
Adamax,26,2,28,1,44,18,0.0034561766357043,68,0.05727322772145271
Adadelta,27,1,26,2,55,24,0.0061584032592703,54,0.9731878638267517
Adadelta,17,2,29,2,41,25,0.0071638547218553,68,0.8192554712295532
RMSprop,31,1,21,1,46,18,0.0098947073718691,66,0.3588354289531708
Adadelta,19,1,30,2,46,24,0.0027816941039145,67,2.043164014816284
RMSprop,26,2,21,1,35,22,0.0004734616521205,96,0.10498356074094772
RMSprop,18,1,26,2,33,24,0.0057591018650816,40,0.0816267654299736
Adam,31,2,28,1,63,21,0.0095469318201525,32,0.08048694580793381
Adam,18,1,18,2,37,17,0.0065514045564802,85,0.07296089082956314
Adadelta,25,1,27,2,44,25,0.0074639608856333,74,0.9044948816299438
Adadelta,19,2,20,2,40,20,0.0091183129835671,84,0.8037501573562622
SGD,31,1,27,2,45,27,0.0008669853173625,60,1.202818512916565
SGD,30,1,21,1,48,30,0.0047454461169742,76,0.528719961643219
SGD,30,2,28,2,51,20,0.0022646431603294,119,0.5913939476013184
SGD,25,2,23,1,57,31,0.00887064786664,43,0.2474793940782547
Adagrad,16,2,19,2,51,16,0.0038020172677848,47,0.24440908432006836
Adam,29,2,22,2,54,20,0.0049701579003269,108,0.037317290902137756
Adamax,21,2,20,2,57,18,0.0028848994074389,107,0.06066986545920372
RMSprop,16,2,18,2,42,24,0.003927038776609,95,0.03365786001086235
Nadam,18,1,16,1,36,17,0.0083186361506296,82,0.2643648684024811
Adadelta,28,2,28,1,42,16,0.0024006083243272,48,2.2124741077423096
SGD,21,2,29,2,49,20,0.0054647847127152,127,0.3442865014076233
SGD,27,1,17,2,38,18,0.0045068112088267,78,0.3974255621433258
AdamW,28,2,31,2,43,22,0.004489167534965,93,0.030941592529416084
Nadam,20,1,30,1,42,28,0.0028831964302965,79,0.24783310294151306
Nadam,26,2,18,2,57,23,0.0034447113566097,108,0.032891228795051575
Nadam,17,2,22,1,40,30,0.0058730701486964,85,0.048306576907634735
Adadelta,16,1,22,1,58,20,0.0076518344638056,101,1.553977370262146
Adamax,25,1,23,1,60,30,0.0003283903647315,101,0.4212508797645569
Nadam,23,1,22,2,61,23,0.0060323833776948,123,0.053351420909166336
SGD,23,2,19,1,58,16,0.0028654783576925,121,0.7331695556640625
Adam,20,1,18,1,43,26,0.0039030392216184,40,0.20064686238765717
Adagrad,23,1,28,1,37,25,0.0081726107630447,121,0.44529658555984497
RMSprop,31,2,20,2,54,19,0.0016694234797793,118,0.03868458420038223
Nadam,18,1,16,2,37,30,0.0091105328863897,83,0.07812582701444626
Nadam,22,1,18,2,52,27,0.0063498901675107,71,0.05977555364370346
Nadam,16,1,27,2,50,18,0.0099471275156773,118,0.058707498013973236
AdamW,23,2,23,1,33,16,0.0025965182203843,82,0.06517354398965836
Adamax,21,1,20,1,62,19,0.0029725482925941,61,0.2557276785373688
AdamW,20,1,24,2,59,23,0.0070282241690373,116,0.058936845511198044
Adadelta,20,2,21,1,50,25,0.0061021272633162,32,1.0599241256713867
AdamW,24,2,17,1,39,30,0.0037793550586908,66,0.04882257059216499
SGD,20,1,20,1,42,16,0.0084888718677782,62,0.44421952962875366
Adamax,29,1,29,1,49,31,0.0034116998080816,105,0.222958505153656
Adadelta,20,2,29,1,34,24,0.0035525937591655,60,2.12353777885437
