Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adagrad,29,2,21,2,52,18,0.0026954401858193,81,0.27201300859451294
Adadelta,25,2,22,2,60,30,0.0045480144911442,78,1.6200225353240967
SGD,18,2,25,1,57,25,0.0026170257152002,117,0.6844016313552856
Adamax,16,1,29,2,57,30,0.0007137179206075,115,0.15309743583202362
RMSprop,30,2,30,2,61,25,0.0087775343531347,95,0.04943016916513443
Adam,22,2,25,1,50,28,0.0079155161424984,46,0.0677463561296463
Adadelta,21,2,24,2,55,20,0.0031063746431152,111,1.947752594947815
RMSprop,17,1,19,2,51,18,0.0023328712447727,66,0.06366399675607681
Adadelta,23,1,18,2,32,18,0.00748827716749,123,2.1325790882110596
Adam,27,1,23,1,51,18,0.0035216384670632,107,0.25982534885406494
SGD,18,2,23,2,34,28,0.0004642454024701,64,2.241697311401367
AdamW,30,2,18,2,62,30,0.0031245192714058,94,0.03129565343260765
SGD,24,1,28,2,42,29,0.0001667567985506,83,2.278961181640625
AdamW,16,1,19,2,52,23,0.0028012649257,97,0.06845076382160187
Nadam,27,1,28,1,39,24,0.0015805762162995,53,0.24707292020320892
SGD,20,1,23,1,37,26,0.0070163178914042,34,0.36533740162849426
Adadelta,28,1,29,2,60,25,0.0074112632199368,103,0.8101674318313599
RMSprop,31,2,28,1,60,16,0.0007406890776955,72,0.06433450430631638
Adam,29,1,22,1,39,28,0.0036415386778901,127,0.2632950246334076
Adagrad,23,2,25,1,39,18,0.0060650792650562,52,0.30552738904953003
SGD,29,1,20,1,53,16,0.0065109647733445,39,0.4337754249572754
AdamW,23,2,24,2,33,17,0.0008041040468085,36,0.05013350397348404
SGD,23,1,16,1,54,23,0.0008493437687211,49,1.5539947748184204
Adamax,21,1,29,2,35,31,0.0046124686700623,65,0.0749826654791832
Adagrad,17,1,18,2,58,28,0.0006370944515081,74,1.9590322971343994
AdamW,22,1,22,2,52,23,0.0066070718735868,108,0.056292977184057236
SGD,25,1,24,1,57,26,0.0027573237826868,52,0.5475346446037292
RMSprop,16,2,24,2,54,16,0.0089200033479366,109,0.047149162739515305
Adadelta,27,1,20,1,58,18,0.0052983246227571,38,1.405297040939331
AdamW,27,1,24,2,63,23,0.0039204971640617,61,0.05407477915287018
SGD,26,2,25,2,56,22,0.0093687942885503,38,0.10912996530532837
Adamax,26,1,27,1,42,30,0.0096499186646242,37,0.27328428626060486
Adam,20,2,17,2,54,22,0.000511498391493,122,0.08452722430229187
Adadelta,23,1,28,1,44,21,0.0009455144689164,98,2.2589199542999268
Adam,31,2,24,2,60,24,0.0089152445659015,73,0.04602533206343651
Adam,28,1,19,1,34,26,0.0026067291469649,41,0.2639505863189697
AdamW,22,2,28,1,34,25,0.0065193784743045,38,0.0688495934009552
Nadam,31,2,25,2,39,18,0.0043684086968137,52,0.03724454343318939
Adagrad,24,1,29,1,40,16,0.0011191895220974,73,1.2199395895004272
RMSprop,16,1,17,1,49,23,0.0045353922795599,75,0.30787965655326843
Adagrad,20,2,21,2,40,26,0.0077196778973191,53,0.14109525084495544
Nadam,29,2,31,2,38,22,0.0052490673623461,42,0.03624297305941582
Adagrad,29,2,27,1,61,29,0.0010301916084479,62,0.8941090703010559
SGD,23,1,27,2,62,18,0.0036300148017158,112,0.5405763387680054
SGD,20,2,26,2,63,21,0.0080499516126253,126,0.2617496848106384
SGD,28,1,25,2,33,23,0.0040908924473989,105,0.4550950825214386
SGD,19,2,16,2,43,21,0.0023515401671762,45,0.34054285287857056
SGD,31,1,17,2,41,19,0.009755889085425,78,0.2715197503566742
AdamW,30,2,23,2,61,22,0.0075699776063651,105,0.03684629872441292
Adagrad,22,1,24,2,47,24,0.0098512202955247,89,0.17573891580104828
Adagrad,28,2,24,2,48,17,0.0066298670438938,43,0.13824035227298737
RMSprop,16,1,18,2,41,27,0.0007834900665285,69,0.09103579819202423
Nadam,25,2,26,2,55,29,0.0035027194664506,82,0.02881733514368534
RMSprop,18,1,27,2,61,17,0.0010059403711343,48,0.06339598447084427
AdamW,23,2,25,1,58,22,0.0083031097424227,79,0.048296838998794556
Nadam,17,2,20,1,51,28,0.0008972493396079,89,0.08003554493188858
AdamW,19,2,22,1,54,21,0.0062210730893738,104,0.04910425841808319
RMSprop,28,1,24,2,57,24,0.0076631022086187,99,0.06379544734954834
Adam,21,1,23,2,56,26,0.008796073031107,74,0.06724008172750473
AdamW,20,1,27,2,34,19,0.0019724477544357,125,0.07512489706277847
Adagrad,27,1,17,2,37,18,0.00131339247645,77,0.6888038516044617
SGD,17,2,23,2,35,23,0.0062920629726392,65,0.2639836072921753
Nadam,28,1,18,1,42,18,0.009074884103268,43,0.33406925201416016
Adadelta,25,1,31,1,47,23,0.0067384265554885,40,1.3025351762771606
Adagrad,21,1,22,1,49,20,0.0018678010593301,63,0.6395822763442993
AdamW,25,2,30,2,39,16,0.0075554373941247,46,0.04853393882513046
SGD,16,2,21,1,44,17,0.0069337109013193,51,0.34601345658302307
SGD,16,2,17,1,43,30,0.0061297287127842,45,0.3240088224411011
Adadelta,29,2,30,2,34,26,0.0011056759516297,41,2.196002244949341
Adamax,18,2,22,1,55,31,0.0020960606811233,122,0.08649983257055283
RMSprop,18,2,20,1,51,26,0.0007826174954461,121,0.07792866230010986
SGD,16,2,28,1,45,22,0.0049421642990093,45,0.34957292675971985
SGD,26,1,29,1,60,30,0.0018013398229438,120,1.9870585203170776
RMSprop,17,2,24,1,63,22,0.0085091694238493,123,0.053831081837415695
Adagrad,27,1,21,2,59,17,0.0050423585714855,89,0.2961897552013397
Nadam,28,2,19,2,51,31,0.0056033502473672,108,0.03268469125032425
Adam,28,2,27,1,62,28,0.0011866551969047,86,0.0584295280277729
Nadam,18,1,27,1,47,28,0.0036658252428853,91,0.23126329481601715
Adagrad,25,2,29,2,40,26,0.0007959524241353,116,1.7525821924209595
Adagrad,31,2,30,2,48,29,0.0030895371157751,76,0.24407754838466644
AdamW,17,1,23,2,52,27,0.0066237228068923,46,0.06762518733739853
RMSprop,26,1,21,2,50,25,0.0041237810252819,103,0.05575045943260193
Adam,23,2,18,1,41,28,0.0056149051371679,57,0.05370927229523659
Adamax,28,2,27,1,50,20,0.0090343323972182,57,0.043134525418281555
Nadam,28,1,31,2,41,26,0.0028387678664992,126,0.06515950709581375
Adam,23,2,19,2,41,27,0.002935438270597,65,0.039827145636081696
Nadam,20,1,19,1,44,21,0.0091830096343596,68,0.20134557783603668
SGD,21,1,19,1,62,25,0.0086972406621066,34,0.37531158328056335
Adamax,26,1,21,1,60,21,0.0085598056781991,113,0.21634778380393982
SGD,18,1,27,2,63,17,0.0050006919673241,33,0.17894312739372253
Adamax,30,2,24,1,37,26,0.006618041389241,53,0.047955915331840515
Adagrad,16,1,31,1,37,25,0.0003104846554226,42,1.8235282897949219
RMSprop,25,2,28,1,47,19,0.0047364077693054,104,0.044954050332307816
AdamW,31,1,17,2,38,25,0.0016465042878415,70,0.08072419464588165
Adagrad,29,1,21,2,47,29,0.0001943082214178,54,2.2362189292907715
RMSprop,30,2,29,1,42,29,0.0085055409483487,52,0.0869750902056694
Adam,16,1,21,1,60,25,0.0007917269138895,58,0.256276935338974
SGD,16,2,20,1,62,31,0.006103686943982,126,0.44563308358192444
Nadam,31,2,23,2,52,19,0.0072318470443524,74,0.03953256085515022
Adagrad,19,2,16,1,32,19,0.0031674881534254,121,0.6153742074966431
Adagrad,19,1,20,2,54,20,0.007661300891302,37,0.14911016821861267
SGD,18,2,18,2,60,16,0.0067077306656701,127,0.3210819363594055
Adam,31,1,19,1,56,18,0.0059205830270334,34,0.22038313746452332
SGD,31,1,24,1,41,25,0.0016159588167108,108,1.9924198389053345
Adamax,19,1,28,2,49,30,0.0049424714549986,104,0.07756347209215164
Adam,21,2,20,1,35,27,0.0002928900416808,33,0.09199606627225876
SGD,16,2,22,2,48,28,0.0002532771197392,111,2.2876884937286377
AdamW,16,2,25,2,35,23,0.0009358640345379,113,0.05957813188433647
RMSprop,17,2,17,2,34,24,0.0051968185737239,115,0.03855545073747635
Adamax,30,2,23,2,63,25,0.0013536273428425,123,0.07377449423074722
AdamW,24,2,30,1,56,16,0.00649792342501,38,0.058163490146398544
Adagrad,24,2,20,1,59,21,0.0054195676564423,90,0.3411009907722473
Adadelta,17,2,22,1,44,31,0.0036058392331823,77,1.9826241731643677
Adamax,18,2,19,2,52,28,0.0058375439157223,33,0.02941601164638996
Adam,31,1,19,2,45,18,0.007420108132384,96,0.0619676299393177
Adadelta,26,1,29,1,45,30,0.001481049584212,78,2.2172000408172607
RMSprop,23,1,27,1,33,16,0.0060704867682237,35,0.38394513726234436
SGD,19,1,21,1,47,30,0.0010902338541857,86,2.2282044887542725
Adamax,20,2,22,1,46,31,0.0036907241115112,94,0.06789161264896393
Adam,23,2,18,1,57,22,0.0079204941970185,108,0.05464790761470795
Adagrad,29,1,27,1,63,27,0.003787637796996,107,0.523867130279541
Adadelta,31,1,16,1,48,31,0.0022073045480867,36,2.167163610458374
Adadelta,17,1,16,1,48,23,0.0016998804635429,64,2.221641778945923
Nadam,23,1,21,1,58,26,0.0067334468855219,110,0.21732449531555176
Nadam,22,1,25,2,37,27,0.006614923897232,114,0.0541938953101635
AdamW,30,1,17,1,36,27,0.007914159146222,67,0.2625134587287903
Adagrad,31,1,23,1,51,22,0.0092565640471501,90,0.40119773149490356
Adamax,21,1,16,1,41,24,0.002641758056783,48,0.2888878583908081
RMSprop,25,1,25,1,35,26,0.0041178364398865,90,0.33449098467826843
RMSprop,21,1,27,1,62,30,0.0071725714371305,47,0.24785307049751282
SGD,28,2,29,2,39,19,0.0007408916025312,54,1.5622689723968506
RMSprop,24,1,28,2,58,17,0.0080315305675207,67,0.07047956436872482
SGD,19,2,30,1,50,26,0.0077512194282887,110,0.41556301712989807
RMSprop,28,1,25,1,34,19,0.0069916642915411,71,0.34538745880126953
Adadelta,21,1,18,2,62,25,0.004566455849258,118,1.8938509225845337
AdamW,18,2,26,2,39,30,0.007436016705465,40,0.05635421723127365
Nadam,17,2,28,2,47,20,0.0024294959613229,66,0.031947072595357895
Adagrad,26,1,19,1,52,25,0.0018821888675688,127,0.7278638482093811
Adadelta,29,1,21,2,38,18,0.0069997436930461,124,1.7232604026794434
Adagrad,22,1,28,1,41,29,0.0077809009286158,50,0.338314950466156
Adamax,20,2,27,1,60,24,0.0056753553939428,78,0.058708686381578445
Adadelta,19,2,18,2,55,17,0.0079007281433794,47,0.7704790830612183
SGD,21,1,16,2,38,30,0.007786077319347,46,0.20486728847026825
Adadelta,26,2,24,1,37,29,0.0068228385611258,81,1.6684081554412842
Adadelta,20,1,22,1,48,17,0.0098786507258182,127,1.6260528564453125
Adamax,17,2,17,2,36,27,0.0025998177633989,55,0.05298515781760216
AdamW,31,1,29,1,61,27,0.0063254026325238,47,0.20864208042621613
RMSprop,19,2,27,2,59,29,0.0060150995412184,73,0.04066987708210945
Adagrad,29,2,31,2,61,24,0.002376592623254,34,0.20093591511249542
SGD,30,2,24,1,62,25,0.0016846408190822,94,0.9463053345680237
Adamax,28,1,21,2,55,27,0.009900829205362,68,0.06410295516252518
Adam,27,1,31,2,34,27,0.0056703423793128,88,0.06797244399785995
SGD,21,2,24,1,63,18,0.0095646442763869,67,0.31414294242858887
Adamax,24,2,19,2,42,31,0.0057495076509081,55,0.04029642045497894
RMSprop,26,1,16,2,39,24,0.0019823232462118,75,0.06791076809167862
RMSprop,23,2,23,1,35,19,0.0067317654809221,82,0.057947441935539246
SGD,22,1,23,2,49,19,0.0009703340300971,34,0.7873932719230652
Adagrad,26,2,22,2,54,20,0.0031161456553758,43,0.2332179993391037
AdamW,24,1,16,1,49,21,0.0023628868888615,38,0.24145753681659698
Adagrad,19,1,31,1,40,24,0.0048983091700321,123,0.5559905767440796
SGD,25,1,24,2,37,27,0.0071189842615342,118,0.37850722670555115
AdamW,27,1,22,2,56,30,0.0013745140063603,99,0.07285821437835693
Adadelta,21,2,26,1,53,29,0.0098562172110988,111,1.1238939762115479
Nadam,22,1,31,2,56,29,0.001962675641593,51,0.06465136259794235
Adagrad,30,2,26,1,45,28,0.0086133444518255,127,0.3452012836933136
Adam,19,2,18,2,54,19,0.0099515457838184,47,0.06265097111463547
AdamW,19,1,21,1,36,29,0.00389704860073,106,0.26452499628067017
Nadam,19,2,23,1,63,16,0.0022633740636451,54,0.041080404072999954
AdamW,22,2,16,2,56,25,0.0038215590549571,91,0.03831126540899277
SGD,27,1,20,2,50,18,0.0028601405073108,69,0.4101333022117615
Adagrad,24,1,20,2,56,19,0.009346013685189,112,0.18549394607543945
SGD,29,1,23,1,40,29,0.002397457930431,118,1.2095283269882202
Adagrad,18,2,23,1,59,28,0.0032709034890733,83,0.46388447284698486
Nadam,31,1,27,2,61,17,0.0047654168588658,64,0.05438104271888733
RMSprop,22,1,16,1,58,31,0.0034041600614497,36,0.3067688047885895
AdamW,19,1,20,1,56,16,0.0047042104534785,69,0.18999889492988586
Adadelta,25,2,20,1,34,30,0.0085928547340582,33,1.0446596145629883
SGD,16,2,24,2,38,16,0.0083443754076303,39,0.12855127453804016
RMSprop,26,1,27,1,42,21,0.0061064257555459,84,0.23703278601169586
SGD,23,1,22,1,52,23,0.0069048521273672,127,0.5345506072044373
AdamW,24,1,16,1,53,22,0.0041745513319555,103,0.2666303217411041
AdamW,29,2,28,2,42,26,0.0090413337693843,54,0.054238367825746536
Adam,30,2,24,1,63,21,0.0062047343964767,45,0.05388805270195007
SGD,28,1,19,1,62,27,0.0099905646293721,58,0.4086992144584656
AdamW,26,2,30,2,44,19,0.0056310213597251,110,0.033555712550878525
SGD,30,2,19,2,41,31,0.0042679624157842,73,0.2946152091026306
Nadam,24,2,19,2,35,24,0.0092289941270977,82,0.04656897485256195
Adam,24,1,22,1,38,26,0.0047782961783199,39,0.2546283006668091
Adamax,17,1,16,1,32,24,0.0055530194511716,66,0.27548831701278687
Adagrad,16,2,26,1,54,23,0.0049810647503682,97,0.3434339463710785
Adagrad,19,1,30,1,46,21,0.0044845544727967,47,0.4766309857368469
Adamax,27,2,24,1,59,24,0.0021030617125539,111,0.08113877475261688
Adam,20,1,25,1,40,26,0.0078280412122094,96,0.263527512550354
Nadam,18,1,25,2,43,28,0.0045730762370001,108,0.05926549434661865
Adamax,19,1,18,1,57,30,0.0041143058255769,73,0.24443593621253967
AdamW,20,1,28,2,35,21,0.0053672871978867,65,0.06993924081325531
Adam,21,2,17,2,35,27,0.0042098505415281,45,0.0391644649207592
Adam,17,2,24,1,40,23,0.000551007625293,78,0.09533384442329407
SGD,29,1,21,1,44,31,0.0052002766189148,91,0.5369934439659119
AdamW,28,2,17,2,43,23,0.004671455705326,69,0.04046860337257385
Adadelta,28,2,24,1,61,17,0.0023662922840877,106,2.1957106590270996
Nadam,20,1,24,1,38,24,0.0008576870441747,62,0.29366835951805115
RMSprop,17,1,18,1,45,30,0.0004006304683147,38,0.28386035561561584
AdamW,23,1,24,2,63,27,0.0023079281646349,115,0.06428058445453644
SGD,24,2,30,1,44,30,0.0041695295356012,97,0.48330721259117126
Adagrad,21,2,31,2,46,16,0.0050650579321602,67,0.18156857788562775
Adam,28,2,30,2,40,23,0.0080130789200801,50,0.0496160052716732
SGD,30,1,19,2,34,28,0.0028646534011852,63,0.4525868594646454
Adamax,25,1,22,1,34,26,0.0015546128698927,108,0.338906854391098
SGD,21,2,29,1,34,26,0.0050441404333621,45,0.36680158972740173
Adam,25,2,28,2,55,23,0.0036907231545055,120,0.03004983253777027
Adamax,29,2,30,2,47,28,0.0073579191678018,40,0.02702871337532997
Nadam,18,2,20,2,63,24,0.0074382139164806,68,0.04025395214557648
SGD,20,2,31,2,35,26,0.004393876424688,34,0.1713363230228424
SGD,24,1,19,2,57,24,0.002071290176514,92,0.8052962422370911
Adamax,21,2,23,1,59,16,0.000103242068336,55,0.4518468677997589
AdamW,21,2,25,2,33,29,0.0095295835449065,52,0.06768303364515305
Adam,21,1,28,2,36,23,0.0035109483867354,44,0.062284376472234726
Nadam,30,2,20,1,55,28,0.0052817905806712,125,0.037481918931007385
Adagrad,22,2,24,1,61,25,0.0071823657334539,103,0.3223153352737427
Adadelta,29,2,25,1,49,22,0.0059903935415775,98,1.8449541330337524
SGD,19,1,25,2,44,16,0.0031158662388486,37,0.29759520292282104
SGD,18,1,18,2,57,29,0.0027186747185906,42,0.31066542863845825
Adamax,21,2,16,1,59,20,0.0030015312477231,108,0.08971560001373291
AdamW,17,2,28,2,35,25,0.0042464078600378,81,0.03537692129611969
Adamax,28,1,30,1,54,31,0.0030918870440793,105,0.26009052991867065
RMSprop,24,1,24,2,56,20,0.0020109422493836,42,0.057162825018167496
Adam,21,1,24,2,39,26,0.0083205053860022,85,0.07544180005788803
Adadelta,31,1,24,2,46,23,0.0043233375564921,110,2.0360095500946045
Nadam,23,2,16,1,58,28,0.007221597094908,82,0.046928856521844864
Adamax,29,2,25,1,61,19,0.0012850868958912,97,0.09277638047933578
Adadelta,18,1,24,2,46,21,0.0094853200965293,82,0.8332324624061584
SGD,29,2,28,1,51,25,0.0072044408261562,83,0.3971392810344696
Adagrad,26,1,31,2,54,17,0.0096047095283137,80,0.17203401029109955
Nadam,17,1,24,2,57,24,0.006652503084153,82,0.058238204568624496
Nadam,26,1,27,2,36,16,0.0028559214366955,63,0.07189129292964935
RMSprop,20,2,26,1,63,23,0.0062594827898189,32,0.08308253437280655
SGD,23,2,21,1,46,30,0.0032766041415462,121,0.8029528260231018
SGD,23,1,18,2,41,16,0.0018832707183853,92,1.1416879892349243
Adamax,31,1,21,2,52,21,0.0041019432824322,49,0.07703658193349838
Adam,29,2,17,1,33,28,0.0037861504252031,104,0.059572961181402206
Nadam,26,1,24,2,33,26,0.0089782650614974,74,0.07243219763040543
Adam,16,2,24,2,50,24,0.0018696229516486,53,0.03737394139170647
SGD,16,1,26,1,49,28,0.0036471416572705,50,0.4901446998119354
Adadelta,22,1,17,2,49,21,0.0031032571842024,107,2.185514211654663
AdamW,30,1,24,2,53,16,0.0038714003712097,87,0.06441708654165268
AdamW,28,2,30,2,44,30,0.0047260910633491,126,0.03358883410692215
Adagrad,31,1,29,2,56,21,0.0093585021040627,124,0.20779401063919067
Adamax,29,2,27,1,44,27,0.0004953063127782,71,0.16795217990875244
RMSprop,30,1,31,2,60,26,0.0073467099193284,122,0.06038520112633705
SGD,24,1,25,2,46,18,0.0072719335857738,93,0.30452263355255127
Adadelta,24,2,24,2,54,18,0.0023838344821133,41,1.9145779609680176
Adam,18,1,20,1,58,28,0.0010308834928865,70,0.24245139956474304
Adadelta,25,1,18,1,40,29,0.0073102349954458,34,1.146669864654541
Adadelta,17,1,16,2,59,21,0.0043516224135276,78,1.8738452196121216
Adam,17,2,28,2,45,21,0.0029127981262529,105,0.03888970986008644
Adagrad,24,1,19,1,45,20,0.001018000588076,74,1.0108380317687988
RMSprop,30,1,26,1,54,26,0.0091785810605593,72,0.3117084205150604
Adamax,29,1,18,1,35,31,0.0021787482965609,63,0.2908402383327484
AdamW,25,2,28,1,36,16,0.0070412746949777,40,0.07075405865907669
Nadam,31,1,29,1,53,28,0.0016616603942492,124,0.2462417483329773
AdamW,30,1,17,2,53,29,0.0025493364135734,60,0.06770812720060349
RMSprop,22,2,22,1,56,16,0.0057493648467341,62,0.05586704984307289
Adagrad,18,2,26,1,59,17,0.0006841820173346,65,1.0107628107070923
Adam,19,1,21,1,32,29,0.0080103940850775,62,0.2834516167640686
AdamW,20,1,23,1,36,17,0.0014092246870666,127,0.31231409311294556
Nadam,30,1,29,1,46,16,0.0098067701302748,97,0.31691938638687134
Nadam,22,1,17,1,35,30,0.0019150332729064,72,0.26344478130340576
Adagrad,29,1,25,2,41,23,0.0074092410920586,56,0.1658816933631897
RMSprop,27,2,28,2,55,22,0.0021821008151425,110,0.03094831481575966
Adagrad,24,2,26,1,35,25,0.0073089488828565,73,0.32915613055229187
Adamax,27,2,24,1,43,28,0.0014217764941625,75,0.08742991834878922
Adagrad,16,2,17,2,46,23,0.0072036020110003,110,0.18373383581638336
SGD,19,2,30,2,44,23,0.0055074737102718,46,0.17801015079021454
