Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
RMSprop,26,2,22,1,45,20,0.0037890760849283,51,0.049102745950222015
SGD,30,2,17,1,55,28,0.0045024958908995,97,0.49071305990219116
SGD,22,2,23,2,51,27,0.0042860905832502,57,0.26196786761283875
RMSprop,18,2,22,2,42,19,0.0050435910030893,108,0.03270139917731285
Adagrad,21,1,30,2,37,21,0.0001781202602454,122,2.234633684158325
AdamW,26,2,29,1,50,28,0.00961434955078,66,0.06393104791641235
Adamax,25,1,17,1,63,23,0.0047279714083454,56,0.1965605914592743
Adam,20,2,22,1,39,17,0.0065730160548778,118,0.051950257271528244
Adadelta,19,1,31,1,37,19,0.0099617343885569,49,1.129677414894104
AdamW,29,1,25,1,43,24,0.001777121712962,86,0.25698158144950867
SGD,31,2,22,2,33,28,0.0025777281057546,96,0.5764162540435791
RMSprop,19,1,29,1,45,18,0.0049481610213544,70,0.22842003405094147
Adamax,22,1,21,1,52,24,0.0063478583693824,114,0.2568301260471344
Adam,17,2,24,1,48,25,0.0063758602022708,81,0.05179382488131523
Adadelta,26,1,23,1,53,19,0.0055400858999045,93,1.6907322406768799
Adagrad,25,1,17,2,41,28,0.000131906729607,116,2.2902534008026123
Adadelta,20,2,20,2,41,16,0.0073614268245704,83,1.5275492668151855
Adam,28,1,16,1,55,17,0.0062015523565668,51,0.25979912281036377
Adam,18,1,21,1,55,19,0.0091223309590657,67,0.22476878762245178
SGD,30,1,18,2,62,26,0.0062703305386457,57,0.2124502807855606
SGD,22,1,18,1,43,22,0.0014794273509499,46,0.8248977661132812
Adadelta,28,2,30,1,48,24,0.0013867041110922,36,2.2396624088287354
RMSprop,30,2,16,1,54,29,0.0095616997495455,79,0.06763434410095215
RMSprop,31,2,23,1,32,26,0.0084218191051154,32,0.12411360442638397
Adamax,19,2,26,1,45,31,0.0044964912028073,97,0.06101462244987488
Adam,23,2,22,2,45,17,0.0015208407097208,56,0.03547191992402077
