Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adadelta,24,2,26,1,55,21,0.0010850572011065,88,2.275407075881958
Adagrad,22,2,17,1,45,27,0.0011908109366256,73,0.7272574305534363
Adadelta,16,1,24,2,62,18,0.008668217327131,73,0.7695483565330505
SGD,18,1,22,2,35,31,0.0039459753511293,89,0.42005833983421326
SGD,28,1,17,2,61,24,0.0097282439987546,37,0.13486835360527039
Adam,25,2,21,1,62,27,0.0024190603248432,76,0.047542937099933624
RMSprop,23,2,16,2,62,25,0.0043503516864334,93,0.030139395967125893
Adadelta,20,2,29,1,58,28,0.0015103422607297,116,2.217212200164795
Adadelta,28,2,31,1,63,30,0.0091271564560325,112,0.8813291788101196
RMSprop,18,2,17,1,32,17,0.0074555481822508,76,0.06852272152900696
RMSprop,29,2,16,2,56,30,0.0039909240034444,49,0.03978170454502106
Nadam,30,2,21,1,33,17,0.0075756350486762,59,0.062216971069574356
Adagrad,27,1,19,1,60,19,0.006622676790128,65,0.3962292969226837
RMSprop,28,1,31,2,38,17,0.0009774945214095,104,0.08819445222616196
Adam,18,1,16,2,38,24,0.0083142645644077,127,0.07875654101371765
Adagrad,17,2,25,2,44,22,0.0001058152067067,105,2.2381532192230225
Adadelta,24,2,27,1,37,16,0.0089779752599006,112,1.221780776977539
RMSprop,18,2,25,1,39,18,0.0056789558648706,47,0.06270816177129745
SGD,31,2,30,1,40,23,0.0007275680821695,99,2.1767938137054443
Adagrad,23,2,23,1,48,27,0.0072575863783413,71,0.2763954699039459
SGD,28,1,25,2,54,24,0.0014545139467373,101,1.4574555158615112
RMSprop,30,2,24,2,35,21,0.0004896534760928,54,0.06325767189264297
AdamW,18,2,27,2,62,20,0.003356030895366,98,0.030285101383924484
Adagrad,31,1,30,1,34,17,0.0050521705053083,61,0.47846493124961853
Adadelta,25,1,31,1,44,26,0.0078753133554955,39,1.2825661897659302
