Name,Convoluted_Layers1,Convoluted_Filters1,Convoluted_Layers2,Convoluted_Filters2,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adamax,31,1,18,2,42,19,0.003452422785834,76,0.08548377454280853
Adagrad,21,2,29,2,42,18,0.0019919372918561,61,0.3380305767059326
AdamW,26,2,27,2,45,20,0.0062352825175889,92,0.036049772053956985
AdamW,31,1,23,1,33,22,0.0030712047030339,66,0.2332257777452469
Nadam,21,2,23,1,57,20,0.0008928198805864,103,0.07826967537403107
SGD,17,1,31,1,62,19,0.0036092265796495,62,0.5448450446128845
Adam,18,1,25,2,46,30,0.0008678606412384,123,0.0860108733177185
Adagrad,17,1,27,2,38,25,0.0091089227848327,71,0.20189446210861206
Adadelta,16,2,31,1,34,29,0.0032033664154758,110,2.2088892459869385
RMSprop,26,1,20,1,55,19,0.0072621640982469,49,0.3255002796649933
Nadam,27,2,19,2,47,18,0.0094649865251873,101,0.04376327618956566
RMSprop,23,1,25,2,51,20,0.0002818480943119,104,0.13643307983875275
RMSprop,20,2,18,1,54,29,0.0021077092401532,87,0.044546835124492645
AdamW,22,1,16,1,57,28,0.0028672161406635,108,0.20509566366672516
SGD,30,1,25,2,56,25,0.0049069926187282,77,0.302754282951355
Adadelta,17,2,22,2,56,16,0.0055801366724265,107,1.3944326639175415
Nadam,28,2,22,2,43,26,0.002005997373774,91,0.03837644308805466
AdamW,22,2,24,2,46,26,0.0022637499241343,69,0.03641509637236595
Adadelta,19,1,19,2,63,18,0.0021509436567152,114,2.223789930343628
Adadelta,29,2,17,2,62,29,0.0002355576473208,103,2.296398639678955
Adagrad,30,1,17,1,57,26,0.0070326451574299,65,0.3779554069042206
Adamax,31,2,26,2,32,25,0.0061028409868922,125,0.045129984617233276
Adagrad,18,1,29,2,49,18,0.0012272035893613,56,0.5589833855628967
RMSprop,30,2,16,1,36,31,0.0030814864668158,49,0.05318079888820648
Nadam,25,1,24,2,36,29,0.0074542735754445,48,0.0711623951792717
Adagrad,27,2,30,1,61,16,0.0074778498104128,124,0.34856677055358887
Nadam,29,1,20,2,45,30,0.0087275895432928,73,0.06556013226509094
Nadam,24,1,30,1,53,30,0.0054255418463845,93,0.2278391271829605
SGD,26,1,17,2,48,28,0.0026150854205433,82,0.5434414148330688
Adamax,22,2,18,1,57,30,0.0070802445295412,62,0.04135070741176605
Adam,27,2,25,2,32,25,0.0089611205202603,67,0.05111609771847725
Adadelta,24,2,23,1,33,31,0.0048674511456492,107,2.0108909606933594
Adagrad,29,1,21,1,62,28,0.0090882026284069,39,0.38223162293434143
Nadam,22,1,30,2,34,20,0.009737307146176,112,0.06800367683172226
Adadelta,29,2,21,1,44,31,0.0025867023970963,127,2.2088980674743652
Nadam,26,2,24,1,56,18,0.0010489183353247,50,0.05638571456074715
Nadam,28,1,25,1,44,17,0.0081185181939187,119,0.30283471941947937
RMSprop,18,1,17,1,59,29,0.0031393807441272,88,0.19908030331134796
SGD,19,2,28,2,41,30,0.0066982092043339,117,0.28241127729415894
Adam,25,2,31,2,42,16,0.0086694390237352,95,0.04408849775791168
AdamW,28,1,18,1,60,16,0.0034412322198229,82,0.33462390303611755
Adagrad,20,2,23,1,53,29,0.0083643757622224,45,0.25301826000213623
Nadam,25,2,24,2,38,19,0.0095803805246678,100,0.043006110936403275
SGD,29,2,21,2,63,18,0.0062344137708466,122,0.30838263034820557
SGD,25,2,16,2,38,22,0.0009850250414405,127,2.234931707382202
Adam,21,1,16,2,53,31,0.0059134818190982,117,0.0643845647573471
Adam,17,2,24,1,41,31,0.0076825810910544,97,0.05376329645514488
Adagrad,18,1,22,1,39,19,0.0013134358411861,95,0.9307231307029724
SGD,25,1,19,2,47,22,0.0009728077685838,112,2.2177939414978027
AdamW,22,1,23,2,43,21,0.0077395720867703,109,0.06879400461912155
Adagrad,24,1,18,2,57,23,0.0088062574162547,62,0.15653741359710693
RMSprop,26,2,28,1,47,18,0.0029328639046613,45,0.0434107631444931
RMSprop,20,1,22,1,39,23,0.0028074256286945,72,0.26681602001190186
Adadelta,28,1,21,1,40,31,0.0091704559155116,86,1.304054856300354
Adam,28,1,25,2,44,24,0.006296264934488,44,0.06949391216039658
Adam,24,2,25,2,35,21,0.0073298482789631,114,0.04374564066529274
SGD,31,1,28,2,37,31,0.0093346342555048,43,0.17869290709495544
SGD,27,1,26,1,53,21,0.0024085195301028,107,1.1268471479415894
Adagrad,27,2,18,1,35,31,0.0075076421262339,122,0.36353451013565063
Adamax,19,1,31,1,48,29,0.0017472824435999,70,0.30528318881988525
Nadam,31,1,16,1,41,21,0.0096629196736101,124,0.29736393690109253
Adam,16,2,27,2,50,19,0.005048269767532,89,0.036834925413131714
Nadam,17,2,23,1,41,28,0.0045701121464756,56,0.04673479124903679
Adagrad,27,2,18,1,33,22,0.0077382564140729,49,0.3187887966632843
Nadam,16,1,28,1,41,24,0.0014605718099902,100,0.27527815103530884
RMSprop,21,2,31,1,39,29,0.0065790869825159,102,0.05124201625585556
Adadelta,26,2,17,2,62,22,0.0097013412267684,56,0.6037948727607727
RMSprop,30,2,16,2,63,23,0.0061707772553145,110,0.037077631801366806
Adadelta,27,1,28,1,33,24,0.0089201306585856,111,1.654186487197876
RMSprop,22,2,21,1,52,23,0.0088866177644994,38,0.10724970698356628
SGD,28,1,20,1,62,21,0.0072952039639823,38,0.3281319737434387
SGD,17,1,30,1,46,30,0.0025408230531606,108,1.4057891368865967
Adadelta,24,1,17,2,51,31,0.0085519909484051,122,1.4354965686798096
Adam,20,1,24,1,51,25,0.0080441048266574,84,0.20420393347740173
SGD,25,1,25,1,46,26,0.0033321241077551,119,0.700888991355896
SGD,27,1,31,1,41,28,0.0064860638818581,110,0.5467894077301025
Adadelta,27,2,30,1,55,30,0.0045299124126014,92,1.9699517488479614
Adagrad,26,2,26,2,46,25,0.0053353510994937,55,0.1823715716600418
Adadelta,30,1,27,1,46,21,0.0053970181869618,60,1.7482209205627441
Nadam,20,1,21,1,57,30,0.003911044176068,120,0.22379444539546967
Nadam,29,2,30,2,41,27,0.003317926262142,98,0.03364697843790054
AdamW,25,1,27,2,36,16,0.009928756004026,91,0.07667627930641174
SGD,30,2,18,2,54,19,0.0098445061756522,85,0.2333863079547882
Adamax,31,1,26,1,35,24,0.0020003923039199,72,0.3020423650741577
Adadelta,19,1,19,2,37,28,0.0023399188396158,79,2.240309000015259
Nadam,25,2,23,1,54,29,0.0066902385906609,81,0.049458496272563934
Adam,16,1,23,2,45,27,0.0020480251270568,76,0.07148591428995132
SGD,30,2,16,2,57,17,0.0070590475977534,56,0.23947210609912872
Adamax,20,1,25,2,34,31,0.0057962724310924,47,0.07825378328561783
RMSprop,17,2,22,1,39,20,0.0052405102600125,98,0.04804926738142967
Adamax,24,1,22,1,35,31,0.0045436003358176,51,0.28112226724624634
Adadelta,23,1,21,1,61,25,0.0080819925625605,38,1.0508512258529663
Adadelta,26,1,25,2,41,19,0.000749946009747,84,2.263017416000366
AdamW,27,1,21,2,41,30,0.0037209707300642,55,0.06597945094108582
Adagrad,26,1,18,1,56,17,0.0078724076711719,42,0.4265744090080261
SGD,31,2,18,2,61,16,0.0025210392046213,63,0.4033047556877136
SGD,25,1,16,2,34,24,0.000563007986106,64,2.1559231281280518
RMSprop,29,2,16,1,32,30,0.0017183287411871,92,0.06179014965891838
Adam,29,2,28,2,47,28,0.0077529286335949,37,0.05168681964278221
Nadam,30,1,17,2,41,26,0.0056029287275518,78,0.06440038979053497
Adamax,25,2,20,2,34,26,0.008621214529264,122,0.042724594473838806
Adam,26,1,16,2,38,17,0.004788015934578,91,0.07059498876333237
Nadam,22,1,23,2,39,29,0.0081912793314652,115,0.0626126378774643
Adam,18,2,27,2,47,26,0.0029584662893925,124,0.03170990198850632
Adadelta,20,2,17,2,48,30,0.0042841027725042,80,1.6940726041793823
SGD,22,1,18,2,41,23,0.0025052714130013,41,0.3437842130661011
RMSprop,23,1,16,2,53,25,0.0016628357818977,45,0.06656128168106079
RMSprop,22,2,25,2,47,27,0.0062391610803892,77,0.043616533279418945
RMSprop,19,2,21,2,61,18,0.0067173434290091,117,0.03588438779115677
RMSprop,29,2,21,1,62,26,0.0017991506151922,49,0.04410332441329956
SGD,28,1,19,1,62,31,0.000827934364633,94,2.270556926727295
AdamW,29,2,25,1,33,18,0.0097341286274309,109,0.0704699158668518
RMSprop,30,2,19,2,32,30,0.0019815120111741,66,0.038092389702796936
Adam,30,2,18,2,35,17,0.0080908413899394,55,0.05169243738055229
SGD,18,1,29,1,57,31,0.0077741046681761,56,0.42753610014915466
Adam,20,2,16,1,44,29,0.009726617114201,124,0.06452521681785583
SGD,16,1,19,1,57,23,0.0035184076962148,89,0.6916375160217285
SGD,21,2,29,2,51,29,0.00781546111585,92,0.23412322998046875
Adamax,27,1,31,2,57,29,0.0057691863517784,61,0.06757792830467224
Adagrad,18,2,20,2,52,18,0.0083671539203965,101,0.2002294659614563
Adagrad,31,1,18,2,59,28,0.0034456092340003,111,0.3870290219783783
Adadelta,20,1,21,2,37,20,0.0075828576037943,51,1.157206416130066
RMSprop,31,2,23,1,39,21,0.0024577266347011,95,0.04686788097023964
SGD,30,2,27,1,32,29,0.007436048029748,35,0.3079376816749573
RMSprop,17,2,25,2,42,30,0.0094874386440156,33,0.1342737376689911
Adagrad,27,1,19,2,56,21,0.0038586777390397,91,0.3925766348838806
Adam,26,1,31,1,33,17,0.008644889809923,115,0.30455440282821655
