Name,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adamax,36,17,0.0056243434120503,122,0.1290421485900879
Adagrad,49,16,0.0080345398366806,81,0.33782175183296204
Adam,32,30,0.0033225998675789,75,0.09399756044149399
SGD,53,17,0.0052384021187375,36,0.3922841250896454
Adam,47,17,0.0072034650187596,103,0.07636610418558121
Adamax,63,29,0.0080267932023835,116,0.06977436691522598
Adagrad,48,23,0.0041675789009048,115,0.4757188558578491
RMSprop,38,21,0.0079519090708452,61,0.10522051900625229
Adagrad,33,25,0.0022319134848819,67,0.6137291789054871
Adam,46,26,0.009715360847495,35,0.11713992059230804
SGD,47,23,0.0028425071728095,93,1.1038089990615845
SGD,35,22,0.0095792981681747,56,0.36024442315101624
Adamax,40,16,0.0072652394614875,92,0.11836054176092148
SGD,36,28,0.0077790995365261,37,0.3165600299835205
Adamax,41,27,0.0043171485323328,93,0.11373386532068253
Adadelta,43,26,0.0085694548664753,104,1.5485329627990723
Nadam,48,25,0.0036243213418671,37,0.07216843962669373
Nadam,42,17,0.0053293754138159,64,0.08256267011165619
Adam,55,17,0.006733502538071,116,0.0725788101553917
RMSprop,54,18,0.0023947914367689,79,0.08514494448900223
Adam,58,19,0.0073101302140807,106,0.07793227583169937
Adadelta,63,21,0.0079411829618185,53,1.1333119869232178
Adam,38,17,0.0066788788346943,73,0.0928332731127739
RMSprop,44,19,0.0086763186934451,86,0.10270373523235321
AdamW,35,21,0.0045884793643787,88,0.09319198876619339
Adam,40,21,0.0034529022290885,106,0.09022989124059677
AdamW,56,24,0.0084572279849922,47,0.09420649707317352
Adamax,33,16,0.002217413374531,108,0.17764781415462494
Adadelta,60,29,0.0071295740454645,55,1.3383512496948242
AdamW,58,17,0.0094130434782608,110,0.07632308453321457
Nadam,54,20,0.0081501434561906,78,0.07540108263492584
SGD,33,26,0.0001085411608916,38,2.266753673553467
Adagrad,59,18,0.0089953211211653,121,0.34158486127853394
Adadelta,57,31,0.0071184506731405,67,1.5094469785690308
Adamax,49,31,0.0041375855219598,97,0.11105978488922119
AdamW,32,16,0.0088850805561686,64,0.10941597819328308
Adam,60,24,0.002614279408519,59,0.06335677206516266
Adam,41,28,0.0049523725446921,73,0.08240900188684464
Adam,32,16,0.0099801368351357,75,0.1135045662522316
RMSprop,58,28,0.0078935113661443,91,0.08656401187181473
Adadelta,44,20,0.009320679761642,32,1.187403917312622
Adadelta,52,28,0.0080424851026263,92,1.5426913499832153
AdamW,44,31,0.0020638711101302,123,0.0948902815580368
RMSprop,55,19,0.0029543367909953,78,0.07843335717916489
AdamW,52,20,0.008439549768263,122,0.07601387798786163
RMSprop,34,31,0.0040249613771794,68,0.09633393585681915
Adagrad,34,21,0.0065620834252924,41,0.3003705143928528
Nadam,45,29,0.0088995806665195,36,0.10723579674959183
Nadam,63,25,0.0049078790553961,77,0.06004493683576584
Adam,58,27,0.0055462811741337,117,0.07253101468086243
AdamW,38,17,0.0020410284705363,102,0.11071567237377167
Adadelta,58,18,0.0095949900684175,117,1.3625811338424683
