Name,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Adadelta,52,17,0.0015696755683072,42,2.121483087539673
AdamW,60,18,0.0018145883910836,60,0.0737193301320076
AdamW,46,24,0.0013066872655043,127,0.11967523396015167
RMSprop,57,27,0.0069607371441182,32,0.13910514116287231
AdamW,42,27,0.0094485985433679,64,0.10223803669214249
AdamW,43,21,0.0064580004414036,114,0.08353210985660553
Adam,55,25,0.0040474683544303,95,0.06854795664548874
Nadam,38,25,0.0028351578018097,70,0.08069010078907013
Adagrad,57,29,0.0009376296623261,108,1.312132477760315
Adam,56,29,0.001347406753476,104,0.0980660617351532
Adam,58,23,0.0081014787022732,119,0.07952362298965454
AdamW,41,20,0.0056436106819686,88,0.07890569418668747
Adam,37,18,0.0023973736482012,97,0.10741999745368958
Adamax,47,23,0.0095109688810417,106,0.08932357281446457
Adadelta,38,21,0.0040130434782608,72,2.0813076496124268
RMSprop,32,26,0.0024553740896049,43,0.10133806616067886
RMSprop,57,17,0.0036636504082983,124,0.07898514717817307
Adamax,53,26,0.00270048554403,38,0.11336897313594818
Adamax,53,23,0.0078448466122268,72,0.08444954454898834
SGD,46,22,0.0006426616640918,67,2.092327117919922
Adadelta,52,30,0.004690576031781,46,1.598738193511963
RMSprop,63,21,0.0028927609799161,83,0.07461006194353104
Adagrad,34,31,0.0054564996689472,115,0.3977009952068329
Adadelta,44,18,0.0084109468108585,76,1.613784670829773
Adam,63,19,0.0095957845950121,115,0.07909950613975525
Adagrad,35,23,0.0046309865371882,83,0.4140462577342987
Adam,45,20,0.0057981461046126,35,0.08489912003278732
Adam,53,19,0.0046359523284043,35,0.07924462109804153
RMSprop,53,16,0.0053341425733833,83,0.0767579972743988
Adagrad,53,29,0.0064190686382696,76,0.3426477313041687
AdamW,43,21,0.0045457735599205,109,0.08830448240041733
Nadam,52,19,0.0057514676671816,85,0.07220195233821869
Adamax,62,23,0.0044345398366806,81,0.09703464806079865
Adadelta,46,31,0.0004702493930699,84,2.268549919128418
RMSprop,59,26,0.0003188920768042,82,0.19903826713562012
Adam,38,18,0.0066413374531008,67,0.09095876663923264
Adam,47,23,0.0026399028911939,81,0.08206258714199066
Adamax,45,29,0.0040549547561244,102,0.11331265419721603
Adamax,32,21,0.0095159346722577,48,0.09953049570322037
Adamax,38,16,0.0084147208121827,73,0.09781965613365173
Adagrad,35,17,0.0096140587066872,37,0.27065181732177734
RMSprop,56,19,0.0027616640918119,99,0.08118773251771927
Adadelta,39,20,0.002525888324873,79,2.165487289428711
Adamax,60,31,0.0019774663429706,68,0.1313362419605255
Adadelta,42,24,0.0092863164864268,59,1.1355091333389282
Adadelta,52,25,0.0083126241447804,127,1.7051992416381836
Nadam,55,16,0.0044349370999779,127,0.06931672990322113
SGD,49,21,0.0077874420657691,52,0.36155417561531067
Nadam,42,26,0.0090626572500551,107,0.08001726865768433
RMSprop,45,19,0.0051359081880379,89,0.08066383749246597
Nadam,57,27,0.0048643787243434,48,0.06655097752809525
Adadelta,38,29,0.0068862502758772,89,1.7697101831436157
Adamax,46,21,0.0071345398366806,86,0.08901304751634598
Adadelta,56,26,0.0025707790774663,41,2.0049819946289062
RMSprop,46,18,0.0009151842860295,113,0.14466232061386108
SGD,60,29,0.0094154270580445,97,0.4248466491699219
Adamax,45,19,0.0095145442507172,59,0.09509210288524628
AdamW,48,18,0.0031589273890973,101,0.08201039582490921
Adamax,36,23,0.0088874641359523,109,0.10189464688301086
Adadelta,35,24,0.0091123151622158,51,1.2985976934432983
Adadelta,42,27,0.0044069300375193,99,1.9613838195800781
