Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
227,56,0.003668057351667964,123,0.039374157786369324
67,77,0.004567019566001357,53,0.07630375027656555
209,145,0.006675531541462748,47,0.10877183079719543
214,97,0.0006453717988213583,42,0.051385000348091125
38,126,0.005805439205697368,114,0.07689400017261505
167,159,0.009122002732903083,94,0.08481504023075104
102,44,0.005818854327693204,46,0.0843062549829483
170,236,0.00751130169879259,51,0.1102985218167305
62,128,0.004184849346535322,41,0.09176057577133179
116,135,0.002443965704445437,78,0.04625048488378525
202,208,0.006364791125589002,57,0.08695026487112045
165,57,0.002900865197751471,124,0.041988447308540344
121,72,0.0051906353423706985,36,0.11022824794054031
170,252,0.0027269487562058504,40,0.05272620543837547
226,153,0.0009815962166386256,36,0.04161147400736809
115,33,0.006626108805431099,45,0.09699703007936478
133,61,0.007731434838311361,101,0.06281716376543045
45,233,0.0014755962979176081,32,0.07623271644115448
181,86,0.003903661379408231,125,0.041442353278398514
235,157,0.007784917295305518,98,0.07364185154438019
131,225,0.005428906132219224,115,0.051961466670036316
117,235,0.0006718118190543011,103,0.06983901560306549
141,172,0.002544784726079706,47,0.04355177655816078
250,256,0.009615260587691358,122,0.07433126121759415
224,138,0.008216686489340218,94,0.07009343802928925
169,61,0.009225837734713447,51,0.08374877274036407
118,118,0.00017772244111112162,33,0.12317819893360138
157,218,0.002785829362963079,104,0.03893855959177017
141,173,0.008318408969013664,124,0.059265900403261185
239,87,0.009145463440016679,65,0.07385234534740448
126,222,0.00010757740021244866,32,0.16068699955940247
252,199,0.004222226594986735,88,0.043393176048994064
163,171,0.0065655969247056445,109,0.05463935807347298
124,205,0.004657769962786563,86,0.04985764995217323
84,65,0.005054682948562944,104,0.05317561700940132
87,227,0.00043774692140495557,74,0.09663604199886322
46,211,0.006813807293468155,79,0.08292264491319656
71,210,0.007779003108972549,108,0.06881352514028549
97,170,0.0041670417463943905,68,0.054407503455877304
119,126,0.009561551332113491,89,0.07559065520763397
86,238,0.009096466504225497,69,0.09344176203012466
226,86,0.006134058869932783,60,0.05881342664361
35,130,0.002578706481694427,49,0.07266230136156082
92,138,0.008468818959502723,58,0.08101430535316467
253,204,0.00184051300161718,118,0.034987036138772964
150,246,0.003518635474141204,52,0.04802006855607033
53,158,0.005132156821316391,68,0.07204633206129074
74,65,0.0034952573073402868,41,0.05900973454117775
148,81,0.008180220093556286,83,0.06331568956375122
87,35,0.0043496553182456816,79,0.053417105227708817
180,87,0.001373206092036069,61,0.03797616809606552
173,247,0.002288814805810241,68,0.03968656435608864
111,193,0.00890552585623425,92,0.07247079908847809
100,185,0.009061908538081724,120,0.06868810951709747
237,100,0.0019367872452464088,112,0.03473838046193123
149,207,0.00316387939166559,45,0.0468459352850914
105,206,0.0009077296013322808,103,0.05926688760519028
244,243,0.001190021977924587,121,0.036639273166656494
130,199,0.009172305604064838,80,0.08231385052204132
186,153,0.0036062328083290036,75,0.0432695597410202
117,102,0.0005334305197461863,123,0.10031338036060333
134,210,0.0074314287211847884,98,0.06414304673671722
229,119,0.004350460164764464,117,0.04023498669266701
249,115,0.003215539279315712,74,0.0398741140961647
60,147,0.0005043055578418051,54,0.10281679779291153
129,254,0.006521219652596662,50,0.07514607906341553
170,190,0.009243102304330753,93,0.07463514059782028
123,48,0.006160872504311986,53,0.061858881264925
225,115,0.0008922940434563523,108,0.04710055887699127
102,224,0.006644002027445336,35,0.08422429114580154
139,69,0.00039415191307418736,85,0.10491002351045609
242,44,0.0033921180265547744,128,0.03251556307077408
214,62,0.00021738925020846003,103,0.14043326675891876
255,171,0.007008498912791164,99,0.06131819263100624
83,245,0.0025144382174297998,75,0.04752432554960251
108,37,0.0010015166665844383,81,0.0711711198091507
47,112,0.009554088510876038,90,0.09010777622461319
37,63,0.0033820412281361303,125,0.08181756734848022
191,43,0.0072615972299541354,120,0.04820561408996582
77,69,0.00017910011336785592,82,0.20200514793395996
197,84,0.008119305160125363,48,0.07540728896856308
58,68,0.008391517911365094,47,0.09156531095504761
52,212,0.008927493395809573,87,0.0867936834692955
64,127,0.009554095552326778,42,0.10804866999387741
127,147,0.0035644984877119643,41,0.053522832691669464
154,239,0.00624386440966588,111,0.05275442451238632
53,147,0.0035262064547528986,126,0.060441505163908005
63,167,0.0028446909880358398,56,0.05455845221877098
239,205,0.0027790320010893836,46,0.04303570091724396
175,82,0.006273193822588429,128,0.04641181603074074
188,251,0.003467835649506513,46,0.049846675246953964
83,212,0.009822329991997648,119,0.07095444202423096
63,132,0.00014217013270341036,124,0.24305292963981628
126,220,0.004896566752752839,92,0.048967353999614716
186,214,0.0038105822540360906,115,0.0389716811478138
248,120,0.007737097062238349,72,0.06732136011123657
162,90,0.0033975314225604806,32,0.05178003013134003
149,211,0.0004057467716773768,123,0.09918110817670822
252,106,0.006447209458726681,119,0.05146803706884384
56,152,0.0033040401764779103,35,0.06402602791786194
150,256,0.0039131804095232075,111,0.04107588157057762
34,65,0.0023003372664756982,52,0.08065331727266312
162,184,0.0028114036320815894,119,0.03883941099047661
110,181,0.003417144358482491,109,0.04278144985437393
135,81,0.0013129858290625393,70,0.044183894991874695
43,141,0.003533092503551889,40,0.06712133437395096
53,243,0.009941200373968416,114,0.08783295750617981
235,138,0.009506766001110693,62,0.08558810502290726
111,176,0.004702717469541828,87,0.051764458417892456
86,178,0.007697599716076299,126,0.06141742691397667
80,63,0.007341162656889855,46,0.0798841193318367
66,88,0.009462434712670777,104,0.07169938087463379
57,70,0.007860713211949411,68,0.08291352540254593
179,219,0.0006920884567223131,122,0.06158706173300743
255,77,0.004288548044141606,84,0.04354880750179291
164,126,0.009559335566559708,92,0.07350464165210724
239,194,0.0024916097690397894,96,0.03624270111322403
92,109,0.001233525431847542,53,0.05016419291496277
175,109,0.002826847961123617,44,0.044294558465480804
37,164,0.008655271970728273,85,0.09841758757829666
47,49,0.009236503444441206,107,0.08208116888999939
162,213,0.006622161326068794,97,0.060026321560144424
159,85,0.006399471188659073,123,0.04970453307032585
88,233,0.00846151434814659,84,0.07532097399234772
64,79,0.00018074792017233604,82,0.1968178153038025
96,150,0.00651044089028453,72,0.06780038774013519
156,218,0.0036631619953346743,53,0.04953440651297569
192,156,0.00458671810357989,66,0.05234932899475098
93,159,0.000584626109377065,99,0.0900212973356247
107,132,0.009218310733960516,108,0.07000774890184402
201,130,0.004070799392576669,117,0.04433651641011238
37,252,0.0020185518810816694,118,0.0761890634894371
117,110,0.008405797891364824,66,0.07996394485235214
87,81,0.0031901462380794477,122,0.04912659898400307
169,246,0.009056136082320403,81,0.07967938482761383
151,204,0.001711740738495508,69,0.037838321179151535
144,110,0.009198884785028201,79,0.07313136756420135
40,71,0.002970968306275786,37,0.0775398537516594
174,41,0.00963068328021698,103,0.06481292843818665
81,60,0.0013970729780780828,52,0.05758252367377281
252,54,0.0052324665890102345,51,0.05340386927127838
103,61,0.0033625882320067017,65,0.050006914883852005
208,101,0.0044264806450808976,106,0.0416954942047596
56,171,0.00036357845869421177,54,0.1246795579791069
97,245,0.00593941052529712,64,0.06895732134580612
252,41,0.008409038155056888,92,0.06208129599690437
33,253,0.005554464892086614,116,0.07402700185775757
37,186,0.009089508910765952,32,0.12208165228366852
243,175,0.00908903441096422,32,0.10624609142541885
240,214,0.00333583021266664,37,0.05335484445095062
187,62,0.0064034075826053995,118,0.04781228303909302
164,96,0.0026282204237652496,58,0.04339156672358513
95,249,0.008057495215828912,74,0.08548371493816376
130,93,0.005500768701478575,128,0.04613456130027771
49,66,0.003675103656847964,104,0.06830495595932007
252,252,0.0017483181373988289,65,0.036243509501218796
75,63,0.009737490473749147,114,0.06912409514188766
90,99,0.005841253080738577,74,0.06006300449371338
126,40,0.004027045484357288,115,0.04808700457215309
209,215,0.004543060851931934,78,0.048892077058553696
132,142,0.006605190034523464,75,0.06211032718420029
200,152,0.003649840417516136,63,0.04737980663776398
241,69,0.0034571867615773317,124,0.0347546711564064
42,124,0.00595556440009574,115,0.06909268349409103
85,43,0.0029339726521877257,51,0.05320010706782341
178,212,0.0028652665925615246,91,0.03883526846766472
113,118,0.007168020516601979,54,0.07638618350028992
177,124,0.00550591080763811,101,0.05084843933582306
200,108,0.003586563727425582,106,0.041913002729415894
204,101,0.00758930219103347,102,0.05908958986401558
138,55,0.0038990506263125255,89,0.04880550503730774
96,187,0.003528912692962154,64,0.05226464942097664
248,117,0.009384351263077616,56,0.08316872268915176
156,224,0.004466525397092125,123,0.04348105937242508
165,250,0.00973151079187029,47,0.0970374271273613
184,101,0.00024795705775011587,92,0.12068575620651245
193,84,0.004187092181660326,116,0.040407463908195496
49,62,0.008571036414987389,96,0.07993735373020172
65,51,0.008737928659463072,103,0.06848578155040741
174,188,0.0029845373049757346,114,0.03750474750995636
90,84,0.004144735843588469,99,0.051076024770736694
163,33,0.004796089064483906,100,0.046458952128887177
131,140,0.003574644637474602,126,0.041529543697834015
121,71,0.008381549210216482,41,0.08765757083892822
213,63,0.009010820166262618,92,0.06417503207921982
200,65,0.009714004483644584,96,0.06852956861257553
109,147,0.0018574528234831609,51,0.04082700237631798
114,40,0.0031179833921895907,127,0.04895346984267235
218,108,0.0029004759539918165,86,0.03849247470498085
199,76,0.002701782634769677,114,0.03787122294306755
133,243,0.0067460336197361845,115,0.058082666248083115
116,89,0.008344015988336189,112,0.06427058577537537
152,163,0.007112985364167806,123,0.05709382891654968
76,233,0.006503622047480528,43,0.08514504879713058
137,57,0.006466963276442528,122,0.05091581866145134
212,128,0.000714790472218423,81,0.050313837826251984
88,110,0.00662052365529778,94,0.06348458677530289
240,89,0.0018968268024669819,33,0.03803223371505737
156,178,0.006721073418775439,112,0.05373309180140495
46,213,0.0005225091431917446,46,0.10166696459054947
231,184,0.008664647220030977,51,0.0868559330701828
236,130,0.003504570292763864,84,0.0430571548640728
98,91,0.006871014536273865,48,0.07150699198246002
58,153,0.004081893865915007,73,0.05851807817816734
115,151,0.00965076565367522,38,0.10576581209897995
202,192,0.0021113311217319493,95,0.036220449954271317
83,89,0.006490457069244357,41,0.08085137605667114
160,80,0.009916574592544216,101,0.07118897885084152
211,115,0.006649213553422652,74,0.05924612283706665
248,44,0.0061371909137924825,108,0.04743137210607529
165,253,0.0012505649049436571,83,0.040404681116342545
200,63,0.0025874325631830915,126,0.03920673951506615
157,112,0.0010415092658762545,106,0.05285613238811493
90,136,0.0089018043810116,66,0.08249106258153915
103,187,0.0007470183640964082,42,0.05166984349489212
134,69,0.0023121050942457176,39,0.04337664321064949
95,114,0.0045761041415838975,54,0.058838941156864166
94,119,0.0005402772482358391,33,0.06481540203094482
74,253,0.008596582160643268,85,0.08127296715974808
115,70,0.002086255148356089,47,0.04497814178466797
224,66,0.005949467977736476,109,0.04758380353450775
61,39,0.007968078355549095,70,1.2697900533676147
236,124,0.007530269990426303,75,0.6916660070419312
97,43,0.004945877992667317,113,1.8177660703659058
93,193,0.0018832631941898925,115,2.1603586673736572
115,228,0.0024368870278132114,74,1.991631031036377
213,154,0.0046397483223044695,68,1.0236455202102661
77,45,0.009488378147204417,47,0.7500839829444885
51,193,0.007869585851038375,76,1.0683966875076294
98,245,0.004763494571839258,49,1.1037659645080566
102,124,0.00945310535231312,35,0.5503538250923157
55,206,0.0006341659867878928,41,2.2503063678741455
82,195,0.0018685465161503532,39,1.9199763536453247
92,220,0.0004147359932707525,35,2.237330436706543
75,133,0.0007038215110913202,75,2.2440035343170166
175,96,0.006287732549988835,48,0.7207136750221252
143,93,0.0034234408758846775,42,1.3603274822235107
54,205,0.002002471008501574,68,2.14363694190979
67,132,0.0043808713208758196,45,1.3444970846176147
48,138,0.0022151483739986056,55,2.117546319961548
171,34,0.005696206120782103,111,1.4666533470153809
231,53,0.008242458323283654,127,0.9442073702812195
191,78,0.0014326434835703905,61,2.024667978286743
230,48,0.0014719059421968955,71,2.026820421218872
102,221,0.005703285759719711,121,1.5563735961914062
171,213,0.008485495450371871,102,0.7565577030181885
138,231,0.005700641811513628,101,1.237151861190796
219,155,0.004484642450418799,61,0.9997351765632629
69,128,0.005305881171866913,40,1.1286765336990356
79,168,0.003629256446664395,128,2.056487798690796
122,221,0.003853881974556657,40,1.080166220664978
232,213,0.007900588976896841,105,0.7257770895957947
183,247,0.004510157617111728,34,0.7130076885223389
180,131,0.008593132493461742,127,0.9175536632537842
147,80,0.00683132421969618,55,0.8688881397247314
212,118,0.0014003552757115652,55,2.0227878093719482
180,69,0.00226607572575758,89,1.9819663763046265
91,209,0.002354950842162905,66,1.96327543258667
164,232,0.009659780808479415,38,0.45879048109054565
103,130,0.004565241364617323,56,1.2348957061767578
254,54,0.005921648465786401,61,0.8048799633979797
54,255,0.00010511191706318291,99,2.287653923034668
154,119,0.007677059502340889,114,0.9762042164802551
251,100,0.00326605124652514,97,1.6204644441604614
168,119,0.006609060201904571,72,0.8221350908279419
48,95,0.0016537293848593031,112,2.225510597229004
157,35,0.007619436228953237,93,1.048328161239624
98,135,0.0012399235713233168,44,2.088193893432617
97,100,0.00036970287721775446,74,2.2935309410095215
239,53,0.004255690139136264,96,1.4989745616912842
220,56,0.0004047591768233399,111,2.2396068572998047
68,207,0.005816749234213066,39,0.9167704582214355
93,218,0.007133572480244498,82,0.9432603716850281
148,241,0.003853788636974467,54,1.1894705295562744
87,71,0.0054403105085657905,107,1.6905401945114136
238,54,0.0022906256095372576,125,1.976102590560913
129,125,0.0044810911631466685,71,1.3513225317001343
49,46,0.005981363771438663,85,1.680614948272705
129,189,0.0006151658248617632,115,2.259812355041504
196,220,0.005060005182104384,57,0.8335779905319214
46,74,0.004879343400557367,53,1.5788096189498901
129,202,0.009505769145587123,33,0.46562403440475464
56,131,0.0063139321118794245,74,1.3670443296432495
227,211,0.0028103784124878482,125,1.8673620223999023
65,100,0.0005128992818167066,96,2.271865129470825
81,176,0.000584032051378511,107,2.2742936611175537
76,254,0.0038345220199157166,111,1.9555245637893677
203,52,0.0011083160734226699,121,2.1816318035125732
155,170,0.005306703356536401,71,1.0965665578842163
144,118,0.006595502047949157,73,0.9762511849403381
112,70,0.0019053127234666613,67,1.997180700302124
186,140,0.007882298879456847,114,0.8942761421203613
235,165,0.0070009111351242315,40,0.516349196434021
36,209,0.0009909077321344126,36,2.22666335105896
111,236,0.007756420105057108,66,0.7512934803962708
236,164,0.006855071516835051,125,0.9722172021865845
147,212,0.00561346484199891,70,0.9435476064682007
182,175,0.0016237606681076373,121,2.0981216430664062
79,167,0.003632065190312688,106,1.9382661581039429
201,68,0.004316626257866774,45,1.0358638763427734
124,108,0.0012220323724069229,94,2.1920833587646484
187,144,0.009461700440380985,110,0.719750702381134
155,236,0.008881140349878256,36,0.4741789400577545
122,181,0.009104358912263247,128,0.9518223404884338
69,160,0.009527067553799343,120,1.0503300428390503
85,196,0.005436614738358216,64,1.212690830230713
53,117,0.008102262747925396,86,1.207406997680664
218,47,0.006184246033118263,44,0.7172002196311951
60,236,0.002189346088296629,59,2.0831425189971924
256,208,0.008575225808446727,92,0.6260223984718323
39,133,0.0036676547629990344,48,1.9661520719528198
165,93,0.0002465527051492287,81,2.28055739402771
99,153,0.005903426679418787,41,0.8355587720870972
72,107,0.000881519119033771,80,2.2418458461761475
93,48,0.004373113688429105,94,1.799334168434143
65,129,0.0011798628728954604,40,2.1577327251434326
182,247,0.0031053377930338262,54,1.3515740633010864
60,213,0.007465327695704899,69,1.1817642450332642
60,183,0.0025347442977616636,43,1.9532440900802612
79,111,0.009333066166477338,83,0.8910688161849976
189,185,0.003432160362049578,114,1.7157901525497437
163,165,0.008256731768392684,96,0.281160831451416
215,203,0.0011171435040421324,44,0.47556114196777344
239,34,0.0008799013179697898,56,0.7328988313674927
127,242,0.001283702926538499,79,0.6361364126205444
165,250,0.0007858000544576027,36,0.5650522112846375
85,94,0.005463956393181293,84,0.32392507791519165
93,102,0.0033757319834273785,42,0.3161659240722656
238,79,0.009879767680895518,105,0.2554289698600769
199,248,0.005982811228643917,105,0.31871652603149414
136,127,0.005900836062955663,121,0.33928796648979187
46,246,0.00852568551960571,88,0.29893064498901367
165,88,0.0006134642693784357,118,1.5306085348129272
164,53,0.007027894168284711,102,0.3024229407310486
254,132,0.004901062482671964,52,0.2730216085910797
191,124,0.006510817635712062,82,0.2856837809085846
177,172,0.0035200906461776067,57,0.3245180547237396
88,238,0.005188848200467726,94,0.342088907957077
193,74,0.0035203278715980964,86,0.3607627749443054
117,158,0.009184523934990014,91,0.2742961645126343
205,50,0.0016778348793575048,92,0.5579691529273987
251,121,0.009274673415475103,116,0.27412548661231995
144,161,0.004490002144856725,35,0.26113757491111755
256,50,0.006012632867263378,126,0.342730849981308
156,204,0.009248002385075258,79,0.248151957988739
78,196,0.00903438074310935,100,0.2813224792480469
99,229,0.008867577745666712,42,0.21735534071922302
67,250,0.0006211839542295693,96,1.8022165298461914
42,186,0.007612427047061988,120,0.3399982452392578
68,168,0.008174567527257124,61,0.2579030394554138
117,183,0.0043098756216133766,55,0.30767562985420227
153,133,0.009553505913324743,87,0.2620028555393219
255,219,0.008847221929400437,110,0.2758032977581024
119,230,0.004284246809159824,56,0.31015753746032715
135,197,0.008374760519493558,71,0.2559346556663513
208,109,0.009415213853595549,33,0.1760059893131256
126,45,0.0030249668644082477,39,0.33098354935646057
223,193,0.008893880631911717,48,0.20934568345546722
171,85,0.00739407314510406,52,0.24540334939956665
133,54,0.0035818162378107757,91,0.37958016991615295
44,172,0.006515164033773785,101,0.3389294147491455
170,217,0.0031946800046956003,44,0.31082868576049805
220,116,0.00022640302661391346,95,2.108286142349243
77,123,0.0025566186078715097,75,0.42275550961494446
228,101,0.0035641926940918963,73,0.3454325199127197
193,235,0.0020207421888335446,59,0.4020824134349823
166,239,0.001914388958816289,95,0.5228532552719116
242,223,0.006695932669454738,113,0.3086192309856415
234,111,0.009815635642766789,115,0.27145588397979736
148,84,0.006429851515871815,118,0.3339919447898865
111,50,0.009395177934850233,84,0.2677135467529297
160,142,0.009496014962542994,50,0.21222075819969177
97,132,0.0030806751813753632,77,0.40702083706855774
169,246,0.006852315898329953,43,0.23057471215724945
173,231,0.0077928708673443885,65,0.24687762558460236
48,103,0.005979976302406723,63,0.30805864930152893
209,100,0.009707680636919246,95,0.26698020100593567
52,96,0.007028801187809662,86,0.3049323856830597
77,171,0.009200425964855938,48,0.22953888773918152
167,56,0.009755179544824938,58,0.21838386356830597
83,180,0.0032829159222254327,85,0.39359551668167114
144,47,0.002412817913024675,106,0.4890482425689697
171,212,0.00461511042095824,124,0.3734103739261627
128,68,0.0035902583320213143,83,0.3717111051082611
240,147,0.0033075248432316243,63,0.32779261469841003
47,159,0.00529243639959767,75,0.3305674195289612
53,76,0.001669193464425315,38,0.44519633054733276
229,156,0.0037960387016391273,48,0.29187890887260437
238,162,0.008357573537622431,124,0.2948826849460602
51,106,0.004537250662109678,87,0.37041375041007996
65,64,0.0004489750492357019,67,1.5715386867523193
