Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
54,164,0.0016020432103105448,71,0.5861899256706238
97,161,0.009714227069989508,49,0.23002833127975464
71,221,0.009764517590975708,90,0.27988195419311523
232,79,0.007963463204764758,71,0.258974552154541
160,160,0.0022641930612680877,72,0.4170427620410919
188,213,0.004183698362017627,106,0.3620520234107971
70,32,0.008844236870913444,92,0.30558842420578003
99,207,0.009443388046532074,90,0.2720187306404114
135,149,0.00499371871081937,33,0.2557274401187897
226,212,0.007854573924178838,74,0.2605487108230591
66,181,0.006917266793306422,122,0.3368230164051056
142,189,0.009389658417060296,38,0.19243520498275757
40,156,0.0044120054236377396,44,0.30671823024749756
94,163,0.0049053955354723755,86,0.3412173092365265
252,136,0.0063640771031841644,108,0.30679062008857727
246,251,0.0036515817511581965,107,0.37559303641319275
230,238,0.00016611615748968037,124,2.199082851409912
123,251,0.0075695600390981175,36,0.20966754853725433
82,158,0.006357866123545979,47,0.2678554952144623
240,250,0.005031246861338063,108,0.32901716232299805
226,44,0.004126445393617528,44,0.2874440550804138
201,182,0.005304084702349157,40,0.24431301653385162
89,123,0.009320113707744887,96,0.2781306207180023
68,165,0.009672789665205156,75,0.2610850930213928
152,46,0.005843947133553295,49,0.2672351896762848
209,193,0.008570579299130998,50,0.21378955245018005
158,246,0.00031325031294119325,122,2.133057117462158
144,198,0.006247735925167238,36,0.22738727927207947
199,182,0.0016033234671823271,122,0.6981514096260071
72,77,0.0007620670999207042,64,1.0695115327835083
87,124,0.003091857298589377,114,0.07407522201538086
219,131,0.0022562652312700035,46,0.05018017813563347
198,221,0.005912573412192466,33,0.02652697078883648
89,50,0.007990787935312764,67,0.05032825842499733
189,230,0.0030905191596937824,54,0.04096347838640213
243,116,0.004404284571003369,59,0.03546171635389328
169,123,0.001910053999022878,121,0.0823511928319931
236,143,0.006901395278325458,69,0.028133582323789597
83,45,0.0011836066091158134,38,0.12995292246341705
77,56,0.004074946745258625,73,0.07609046995639801
223,243,0.003996167400397059,116,0.04070485755801201
130,179,0.004652042214146532,104,0.04862150549888611
247,106,0.0007354803085707949,114,0.13222698867321014
32,192,0.0007581700090029965,124,0.23592139780521393
172,92,0.0001238549785579211,43,0.2758297324180603
252,221,0.009988266661013611,66,0.027358708903193474
78,72,0.00955342792010054,52,0.04728779196739197
243,207,0.008057771384504534,48,0.023958034813404083
122,135,0.0018944914836684086,103,0.08720875531435013
112,66,0.005139721432388088,40,0.047649431973695755
153,37,0.002585043754959602,106,0.08254551887512207
141,88,0.004471806152258494,84,0.05252948775887489
47,222,0.00576420982612923,97,0.07218873500823975
122,51,0.003088574745069951,45,0.06134197860956192
106,115,0.0015612809945928848,103,0.1079176589846611
190,165,0.006953146565381936,117,0.033631831407547
196,207,0.008421356771410104,59,0.02922985702753067
152,191,0.009570545554102047,108,0.0351945236325264
184,68,0.003829801096710142,42,0.04207920655608177
202,156,0.005190877407377763,128,0.040763724595308304
245,204,0.0059475811068642305,104,0.03284444659948349
219,185,0.0031164135822520623,94,0.0464152991771698
158,98,0.009889095933339658,59,0.03259557858109474
178,76,0.0032514760719803276,126,0.059611059725284576
230,244,0.003988360853293725,123,0.03981511667370796
199,171,0.008892136618632668,38,0.02584667131304741
221,62,0.006222186077073888,64,0.03221380338072777
183,74,0.006302842652601266,98,0.03905295580625534
32,91,0.005546516772490364,104,0.10368698090314865
179,241,0.003234911244691016,34,0.036632414907217026
38,213,0.001251670237851537,72,0.16170284152030945
50,148,0.0012267256165823636,42,0.1361377239227295
149,40,0.006034951571952444,126,0.056081488728523254
185,66,0.007091741286217005,73,0.03551304340362549
229,245,0.008872928435869573,34,0.02601129561662674
216,185,0.002720085313764486,113,0.05260744318366051
164,40,0.007152152502993326,57,0.040497589856386185
86,99,0.004745398752568205,66,0.05754164233803749
90,42,0.0066598631851834305,59,0.0576329231262207
184,225,0.009385053543977234,63,0.029660774394869804
215,160,0.0021031160313146587,88,0.059199243783950806
226,168,0.0034240239286170543,126,0.047762107104063034
148,183,0.006099458724657276,32,0.03234630078077316
252,114,0.007024112813341897,34,0.02593524195253849
157,177,0.0032578305956934947,46,0.042011044919490814
108,235,0.008805850939818755,37,0.035300977528095245
43,107,0.008236337002972332,95,0.07597218453884125
181,229,0.004719913661879378,122,0.041684556752443314
103,133,0.00988776663737168,109,0.040664467960596085
204,123,0.0008264952269241334,61,0.1084500253200531
152,80,0.005815569426668737,103,0.04580140858888626
82,185,0.004927291140360659,122,0.06507212668657303
243,44,0.003681318193891205,128,0.05673800781369209
171,155,0.007775525597445335,101,0.03278909623622894
100,122,0.006842974692695066,73,0.04803108423948288
187,114,0.0056485906143591055,74,0.03716808184981346
126,209,0.007919903822142478,116,0.040302764624357224
153,209,0.008386146635775573,44,0.03068903274834156
35,69,0.007997138695268613,71,0.0906582698225975
224,67,0.0015959545432729775,119,0.08911919593811035
239,193,0.0027252937688933008,57,0.04039039835333824
208,159,0.0024737891637632223,65,0.049845531582832336
98,105,0.007006122209232443,44,0.04294004291296005
76,98,0.0069872974216160615,53,0.04833178222179413
38,113,0.005765039285662661,97,0.0883207768201828
185,196,0.006514496255446752,45,0.02937617525458336
183,203,0.008592822628685362,110,0.031879011541604996
201,191,0.0016707673471508626,43,0.05838858708739281
165,115,0.006823487562760509,71,0.03589975833892822
205,200,0.008497638181135395,78,0.027071146294474602
190,229,0.005353072743635431,79,0.03248712792992592
246,100,0.008516099712737589,44,0.026774518191814423
106,193,0.0027822927627537694,33,0.0543346107006073
184,237,0.0004861260842441404,58,0.14171360433101654
32,54,0.009062467624301816,90,0.09136565774679184
163,104,0.0058648170456090274,92,0.040335800498723984
250,173,0.004662717007726777,101,0.03430483490228653
248,38,0.006006902974850919,63,0.03612707182765007
32,104,0.004711744578173536,128,0.11350340396165848
53,111,0.00818936325780509,122,0.06813354045152664
39,168,0.007307594162952412,60,0.07237894088029861
64,40,0.0018767022058081043,35,0.1194801852107048
86,95,0.0008017194901947022,48,0.14974594116210938
35,50,0.005422662167387677,127,0.11722293496131897
144,54,0.00331464534976114,87,0.06248820945620537
43,167,0.003785394506225924,119,0.09253782778978348
66,200,0.0005332615303140021,94,0.21527257561683655
86,218,0.000624105333917745,106,0.1900450885295868
117,208,0.0029853160967686972,37,0.0509737990796566
150,133,0.0031631571525369893,109,0.060194265097379684
220,158,0.0022330199253002263,98,0.16330136358737946
189,190,0.009285320997502311,117,0.06392661482095718
253,130,0.006955082267187567,62,0.056549541652202606
128,191,0.009615074751542295,127,0.07789430022239685
200,69,0.009331911825168168,36,0.043148577213287354
80,146,0.0013091080989139795,91,0.24816066026687622
153,82,0.0038318845114029654,34,nan
202,192,0.006466042355123236,52,nan
165,148,0.0032454497300235564,85,0.12877371907234192
196,110,0.007174765829413828,127,0.08196929842233658
148,188,0.006989996905996595,125,0.0949513390660286
135,155,0.00822675659391799,44,0.0565793514251709
128,251,0.005106891475636359,119,0.11629393696784973
239,89,0.006918156857864414,107,nan
226,89,0.009280981335944277,116,0.06201734393835068
152,210,0.009774808855256896,34,0.049214087426662445
214,249,0.006653648015298526,117,nan
166,166,0.00146555380495157,103,0.2137898951768875
165,202,0.002386685677979867,48,0.13286451995372772
43,244,0.005532462727039657,127,0.16521349549293518
67,50,0.004104918899457775,113,0.1685996651649475
181,77,0.006911319576819116,53,0.06057043373584747
176,142,0.008022024651984679,109,0.07358747720718384
126,42,0.00907865191971635,33,0.05772285535931587
162,205,0.007817086433988806,120,0.07855163514614105
234,216,0.007907490097219546,95,0.060763679444789886
170,138,0.002764788638715226,56,nan
145,229,0.00955565354000562,92,0.06421248614788055
74,63,0.004735615233120868,42,0.1093006581068039
239,214,0.0017397075673932878,99,0.1837760955095291
62,241,0.00380160892083431,32,nan
93,101,0.009162137839647339,119,0.09273175150156021
75,243,0.002218077501812793,128,0.22510364651679993
70,54,0.007203837795248941,94,0.1018524318933487
116,78,0.0024731460109777095,69,0.1588837206363678
198,254,0.0040022093804751675,67,nan
153,137,0.004594644406034744,108,0.11315988004207611
50,161,0.0005213777128516217,116,0.43752986192703247
145,255,0.00695503071015164,106,nan
107,212,0.001314099068850043,89,0.23634500801563263
220,214,0.006103525617596524,34,nan
197,38,0.005189084134559529,54,nan
218,202,0.007005985577841612,110,0.07387074828147888
71,136,0.009216964229658708,48,0.07316595315933228
50,168,0.004319679276546795,69,nan
170,207,0.0031029426018366413,113,0.14527380466461182
33,135,0.008479552008328268,92,0.1238488182425499
73,37,0.004960761636164537,56,0.11704736202955246
153,194,0.007365088212458125,110,0.08091277629137039
76,202,0.0014167142587125404,93,0.2521181106567383
225,214,0.0028445813058531576,74,0.12736190855503082
189,254,0.003420664188732383,34,0.08312532305717468
89,182,0.00847063223346849,115,0.09240009635686874
59,120,0.007709867456986954,100,0.11175240576267242
253,186,0.006181464128611588,65,nan
165,170,0.009543166386114039,65,0.05597696080803871
118,91,0.006112243431012304,105,0.09865083545446396
134,92,0.0030056566819434065,114,0.15969325602054596
38,102,0.0054898347933184264,56,0.13525332510471344
128,137,0.009432242200241943,106,0.0731210857629776
120,208,0.0052528198942897305,99,0.11576753854751587
48,195,0.008362178038074763,33,nan
227,53,0.00035367106882107043,74,0.35492417216300964
43,219,0.001481021392832266,88,0.2595045268535614
42,131,0.006676145806895677,117,0.14851896464824677
160,147,0.008945037907117922,72,0.05880368500947952
221,182,0.002108534448996732,86,0.15471184253692627
92,138,0.004290097173282858,48,0.10554779320955276
156,190,0.005039483636136832,45,nan
169,74,0.004965638679410916,60,0.08548880368471146
35,256,0.004166588653673635,61,0.16342061758041382
148,232,0.0039335932082174875,35,nan
252,196,0.00486353478111832,120,0.10017235577106476
39,130,0.007801065676711613,75,0.1194416955113411
132,156,0.0032251505830762656,53,nan
33,88,0.00293455607568184,101,0.23870882391929626
194,213,0.007206809983129967,44,nan
123,206,0.008718231808615686,100,0.07321824878454208
126,188,0.0047052865289957235,122,nan
249,209,0.0034416256830149703,67,nan
148,95,0.005584954058096286,45,0.06948639452457428
201,182,0.0032978969053591165,61,0.10601647198200226
57,200,0.007230388494812092,32,0.08090243488550186
105,65,0.0038254134302036008,102,0.14659951627254486
101,44,0.0034900988110542095,96,0.16161639988422394
223,113,0.006411600381924176,66,nan
230,242,0.004191586572500232,35,0.06746357679367065
57,206,0.00595929530206326,117,0.14330241084098816
195,236,0.0026092618978913198,87,0.1420099437236786
198,145,0.0007908828400029312,69,0.25528356432914734
50,87,0.007199034064060812,125,0.14510641992092133
216,40,0.009835414665753188,123,0.06674709171056747
137,199,0.0034175714586135502,73,0.13100317120552063
244,80,0.0021091619692514153,69,nan
99,39,0.005207522639585694,43,0.09115346521139145
47,81,0.009594175593362257,55,0.09487635642290115
125,235,0.007715697535767125,80,0.0768793523311615
239,194,0.007624034841924516,79,0.05729464814066887
182,63,0.0009414361285152719,81,0.2558070421218872
122,97,0.0014645456188103513,65,0.2108166515827179
129,127,0.0058612919690513845,119,0.05027644708752632
157,253,0.0055798204482465944,99,0.04937087744474411
132,67,0.0045978432345869374,41,0.05821274593472481
32,150,0.003162647102414051,49,0.07507544755935669
122,156,0.007360879275774503,113,0.056627411395311356
224,34,0.008589662840262713,120,0.04964761808514595
97,99,0.0016581168727630973,56,0.04495108500123024
181,114,0.009047630743950538,67,0.07450545579195023
82,39,0.0023172846709448745,120,0.05355822667479515
105,209,0.004277571283338612,76,0.053677741438150406
182,182,0.005829973529477216,86,0.05337785929441452
218,56,0.004632716589295058,112,0.04058808460831642
150,143,0.0004008537967363096,80,0.08832602202892303
74,248,0.0013326194362934553,63,0.05271533876657486
41,125,0.007692746390063813,47,0.0938621386885643
73,60,0.0026622404287652696,96,0.05407853424549103
102,46,0.009702544853690523,41,0.09390559047460556
145,153,0.00787428895914807,106,0.060642655938863754
48,107,0.0005368492370240106,124,0.13830724358558655
75,53,0.0021942525043540636,121,0.06318388134241104
48,211,0.009282998924531145,124,0.0757196769118309
108,61,0.00904373986823609,123,0.059194136410951614
213,225,0.009845347753766276,51,0.0956755131483078
169,221,0.0058294237373646435,112,0.04878721758723259
95,49,0.007604394161484014,40,0.0775955319404602
58,60,0.007614663045378403,63,0.07573450356721878
71,135,0.00980977352959704,57,0.09168056398630142
111,196,0.00435368657758729,33,0.06609179824590683
143,250,0.00035014884628167554,115,0.1074671521782875
215,192,0.0014298482673268539,32,0.03593387454748154
194,82,0.004693444169646854,77,0.045459918677806854
190,148,0.0024348457807116695,114,0.035468436777591705
113,118,0.007136881932587376,67,0.0685436874628067
158,80,0.0063868048574945695,46,0.06663057208061218
115,102,0.0027414578005439385,109,0.04225825518369675
113,146,0.0057411618220553655,41,0.0721198245882988
224,131,0.005669016733145299,96,0.04816330224275589
197,50,0.006067413887113242,112,0.044873081147670746
150,129,0.0017026219834653477,51,0.03817831352353096
143,59,0.0078540162494283,42,0.07836588472127914
178,169,0.0030468352561585014,107,0.03534114360809326
160,87,0.006013559149278682,99,0.0495685376226902
189,86,0.006170347325723096,66,0.060138411819934845
250,98,0.001294824340418871,44,0.031159861013293266
212,66,0.00842314138300656,90,0.056806448847055435
138,105,0.002979393493538368,98,0.04142483323812485
95,73,0.0076391884283587164,86,0.06743647158145905
233,59,0.009909870362454023,91,0.06799463927745819
59,91,0.003271571038986594,77,0.05651647597551346
112,221,0.001026942974361465,56,0.04279939457774162
83,150,0.008325862854174861,47,0.08773680031299591
181,40,0.005372335197823731,62,0.04887592792510986
139,84,0.005652760114303424,49,0.06164337322115898
92,113,0.008873188352817245,86,0.07092419266700745
195,160,0.008495761873910627,84,0.06923212856054306
42,230,0.0057359578824855905,100,0.06446515768766403
252,108,0.0011272487149249846,70,0.03532411530613899
154,50,0.008144360322429458,57,0.0704430639743805
37,227,0.006052019452123714,75,0.07263036072254181
235,83,0.002056897734171173,95,0.031179578974843025
110,119,0.008601510363934688,122,0.05415613576769829
200,170,0.00981370985487351,121,0.06472388654947281
149,132,0.007224434032643318,60,0.07254431396722794
241,74,0.009114501052955915,103,0.05743473768234253
228,132,0.008113458978818813,40,0.08212734013795853
107,155,0.003372314852573494,64,0.043382637202739716
241,217,0.0018396292428809803,35,0.036649126559495926
179,48,0.007264950588498923,45,0.0701770931482315
148,220,0.0002855790427497661,123,0.12614606320858002
34,131,0.004086301505089797,96,0.07120271027088165
175,241,0.002300949559235943,49,0.0418301597237587
219,192,0.006904150973085319,55,0.07131177932024002
168,175,0.002439202288155434,53,0.03872159868478775
173,127,0.00864996583333695,80,0.07386798411607742
92,163,0.001485807992353535,42,0.04497457295656204
166,62,0.005526993887670599,55,0.05589025467634201
60,71,0.0028213584544315028,62,0.05723733454942703
111,123,0.009229490794516173,125,0.06459628790616989
132,79,0.0038577558432639865,44,0.05036184936761856
155,100,0.0016720209407333746,111,0.04108408838510513
97,163,0.009226419099496027,79,0.079074926674366
105,91,0.0022208080497887546,52,0.04428274184465408
61,62,0.006751805155258628,53,0.076387420296669
36,101,0.0038729351282603777,74,0.06975959241390228
192,124,0.009417537631913485,53,0.08710721880197525
91,70,0.0035326910879080508,91,0.0488455593585968
157,145,0.006187489065548326,81,0.057890404015779495
87,148,0.005142599972171131,108,0.05014714598655701
138,59,0.004743115188923554,36,0.05921434238553047
226,92,0.0007407895566976724,96,0.0490938201546669
167,96,0.0021654918071717408,124,0.039543233811855316
81,80,0.004466259574153164,100,0.048853565007448196
256,133,0.003689774666149706,126,0.03506859764456749
215,206,0.003935027517752714,124,0.03724078834056854
145,167,0.008653210949481804,70,0.07292775809764862
68,81,0.009817949044479387,95,0.0752071887254715
230,255,0.0035804546423471445,117,0.03788891062140465
42,213,0.0017320312287592877,82,0.0672527477145195
74,66,0.00982725557962439,111,0.06857846677303314
175,210,0.008254197293435744,69,0.07451457530260086
161,118,0.0010563392156900488,96,2.3019521236419678
43,155,0.0031392149511390703,75,2.3014066219329834
84,207,0.004086610778240032,103,2.301326274871826
176,184,0.0009338809755918929,112,2.302036762237549
133,41,0.0007027112831191259,44,2.3020811080932617
157,209,0.0013828903147638713,92,2.301823377609253
178,193,0.0001266698510642948,102,2.3024888038635254
75,133,0.008778682355683777,81,2.3011910915374756
155,247,0.007437187865546383,115,2.301204204559326
145,56,0.008262230560900795,81,2.3011951446533203
93,219,0.009162554020744612,70,2.3011908531188965
75,226,0.0024044691551064665,124,2.3015708923339844
52,95,0.009381503988273043,85,2.3011927604675293
91,169,0.009678704051059552,59,2.3011887073516846
64,152,0.000815418769934419,45,2.302031993865967
60,143,0.0043650283711214625,69,2.301272392272949
160,38,0.002431119257537374,105,2.301555871963501
106,248,0.0040010618109652014,86,2.3013179302215576
134,180,0.0065942582910746474,84,2.3012099266052246
201,241,0.007005186542656964,125,2.301215887069702
215,253,0.0025792152665390744,124,2.3015377521514893
56,134,0.0034731822782676914,55,2.301332712173462
109,50,0.007051361809322737,54,2.3011960983276367
161,249,0.008690407415632559,70,2.301190137863159
40,68,0.00045022414852511977,58,2.302250862121582
212,127,0.004233172919909006,94,2.301302671432495
159,250,0.00905763601206018,45,2.301187515258789
249,138,0.002831938369224257,49,2.3014073371887207
171,66,0.008679117071800703,32,2.301187753677368
102,249,0.00015289346960246282,106,2.3024725914001465
204,225,0.0008232390037914149,32,2.3020081520080566
242,42,0.009892523443091545,124,2.3011934757232666
75,45,0.0010690787904050413,60,2.3019309043884277
87,191,0.009574532917131902,120,2.3011932373046875
48,93,0.00975748090459356,53,2.30119252204895
113,43,0.0002044946324038541,42,2.302415370941162
90,96,0.006767110778576336,41,2.301197052001953
208,50,0.0012785909125665282,91,2.3018667697906494
188,252,0.0005444118128122035,45,2.3021836280822754
51,225,0.004484193911680288,45,2.3012633323669434
74,254,0.005583042079516966,80,2.3012280464172363
112,66,0.0035171857445482793,81,2.301359176635742
256,236,0.002920718671107274,124,2.3014726638793945
42,180,0.007023946131787175,36,2.3011929988861084
104,33,0.002812798289941679,44,2.301417350769043
84,37,0.0044761175376344465,32,2.301245927810669
37,102,0.003901487108326977,86,2.3013248443603516
144,250,0.00858002577213891,83,2.3011927604675293
44,52,0.003396598321808038,81,2.30136775970459
84,37,0.00436206218244403,56,2.301271438598633
149,175,0.001907562066782031,44,2.3015987873077393
62,149,0.005115503182389598,124,2.301267385482788
35,72,0.002822226205977423,89,2.3014519214630127
204,225,0.004743514720901179,112,2.3012781143188477
59,187,0.003715041451923628,73,2.301328182220459
178,206,0.00010400572618267385,107,2.3025081157684326
232,172,0.007955135364066451,53,2.3011903762817383
198,119,0.004800519937131131,64,2.301252841949463
252,49,0.008264158377886379,99,2.301194190979004
169,36,0.00013875294261021226,112,2.3024847507476807
198,151,0.004573455063342872,76,2.3012757301330566
109,253,0.006824138238527117,84,2.301206588745117
214,174,0.008513026591967463,34,2.3011889457702637
205,60,0.002307732045839796,57,2.301516056060791
72,41,0.005650627199421602,97,2.3012335300445557
110,204,0.002822926387637832,56,2.301422595977783
214,173,0.006439322400292587,53,2.3012027740478516
241,149,0.0016376370910040714,115,2.3017561435699463
98,211,0.0068798074353427115,63,2.301198959350586
96,140,0.005631422395486499,119,2.301241397857666
229,65,0.0001474937236165494,56,2.302466630935669
136,205,0.00831721020023038,119,2.3011984825134277
129,140,0.005154692799045766,46,2.3012304306030273
148,153,0.0037329720949264016,69,2.3013181686401367
203,41,0.001305382247175187,103,2.3018651008605957
117,204,0.0053483686581689855,52,2.3012242317199707
89,173,0.003961226846748544,106,2.301337480545044
150,155,0.007036564940880946,45,2.301196813583374
157,141,0.0027958751219932486,45,2.301417350769043
208,188,0.00786006318687636,53,2.3011929988861084
101,57,0.009285980517993658,48,2.30118989944458
247,216,0.009494352179741967,73,2.301189661026001
134,88,0.0024023567106635983,57,2.3014988899230957
44,196,0.008464461076771637,118,2.301196813583374
172,154,0.00997645188258201,100,2.30119252204895
234,252,0.004192196185348263,100,2.3013031482696533
200,112,0.009126998983311381,103,2.30119252204895
154,107,0.008442238509961307,32,2.30118727684021
219,133,0.009762250461618745,123,2.3011934757232666
80,133,0.002714786250917138,41,2.301419258117676
117,191,0.004394570367832033,86,2.301286220550537
36,192,0.009310235063107375,100,2.3011913299560547
177,58,0.0005079220089090209,47,2.30220890045166
234,256,0.0024837090146375674,76,2.3015084266662598
53,59,0.009858331869312459,111,2.301192045211792
45,135,0.0035525270952341567,61,2.301333427429199
63,200,0.0073504328514707035,43,2.30119252204895
43,53,0.008708514369277083,126,2.3012001514434814
122,143,0.002385677152227966,92,2.3015339374542236
