Optimizer,Hidden_Layer1,Hidden_Layer2,Learning_Rate,Batch_Size,Loss
Nadam,186,173,0.004002391186277917,86,0.043115824460983276
Adadelta,189,99,0.005592398368557608,44,0.7504506707191467
Adagrad,89,202,0.004743150223480972,87,0.33890780806541443
Nadam,137,162,0.0033395978837998867,124,0.03796318918466568
Adamax,121,108,0.00838017119329825,38,0.036428045481443405
Adam,121,256,0.00871979943749267,105,0.07101976126432419
RMSprop,79,150,0.005630159771305753,69,0.07261519134044647
Ftrl,85,118,0.005872121637454692,100,2.3012301921844482
Adagrad,172,143,0.009618661604527618,122,0.2874925136566162
Adafactor,74,127,0.005845934303745734,61,0.10380560159683228
Nadam,203,195,0.003501809631023597,48,0.046889834105968475
Adamax,251,129,0.0066742290931757955,103,0.03385374695062637
Ftrl,172,81,0.0032573452170754063,45,2.301351547241211
Nadam,159,162,0.004514738447361338,86,0.04593075439333916
AdamW,62,120,0.006507306474304583,50,0.07928414642810822
Adagrad,178,202,0.003823691734154913,68,0.3300538659095764
Adam,227,84,0.0027711471132816474,86,0.03567107766866684
AdamW,93,182,0.0005798701589677739,36,0.05933534726500511
Adamax,161,128,0.007010088169454145,111,0.03780347853899002
Ftrl,120,236,0.005072670262765975,68,2.3012397289276123
Adagrad,114,84,0.009868321173866044,65,0.23911018669605255
Adagrad,239,250,0.007757761363142068,78,0.25865083932876587
Adagrad,141,85,0.008509711855728939,112,0.29455703496932983
Adam,118,248,0.0035525222886620303,105,0.044449858367443085
Adagrad,132,222,0.004039426352263173,46,0.2931576073169708
Ftrl,93,196,0.008030657098930853,49,2.3011910915374756
SGD,85,197,0.00011226868461072605,88,2.291041612625122
Adamax,170,162,0.0036112262397278443,119,0.050685733556747437
SGD,83,215,0.001187812279809064,37,0.9777575135231018
Adadelta,84,154,0.002986194123117303,111,2.0539045333862305
Nadam,254,98,0.0020848166594446705,94,0.03228120505809784
Adam,237,205,0.0024979111097426345,96,0.03535083308815956
SGD,189,163,0.0037591525329496024,104,0.7486275434494019
Adam,67,249,0.004770726564379067,85,0.056734345853328705
Adafactor,156,151,0.002735064672234618,64,0.1313655525445938
Adadelta,216,249,0.005977618155396509,58,0.7089726328849792
Nadam,198,219,0.0013246050571435394,74,0.03544194623827934
Adafactor,152,91,0.006699231393466112,106,0.08770319819450378
RMSprop,189,48,0.0029733260804743937,68,0.044290218502283096
Adam,205,198,0.009989311878388004,40,0.10407247394323349
AdamW,139,254,0.008835226151678576,95,0.07519946992397308
AdamW,36,194,0.0027863276882934894,127,0.0752529576420784
Adafactor,224,189,0.005120139305303671,114,0.09303969889879227
Adamax,227,255,0.0014645498733621449,53,0.060767609626054764
Adafactor,137,173,0.002339138244473808,104,nan
Adafactor,206,124,0.004564448669763268,102,nan
RMSprop,169,186,0.004741431429279137,101,0.048480190336704254
Adam,32,93,0.0013132833120532664,89,0.10824936628341675
Adamax,249,84,0.0060279643106269975,107,0.03521852567791939
Adam,123,48,0.009620420367380342,44,0.08916646242141724
Adamax,131,253,0.0006312027606358203,92,0.15073274075984955
Adadelta,53,216,0.0058234182602213075,70,1.370611548423767
AdamW,86,180,0.008430402010639985,113,0.06460690498352051
Nadam,198,149,0.0033332404322222293,85,0.039977066218853
AdamW,222,250,0.007765271249847666,125,0.060070719569921494
SGD,197,97,0.005047213429653888,40,0.3489123284816742
SGD,134,197,0.0040056286777333605,81,0.602556049823761
AdamW,210,163,0.0012800406252528372,75,0.036677468568086624
RMSprop,79,164,0.00515741430855828,100,0.0580405630171299
Adafactor,171,233,0.008844328601598334,120,0.07139451801776886
AdamW,96,63,0.0049684732323395054,72,0.055482860654592514
RMSprop,48,40,0.007155341315710616,76,0.0884602889418602
Adadelta,130,187,0.004624215739941922,102,1.49214768409729
SGD,90,157,0.009744247753779947,36,0.27969080209732056
Nadam,203,189,0.005179576900581322,74,0.05028092488646507
Adafactor,251,186,0.004157610630690931,101,0.1062050461769104
Nadam,108,105,0.001078200441840667,104,0.0592460110783577
Ftrl,99,34,0.0030561635613742,110,2.3014371395111084
Adamax,179,111,0.0040494929302255026,116,0.0519365631043911
Ftrl,192,32,0.0012022665309278377,99,2.301905870437622
SGD,91,162,0.007127703588712239,61,0.36787644028663635
Adadelta,168,49,0.006659895935218167,76,1.0086801052093506
Adagrad,157,199,0.006923512411678927,53,0.24628551304340363
Adadelta,71,174,0.005955927491796016,47,0.9894204139709473
Adadelta,137,241,0.005154216382897687,78,1.130161166191101
SGD,63,71,0.005294380045620272,68,0.4568435847759247
Adagrad,223,62,0.005116410194813929,48,0.2668895423412323
Nadam,182,58,0.005190475752900484,51,0.055402494966983795
Adafactor,199,87,0.009084062781609588,38,0.04602810740470886
Nadam,215,132,0.004933384123257262,128,0.03947729617357254
AdamW,247,98,0.008210285343246592,125,0.054427094757556915
Adadelta,100,220,0.006469081626312875,96,1.1842386722564697
AdamW,239,82,0.0008413775620069395,88,0.04684465751051903
RMSprop,135,115,0.00850236575637172,123,0.06640609353780746
Nadam,184,50,0.0042739237782876745,105,0.038039326667785645
Ftrl,123,241,0.002993768342021706,35,2.301377773284912
Adagrad,213,250,0.0036518989035149003,62,0.3210858702659607
AdamW,61,68,0.006018984764826368,34,0.08545289188623428
AdamW,239,202,0.005403744011900892,93,0.04816577211022377
Ftrl,234,92,0.005853899161381308,123,2.3012404441833496
RMSprop,118,255,0.00927880007665886,71,0.11404216289520264
SGD,248,105,0.00851673622613688,34,0.26522505283355713
AdamW,121,47,0.0005689689453469362,113,0.10604052990674973
Nadam,91,50,0.0022519416840118063,76,0.04774374142289162
Adamax,230,80,0.0006134266924328228,116,0.15185187757015228
RMSprop,180,49,0.008686885898466168,56,0.11661780625581741
Adadelta,40,85,0.00315335270762236,122,2.1987192630767822
Adafactor,64,207,0.0038471807451930717,112,nan
AdamW,135,248,0.005174384299687351,71,0.05659661069512367
Adafactor,63,106,0.007941325845445815,110,0.10928536206483841
SGD,94,93,0.001420387089247493,34,0.7034361362457275
AdamW,115,191,0.0009570236288347496,118,0.06276598572731018
Adafactor,153,252,0.004085647337931073,75,0.10899987816810608
Adafactor,114,171,0.0010167399419149065,125,0.28773266077041626
Ftrl,64,161,0.007005146797997015,103,2.301208257675171
Adam,204,175,0.005326638798244817,66,0.05671880766749382
Adadelta,100,125,0.004849615936031305,32,0.9338232278823853
Ftrl,145,40,0.006097192172688235,103,2.3012237548828125
Ftrl,184,201,0.00553000620820976,94,2.301232099533081
Adafactor,99,181,0.00485835150864382,62,nan
RMSprop,250,194,0.0075132418451479424,87,0.07557248324155807
Adam,152,99,0.008549787016807135,84,0.06457009166479111
RMSprop,243,141,0.0036247648593840374,114,0.03768341243267059
RMSprop,214,42,0.009570541632613859,114,0.0677328109741211
SGD,97,208,0.00861171870978438,54,0.3351244330406189
RMSprop,206,219,0.009584229455558653,99,0.09500431269407272
Adafactor,175,124,0.008900485657506917,97,0.06308603286743164
Adadelta,140,121,0.008349771605132063,96,0.8631665110588074
Adamax,86,79,0.0038413673426825005,121,0.08291558921337128
Adafactor,159,126,0.007211509049988555,48,0.058496762067079544
Adagrad,117,211,0.005719191853278884,62,0.28390851616859436
SGD,226,145,0.0020441871131486235,112,1.4364681243896484
SGD,106,238,0.0023919176543879,102,1.2950242757797241
Nadam,236,62,0.008217267209895754,49,0.07310493290424347
Adamax,156,235,0.009455874261307787,104,0.03402191400527954
Adamax,238,43,0.006671790981112801,42,0.03155800327658653
SGD,229,51,0.0069961084649041595,40,0.30950143933296204
Nadam,107,84,0.00924785612027721,92,0.06844985485076904
AdamW,224,255,0.004564192809476924,78,0.04995104297995567
Adadelta,132,215,0.006910010476283005,83,0.9043350219726562
Nadam,156,95,0.0020754696091784797,82,0.03844470530748367
SGD,162,114,0.008807382289027724,119,0.4338375926017761
Adadelta,51,244,0.0036386124743570717,41,1.5533961057662964
Ftrl,181,141,0.006333119852133949,58,2.301208019256592
Adam,155,105,0.009490533705657818,82,0.07272568345069885
Adagrad,198,158,0.001091863257258892,76,0.6725502610206604
RMSprop,62,222,0.008142875606717913,96,0.08630750328302383
Ftrl,49,242,0.0013021161975000897,41,2.301811456680298
Nadam,131,173,0.008037560499360823,52,0.0853901207447052
Ftrl,47,59,0.0024160835784407444,55,2.301490545272827
RMSprop,240,125,0.009830476707309774,77,0.10962512344121933
Adadelta,131,224,0.008426453643421584,65,0.6629745364189148
Adamax,49,250,0.0010017060151663853,85,0.15395711362361908
Adamax,131,253,0.005261479715400338,117,0.04428071156144142
Adagrad,75,55,0.0033394763551799107,36,0.3192283809185028
Ftrl,207,179,0.007274830032874203,123,2.3012077808380127
Nadam,244,220,0.007672903271364134,90,0.06255775690078735
Ftrl,189,90,0.0029113080714141897,93,2.301439046859741
Adadelta,255,177,0.0003890276683760251,43,2.191267251968384
Adagrad,202,60,0.00523622405171331,40,0.2560436427593231
RMSprop,235,142,0.0019381455707832005,98,0.03622440621256828
Nadam,185,39,0.009978767775855064,92,0.06733163446187973
Adagrad,95,158,0.0022570915970801845,67,0.42720767855644226
Adam,229,199,0.0035927514305484926,39,0.049254100769758224
Nadam,103,71,0.0003946369296779318,104,0.1298365443944931
Adagrad,101,240,0.009816694803052759,114,0.28904989361763
Adam,216,230,0.00887116578411649,118,0.06797892600297928
RMSprop,100,46,0.007915848286737647,90,0.07840453088283539
RMSprop,91,140,0.003872921851555047,71,0.053820375353097916
RMSprop,161,112,0.006063478794602793,34,0.12452127784490585
Adamax,117,135,0.001148481007662838,63,0.11114342510700226
Adagrad,180,58,0.009754827057131378,126,0.28480884432792664
Adamax,96,138,0.007321638002504341,90,0.04686683416366577
Adadelta,179,99,0.0059417672769913644,116,1.1909900903701782
Nadam,220,100,0.003713492417463818,50,0.04478517919778824
AdamW,188,192,0.0007852824617563208,104,0.05078364163637161
RMSprop,173,237,0.009259250758540186,41,0.15878944098949432
Adamax,52,124,0.007707815114837658,67,0.06483811885118484
Adafactor,237,65,0.009628132764180728,88,0.057018473744392395
Adafactor,106,194,0.008846387244404936,87,nan
AdamW,161,253,0.008959833249933939,76,0.07898494601249695
RMSprop,223,171,0.006438307032323237,75,0.07184359431266785
Ftrl,98,256,0.0067067100606463875,105,2.301213026046753
Adam,50,165,0.0072681997688908515,112,0.06979738920927048
Adamax,111,235,0.005731816719535969,40,0.038618482649326324
SGD,242,72,0.0002201996312084649,82,2.219712972640991
RMSprop,136,126,0.007759891920861069,83,0.07812069356441498
Adam,69,140,0.003919706323956899,96,0.056976255029439926
SGD,183,176,0.008608167165846732,125,0.4467815160751343
SGD,219,255,0.005670718069846405,38,0.33003443479537964
Adadelta,53,133,0.005563864355509395,39,1.1316381692886353
SGD,242,134,0.0035022293745676746,57,0.4794880151748657
Adagrad,120,133,0.005396999205837796,91,0.3267468214035034
Adagrad,142,245,0.009690952327309016,77,0.2467586249113083
AdamW,45,232,0.009132356810765982,106,0.08185721933841705
AdamW,85,244,0.004726203807190214,47,0.06309765577316284
Adagrad,140,236,0.0015218255695703187,96,0.644488513469696
Ftrl,94,166,0.004956296480886345,73,2.3012523651123047
Adagrad,87,204,0.00679376511855015,115,0.3322732448577881
Adam,179,205,0.008890090037078812,40,0.0962800532579422
Adamax,209,150,0.0020107257657700755,88,0.0643937811255455
Ftrl,70,110,0.0071044493524358605,107,2.301205635070801
Adagrad,82,190,0.0034800398205606675,97,0.40352025628089905
Adamax,113,35,0.0016591923386497598,92,0.11573097854852676
Ftrl,252,40,0.009454160488309053,87,2.3011906147003174
SGD,145,207,0.0016476484636278109,109,1.729131817817688
Adafactor,145,204,0.00219165400565189,59,0.15986479818820953
Nadam,120,236,0.0017347013759653838,61,0.04071076586842537
Adadelta,228,38,0.0039576528611036076,84,1.4944473505020142
Adam,50,166,0.0006639847494829056,113,0.11985991150140762
Adadelta,173,100,0.005934335844754191,122,1.2773252725601196
Adadelta,170,191,0.008793864093049348,125,0.8636453747749329
Adamax,85,111,0.0015566202446624722,99,0.11768680810928345
RMSprop,236,255,0.00037764896355626496,38,0.05852121114730835
Ftrl,61,169,0.0047482620256367744,90,2.301272392272949
SGD,38,124,0.004711867106756079,107,0.807939887046814
Nadam,137,78,0.008408895089272589,37,0.08719063550233841
Adam,209,189,0.0019706067315574775,89,0.03438344597816467
RMSprop,65,200,0.007239249344214945,91,0.08284194022417068
Ftrl,191,187,0.004871492178631275,122,2.3012759685516357
SGD,153,161,0.00727287154965604,50,0.3329450190067291
Adadelta,60,235,0.003176081563423007,87,2.015267848968506
Adagrad,201,220,0.0069466004358273315,44,0.22837750613689423
Adafactor,160,48,0.0071849946994117795,125,0.0940978154540062
Adamax,79,256,0.0029447194798254976,103,0.07868296653032303
SGD,114,137,0.0032483427864266044,62,0.574262261390686
RMSprop,176,77,0.009376521350719518,127,0.06857679039239883
SGD,248,150,0.0020200450406868413,56,0.6816996932029724
Adamax,115,186,0.005735361201157308,45,0.0375160314142704
Ftrl,202,204,0.007417256145873817,40,2.301191568374634
AdamW,186,237,0.0011458024645322775,81,0.03840121999382973
Adadelta,115,189,0.009157877021517302,53,0.5990456342697144
Adamax,43,191,0.00813179319384255,49,0.0656718909740448
SGD,246,180,0.000606354450430562,40,1.6819021701812744
Adamax,244,194,0.0008830015742789694,60,0.09404681622982025
Adam,184,70,0.0099377769024921,81,0.07623172551393509
Ftrl,47,186,0.0009397690786266894,75,2.3019847869873047
Adafactor,121,200,0.008637444724723928,42,0.057846564799547195
SGD,233,231,0.00909202652437347,72,0.3477088510990143
SGD,132,172,0.0036681850310635996,111,0.8594895601272583
SGD,38,193,0.004808262809213094,112,0.9331101775169373
AdamW,194,80,0.007435488907845762,87,0.06433174759149551
Adafactor,138,122,0.0011979370258053585,52,0.2130570113658905
Adadelta,150,134,0.002401465015130418,92,1.957762598991394
Adadelta,32,67,0.005438154825744312,40,1.5041663646697998
Adafactor,220,199,0.004278062825940917,32,nan
Adam,178,206,0.0039192677805080685,49,0.051458071917295456
Nadam,191,76,0.008146057708530989,49,0.07848456501960754
Adamax,104,90,0.00420778062824396,119,0.06458869576454163
RMSprop,203,138,0.006740767308679409,43,0.1197727769613266
RMSprop,112,245,0.005884828813848476,60,0.08518193662166595
Adafactor,76,106,0.009772177148267431,57,0.07439937442541122
Adafactor,46,72,0.00837981689135522,47,0.09809322655200958
Adagrad,233,221,0.003896857314133392,52,0.2956260144710541
Adamax,118,122,0.009010715367884654,76,0.03546693176031113
Ftrl,90,132,0.0004655889535612516,34,2.3022217750549316
RMSprop,41,208,0.003638684491090058,96,0.06712369620800018
Ftrl,115,80,0.004117314313184063,61,2.3012869358062744
AdamW,155,253,0.0013796969274062426,100,0.04128306359052658
Adagrad,181,241,0.008277897274920613,93,0.26949343085289
Adamax,232,43,0.006747834651031175,97,0.0372280478477478
Nadam,256,244,0.0009831399218753515,119,0.0387878343462944
RMSprop,65,220,0.002352302387256478,42,0.06487913429737091
Adafactor,99,253,0.004221807698928775,117,0.14221754670143127
Adafactor,73,32,0.0008329919473551565,76,0.30922290682792664
Adagrad,121,251,0.009737715061306423,64,0.22788073122501373
Nadam,95,171,0.007397803602034014,92,0.06344537436962128
AdamW,207,105,0.00154212333949258,65,0.03425849601626396
RMSprop,104,72,0.009330605024231612,35,0.1840929538011551
Adamax,190,59,0.00833068511826204,120,0.0364290289580822
Adadelta,33,113,0.0032739705040972997,94,2.11364483833313
Adafactor,67,93,0.004892997014163378,42,nan
Ftrl,54,47,0.0035571540823887424,114,2.301379680633545
Adafactor,154,45,0.005157242695323273,68,0.08860550820827484
SGD,152,125,0.0005183631450535142,39,1.8692517280578613
Adadelta,223,117,0.003333112629534765,109,1.593217134475708
Adagrad,69,115,0.0006341643403673377,109,1.7987983226776123
RMSprop,104,46,0.0002065489205191279,66,0.17493052780628204
Adam,187,90,0.0037173145241841407,58,0.04415188729763031
AdamW,160,185,0.002863498905720325,56,0.04409492015838623
Adam,94,131,0.0067961132089439024,96,0.06130976229906082
AdamW,138,209,0.00758647478516428,121,0.05879027023911476
Ftrl,38,109,0.00590863093992373,125,2.3012378215789795
AdamW,116,109,0.008867904894836364,44,0.0924101173877716
Nadam,89,117,0.007996634541855724,120,0.05944528803229332
Adamax,125,251,0.00044118253684510323,77,0.1777864396572113
Adamax,172,58,0.008695420757083069,70,0.03483250364661217
Adafactor,73,65,0.004525187626333662,122,0.15413302183151245
Nadam,39,255,0.005136661525212237,60,0.07446785271167755
Ftrl,89,86,0.004947213331629691,101,2.301266670227051
Adam,110,122,0.0008745874514571165,39,0.04618355631828308
SGD,180,90,0.0059206619150873625,68,0.38894498348236084
RMSprop,229,190,0.003996540507866249,79,0.04467697814106941
Ftrl,144,156,0.0033911034610525853,76,2.301363706588745
AdamW,240,176,0.0040504210755877715,94,0.045990049839019775
Adamax,130,104,0.0013973688802301108,47,0.09000037610530853
Ftrl,155,223,0.006915070570387873,97,2.3012068271636963
Nadam,178,59,0.006294725435568175,75,0.054203327745199203
Adagrad,113,75,0.0006332933545797312,57,1.0489434003829956
Ftrl,48,254,0.009941351930700643,120,2.3011934757232666
Ftrl,123,65,0.008077424220210641,58,2.30118989944458
Adafactor,101,59,0.00496589050800313,56,0.10133413970470428
SGD,58,68,0.009449223463778867,43,0.3062148988246918
Adam,234,56,0.0019318978950749546,67,0.03543243557214737
Adafactor,157,189,0.006552408769829261,95,0.08296461403369904
Adamax,240,228,0.002085332724545518,54,0.04652939736843109
Ftrl,73,48,0.009397367800682394,52,2.3011858463287354
Adadelta,173,243,0.008833881815245468,96,0.7049736380577087
Ftrl,62,91,0.0035466234782176283,74,2.3013548851013184
RMSprop,211,201,0.0026208182405259455,117,0.035248737782239914
Adadelta,52,50,0.0020638573301836813,47,2.0907533168792725
Ftrl,160,240,0.0045274074754951,57,2.3012592792510986
RMSprop,242,167,0.0005666222760448912,103,0.06450958549976349
Nadam,203,160,0.007283224331542867,78,0.06539084017276764
Nadam,87,82,0.0011268796437139805,45,0.05479085445404053
RMSprop,79,245,0.0028704943961404077,51,0.05489647760987282
RMSprop,84,166,0.0007034529974282933,113,0.0886559709906578
Ftrl,96,107,0.0076626976257771874,114,2.3012030124664307
Adamax,109,112,0.008538960000569144,38,0.0363856740295887
Ftrl,74,224,0.0032665587969862298,40,2.3013408184051514
Adagrad,75,193,0.008889786797865893,72,0.2692335844039917
Ftrl,235,84,0.008170378902544287,85,2.301196336746216
Adadelta,39,62,0.005197444831682382,83,1.9095089435577393
Adamax,212,73,0.008770983668583003,47,0.02990751527249813
Adam,83,247,0.0005930872611021707,53,0.06933528184890747
SGD,75,89,0.005188568105793114,66,0.4571566879749298
Nadam,193,131,0.002220341761084394,114,0.03533609211444855
RMSprop,165,206,0.006953238600509625,59,0.09105381369590759
Adamax,163,209,0.005428589753898153,89,0.03707670792937279
Adamax,151,208,0.006547405864154332,48,0.03302561119198799
SGD,195,61,0.0027156030659565918,42,0.4739169180393219
RMSprop,70,141,0.005225675493398643,112,0.06059693917632103
SGD,128,112,0.0031605077718124945,86,0.7749037146568298
Adafactor,197,243,0.005530457637621521,85,0.08044015616178513
Adagrad,220,149,0.0010647313259949305,49,0.5287783741950989
AdamW,133,57,0.005848458163615607,77,0.05699978396296501
Adadelta,131,161,0.0066549887736394135,65,0.8343814611434937
Adafactor,120,48,0.004408796367992083,112,0.14523012936115265
Adam,177,214,0.009573335243667918,103,0.07482151687145233
Adafactor,59,199,0.006119138728163189,79,0.11098754405975342
Adam,237,224,0.0026636149188055936,44,0.04185391217470169
Ftrl,63,242,0.0003901231584986321,99,2.3023154735565186
RMSprop,151,239,0.003849939029748324,89,0.04484277591109276
AdamW,200,160,0.0007785562193256792,127,0.05475778877735138
Adafactor,107,225,0.009679687082392826,102,nan
Adadelta,101,202,0.006721015994888029,121,1.3632755279541016
AdamW,126,188,0.003442546357073249,41,0.05282788351178169
Adadelta,151,253,0.0018236069615146528,52,1.9266055822372437
Ftrl,96,156,0.009833452452642446,62,2.3011889457702637
Adamax,223,54,0.006505256775171208,51,0.03383281081914902
SGD,57,92,0.001444921147567115,69,1.3876341581344604
Adamax,171,238,0.0005030850591358566,42,0.13387484848499298
Ftrl,138,203,0.008812807792591438,40,2.3011879920959473
Adafactor,177,178,0.0015253437012994612,54,nan
Adadelta,42,83,0.0030501175053801403,90,2.1106016635894775
Adafactor,63,220,0.003701477055963967,50,0.13568584620952606
Adadelta,143,199,0.009733463816246849,115,0.7803876996040344
Ftrl,78,147,0.0030497955077583645,118,2.3014566898345947
RMSprop,126,97,0.003146214298536031,102,0.043235257267951965
RMSprop,231,63,0.00845529902887362,51,0.11707471311092377
Ftrl,150,77,0.002454538786737876,50,2.301483154296875
SGD,216,122,0.009735909763298366,120,0.41077855229377747
SGD,154,42,0.008682106897333902,35,0.27781912684440613
AdamW,77,157,0.00227317333287672,54,0.04949285089969635
AdamW,185,47,0.004415067763785342,102,0.04480607062578201
Adagrad,140,193,0.001897835810115242,36,0.3607562184333801
Ftrl,209,105,0.00589475939596639,86,2.301222562789917
Ftrl,139,81,0.00781884687128302,122,2.3012006282806396
Adamax,49,140,0.0017826489177167166,74,0.12720143795013428
Nadam,96,40,0.0013027615339433916,81,0.06488743424415588
Ftrl,187,97,0.00015408763444542623,52,2.302455425262451
Adafactor,230,179,0.008673248536220321,111,nan
Adadelta,110,152,0.008708170427219199,90,0.8969802260398865
Adagrad,195,135,0.005705220245056204,97,0.31560540199279785
Adamax,128,190,0.007344231889749652,115,0.04062538221478462
SGD,185,224,0.005816196013570865,40,0.3338868021965027
Nadam,231,244,0.009806500651650757,87,0.07727320492267609
Nadam,50,223,0.009081031329061066,116,0.07737468183040619
Adadelta,102,104,0.0017942031826153231,87,2.119210958480835
RMSprop,65,55,0.0034934446673923905,120,0.06356844305992126
Adamax,210,217,0.006118852834549174,122,0.03276313096284866
AdamW,193,82,0.005481536925650548,118,0.044330958276987076
Adadelta,99,141,0.0029297875244573856,45,1.6502348184585571
AdamW,122,55,0.0002641391812794006,55,0.12775768339633942
SGD,143,247,0.0016500771803534525,83,1.4264863729476929
Ftrl,178,177,0.005605478743450612,119,2.301239013671875
Adam,251,135,0.00995540080681192,111,0.06850837171077728
Ftrl,220,218,0.009288852989939266,45,2.30118727684021
Adagrad,207,165,0.0066173257760534605,127,0.3159632682800293
Nadam,226,173,0.001497980819785248,68,0.033256009221076965
SGD,167,195,0.007619106069117295,94,0.42542970180511475
Adagrad,153,131,0.009954468339505288,128,0.29413729906082153
Ftrl,40,56,0.009945961383066962,61,2.3011932373046875
Nadam,228,183,0.009899863056993658,115,0.07247801870107651
Adadelta,119,216,0.003124367793192442,60,1.5563918352127075
Adam,75,90,0.005696926807977392,93,0.06038413196802139
Adam,142,151,0.0033327036640418885,60,0.044449832290410995
Ftrl,114,182,0.003492644595950298,122,2.3013930320739746
Adafactor,196,227,0.00013677387360527723,75,0.6094413995742798
Adam,130,101,0.00633624791885779,102,0.05298743396997452
Adam,39,245,0.0023248385159811546,94,0.06880446523427963
Adam,200,122,0.009771064546716156,103,0.06794620305299759
Adamax,113,53,0.00476102923213685,53,0.049778569489717484
Nadam,155,66,0.005356858588327221,43,0.05985652655363083
Adamax,146,213,0.007177829893797722,74,0.033716291189193726
Adadelta,58,208,0.0042715866372486635,124,1.9715094566345215
Nadam,221,225,0.005291585642248331,44,0.06341402232646942
Adadelta,222,39,0.0025176654045727365,106,1.8758971691131592
AdamW,210,136,0.009610389413532528,95,0.0734691470861435
Adafactor,47,229,0.002366131596193737,54,0.191840261220932
Adamax,182,237,0.0007714554521020214,55,0.10378214716911316
Adam,67,151,0.0004870908020782539,115,0.12993673980236053
Adam,221,134,0.007651465591867243,41,0.08077578991651535
RMSprop,128,42,0.0014038119437235416,68,0.05284872278571129
Nadam,128,184,0.006993055032521617,100,0.057911910116672516
Adadelta,95,38,0.008273739912086166,122,1.3357610702514648
Adadelta,48,99,0.005556100848953915,47,1.4584966897964478
Adafactor,56,148,0.004559677636371816,42,nan
Adafactor,71,222,0.008823190287483178,49,0.07443492859601974
Adagrad,149,193,0.0038106092181251854,82,0.3429831564426422
Adafactor,129,145,0.0020500172493328707,51,0.16160939633846283
AdamW,34,111,0.005952565933128626,65,0.08695120364427567
Nadam,74,107,0.004077182034121736,69,0.0527435801923275
Adamax,158,108,0.007972413904191152,103,0.037980157881975174
Adafactor,54,236,0.00016451708081960772,61,0.672353208065033
SGD,215,40,0.0047607823260434785,54,0.4237660765647888
SGD,129,93,0.008502816229497681,114,0.4370861351490021
RMSprop,99,244,0.006976755452886258,110,0.06471432745456696
Adamax,221,194,0.008769543576275997,35,0.025625523179769516
Ftrl,41,241,0.0007330759602042436,38,2.3020663261413574
Adadelta,50,88,0.007863043550170243,44,0.9034940004348755
Adagrad,199,203,0.00046776842174692235,98,1.7864235639572144
Adafactor,82,240,0.0025621800764055614,71,0.17543138563632965
Adafactor,197,99,0.0011123091611734733,77,nan
SGD,188,39,0.00621491842173004,87,0.4488595724105835
SGD,79,120,0.006034084901854182,67,0.41989853978157043
Adamax,74,189,0.004332353612859784,101,0.06870398670434952
AdamW,224,50,0.009146183624728984,75,0.07242614030838013
Adamax,145,50,0.005881309392162137,91,0.046111952513456345
RMSprop,248,156,0.005333715499003227,72,0.06124415621161461
Adam,236,198,0.006309745136888695,122,0.04790186882019043
Adagrad,170,247,0.005780936325574986,37,0.23733945190906525
AdamW,230,83,0.004702200756303144,47,0.054961998015642166
Adam,227,193,0.005471578873976848,37,0.07103274762630463
Adamax,117,196,0.002539189315286728,62,0.06347393244504929
SGD,191,88,0.009802136699258905,52,0.30630016326904297
Adam,231,104,0.00012626997586224066,73,0.15527498722076416
Nadam,195,172,0.009923160126470926,32,0.10867253690958023
Adagrad,170,183,0.002583676506867228,104,0.4643630087375641
Adamax,248,137,0.005950226796661652,104,0.0312766470015049
Ftrl,241,249,0.0037994960838966473,93,2.301344871520996
Ftrl,139,131,0.008497701455098537,89,2.3011934757232666
Ftrl,109,114,0.009568515534095184,59,2.301190137863159
Adam,186,255,0.007610093509679779,90,0.06591103971004486
Adagrad,175,234,0.004736986444843139,117,0.36069977283477783
Adadelta,130,190,0.005968034830043314,36,0.672585129737854
Adamax,222,90,0.002398515265968217,55,0.05018032714724541
SGD,126,37,0.0037873481453852683,55,0.47865596413612366
AdamW,73,230,0.008995081057604472,112,0.07769493758678436
Nadam,220,230,0.005138645719700793,123,0.042995911091566086
AdamW,217,178,0.0023418388549948073,65,0.03703673556447029
Ftrl,76,57,0.00428507570143119,46,2.301276922225952
RMSprop,121,230,0.005318412753272482,126,0.05089763551950455
AdamW,126,115,0.009268733575820833,34,0.10575314611196518
Ftrl,193,107,0.009349553411270632,119,2.3011932373046875
Adadelta,155,124,0.007758779551963194,125,1.088539481163025
Adafactor,150,210,0.001554137373196602,57,nan
Adagrad,209,146,0.004406407519090326,106,0.34838220477104187
Adafactor,170,231,0.005970907448878947,114,0.09106875956058502
Adamax,207,44,0.0007027698922264285,68,0.14949320256710052
Adagrad,34,49,0.001548493814304242,35,0.5317295789718628
Adagrad,59,243,0.003441026908543733,81,0.40420088171958923
Adadelta,127,250,0.0014389084365524485,122,2.1807985305786133
Adadelta,178,184,0.006415571373875946,40,0.6089748740196228
Adamax,218,185,0.00630335050586052,79,0.03067280352115631
Adafactor,135,50,0.001867085339276308,83,nan
Nadam,143,38,0.0037478156684478446,54,0.048240162432193756
SGD,230,32,0.0038408437763016168,58,0.48138344287872314
SGD,169,184,0.006394884014344253,41,0.32389453053474426
Adafactor,149,70,0.007205460434889621,68,nan
SGD,169,83,0.006080648903892141,46,0.3427707552909851
SGD,100,43,0.00825853728482381,53,0.34716853499412537
Adagrad,70,203,0.0038812193253614977,128,0.4582117795944214
Adagrad,45,52,0.0029569673246529586,86,0.4534585475921631
RMSprop,223,223,0.003907652106347135,37,0.07502356171607971
